StudyID,SAMPLEID,lat,lon,classification
Turk_2021,SRR13612875,32.18,-118.89,coastal
Turk_2021,SRR13612876,32.18,-118.89,coastal
Gradoville_2020,Gradoville29.68543,32.25811,-157.99977,open ocean
Gradoville_2020,Gradoville30.68544,32.25811,-157.99977,open ocean
Gradoville_2020,Gradoville83.68541,32.25811,-157.99977,open ocean
Gradoville_2020,Gradoville84.68542,32.25811,-157.99977,open ocean
Turk_2021,SRR13612797,32.51,-118.21,coastal
Turk_2021,SRR13612808,32.51,-118.21,coastal
Turk_2021,SRR13612849,32.51,-118.21,coastal
Turk_2021,SRR13612860,32.51,-118.21,coastal
Turk_2021,SRR13612885,32.51,-118.21,coastal
Turk_2021,SRR13612887,32.51,-118.21,coastal
Turk_2021,SRR13612888,32.51,-118.21,coastal
Turk_2021,SRR13612889,32.51,-118.21,coastal
NEMO,Turk038.60909,32.7932,-130.534,open ocean
NEMO,Turk046.60917,32.7932,-130.534,open ocean
Turk_2021,SRR13612883,32.84,-117.54,coastal
Turk_2021,SRR13612884,32.84,-117.54,coastal
Turk_2021,SRR13612895,32.84,-117.53,coastal
Turk_2021,SRR13612896,32.84,-117.53,coastal
Turk_2021,SRR13612898,32.84,-117.53,coastal
Gradoville_2020,Gradoville93.68869,32.92878333,-158.0003,open ocean
Gradoville_2020,Gradoville94.68870,32.92878333,-158.0003,open ocean
Gradoville_2020,Gradoville95.68871,32.92878333,-158.0003,open ocean
Gradoville_2020,Gradoville96.68879,32.92878333,-158.0003,open ocean
Gradoville_2020,Gradoville97.68880,32.92878333,-158.0003,open ocean
Gradoville_2020,Gradoville31.68549,33.04266333,-157.99555,open ocean
Gradoville_2020,Gradoville32.68550,33.04266333,-157.99555,open ocean
NEMO,Turk001.60663,33.118,-120.064,coastal
NEMO,Turk010.60665,33.118,-120.064,coastal
NEMO,Turk019.60667,33.118,-120.064,coastal
NEMO,Turk067.64223,33.502,-129.37,open ocean
Gradoville_2020,Gradoville33.68551,33.54210167,-157.999885,open ocean
Gradoville_2020,Gradoville34.68552,33.54210167,-157.999885,open ocean
Turk_2021,SRR13612821,33.56,-119.84,coastal
Turk_2021,SRR13612822,33.56,-119.84,coastal
Turk_2021,SRR13612823,33.56,-119.84,coastal
NEMO,Turk028.60690,33.68,-122.525,coastal
NEMO,Turk037.60692,33.68,-122.525,coastal
Turk_2021,SRR13612830,33.82,-118.97,coastal
Turk_2021,SRR13612831,33.82,-118.97,coastal
Turk_2021,SRR13612832,33.82,-118.97,coastal
NEMO,Turk020.60875,33.8698,-128.799,open ocean
NEMO,Turk029.60883,33.8698,-128.799,open ocean
AK2HI,X71510,33.99748778,-157.9733386,open ocean
AK2HI,X71511,33.99748778,-157.9733386,open ocean
AK2HI,X71509,33.99973946,-157.9998724,open ocean
AK2HI,X71536,33.99973946,-157.9998724,open ocean
Gradoville_2020,Gradoville70.68825,34.00011667,-157.99995,open ocean
Gradoville_2020,Gradoville71.68826,34.00011667,-157.99995,open ocean
Gradoville_2020,Gradoville72.68833,34.00011667,-157.99995,open ocean
Gradoville_2020,Gradoville73.68834,34.00011667,-157.99995,open ocean
Gradoville_2020,Gradoville74.68843,34.00011667,-157.99995,open ocean
Gradoville_2020,Gradoville75.68844,34.00011667,-157.99995,open ocean
Gradoville_2020,Gradoville35.68553,34.18764,-157.9992767,open ocean
Gradoville_2020,Gradoville36.68554,34.18764,-157.9992767,open ocean
NEMO,Turk045.64121,34.3993,-125.7,open ocean
NEMO,Turk053.64125,34.3993,-125.7,open ocean
NEMO,Turk061.64126,34.3993,-125.7,open ocean
Gradoville_2020,Gradoville64.68777,34.50003667,-158.000125,open ocean
Gradoville_2020,Gradoville65.68778,34.50003667,-158.000125,open ocean
Gradoville_2020,Gradoville66.68789,34.50003667,-158.000125,open ocean
Gradoville_2020,Gradoville67.68790,34.50003667,-158.000125,open ocean
Gradoville_2020,Gradoville68.68819,34.50003667,-158.000125,open ocean
Gradoville_2020,Gradoville69.68820,34.50003667,-158.000125,open ocean
Tang_2020,SRR9675237,34.84,-68.02,open ocean
Gradoville_2020,Gradoville37.68556,34.88330333,-157.9967383,open ocean
NEMO,Turk002.60836,34.9088,-127.259,open ocean
NEMO,Turk011.60838,34.9088,-127.259,open ocean
Shiozaki_2017,KH.14.3.St08.DNA,35,-170,open ocean
Shiozaki_2017,KH.14.3.St08day.cDNA,35,-170,open ocean
Shiozaki_2017,KH.14.3.St08night.cDNA,35,-170,open ocean
Selden_2021,SRR13240306,35.044,-74.856,coastal
Selden_2021,SRR13240311,35.044,-74.856,coastal
Tang_2020,SRR9675238,35.28,-64.26,open ocean
Selden_2021,SRR13240302,35.662,-73.37,open ocean
Selden_2021,SRR13240303,35.666,-75.367,coastal
Selden_2021,SRR13240307,35.666,-75.367,coastal
Selden_2021,SRR13240308,35.666,-75.367,coastal
Gradoville_2020,Gradoville58.68748,36,-158,open ocean
Gradoville_2020,Gradoville60.68767,36,-158,open ocean
Gradoville_2020,Gradoville61.68768,36,-158,open ocean
Gradoville_2020,Gradoville62.68773,36,-158,open ocean
Gradoville_2020,Gradoville38.68561,36.06198167,-158.0005583,open ocean
Gradoville_2020,Gradoville39.68562,36.06198167,-158.0005583,open ocean
Selden_2021,SRR13240304,36.339,-74.209,coastal
Selden_2021,SRR13240309,36.339,-74.209,coastal
Mulholland_2018,SRR19399861,36.4831,-75.6318,coastal
Mulholland_2018,SRR19399862,36.4831,-75.6318,coastal
Mulholland_2018,SRR19399871,36.4831,-75.6318,coastal
Mulholland_2018,SRR19399872,36.4831,-75.6318,coastal
Mulholland_2018,SRR19399873,36.4831,-75.6318,coastal
AK2HI,X71508,36.66951015,-157.9981521,open ocean
AK2HI,X71524,36.66951015,-157.9981521,open ocean
Selden_2021,SRR13240305,36.945,-73.798,coastal
Selden_2021,SRR13240310,36.945,-73.798,coastal
Gradoville_2020,Gradoville56.68741,36.99987667,-158.000035,open ocean
Gradoville_2020,Gradoville57.68742,36.99987667,-158.000035,open ocean
Gradoville_2020,Gradoville40.68567,37.00191333,-157.9972683,open ocean
Gradoville_2020,Gradoville41.68568,37.00191333,-157.9972683,open ocean
Gradoville_2020,Gradoville49.68667,37.9999,-157.9999667,open ocean
Tang_2020,SRR9675239,38.28,-63.74,open ocean
Mulholland_2018,SRR19399864,38.4427,-74.4451,coastal
Mulholland_2018,SRR19399865,38.4427,-74.4451,coastal
Mulholland_2018,SRR19399877,38.4427,-74.4451,coastal
Mulholland_2018,SRR19399878,38.4427,-74.4451,coastal
AK2HI,X71523,39.39705598,-158.0045588,open ocean
AK2HI,X71543,39.39705598,-158.0045588,open ocean
Gradoville_2020,Gradoville46.68638,39.49989833,-158.0000667,open ocean
Gradoville_2020,Gradoville47.68645,39.49989833,-158.0000667,open ocean
Gradoville_2020,Gradoville48.68646,39.49989833,-158.0000667,open ocean
Mulholland_2018,SRR19399874,39.5631,-74.045,coastal
Mulholland_2018,SRR19399883,39.5631,-74.045,coastal
Mulholland_2018,SRR19399866,39.7254,-72.495,coastal
Mulholland_2018,SRR19399881,39.7254,-72.495,coastal
Shiozaki_2017,KH.14.3.St09day.cDNA,40,-170,open ocean
Mulholland_2018,SRR19399863,40.0255,-70.146,coastal
Mulholland_2018,SRR19399876,40.0255,-70.146,coastal
Mulholland_2018,SRR19399879,40.0512,-71.2741,coastal
Mulholland_2018,SRR19399880,40.0512,-71.2741,coastal
Mulholland_2018,SRR19399856,40.1499,-69.9286,coastal
Mulholland_2018,SRR19399868,40.1499,-69.9286,coastal
Mulholland_2018,SRR19399875,40.1499,-69.9286,coastal
Mulholland_2018,SRR19399884,40.1499,-69.9286,coastal
Tang_2020,SRR9675236,40.17,-71.31,coastal
Mulholland_2018,SRR19399857,40.4755,-71.7846,coastal
Mulholland_2018,SRR19399858,40.4755,-71.7846,coastal
Mulholland_2018,SRR19399867,41.0194,-67.9153,open ocean
Mulholland_2018,SRR19399882,41.0194,-67.9153,coastal
Gradoville_2020,Gradoville42.68591,41.41657667,-157.99993,open ocean
Gradoville_2020,Gradoville43.68597,41.41657667,-157.99993,open ocean
Gradoville_2020,Gradoville44.68607,41.41657667,-157.99993,open ocean
Gradoville_2020,Gradoville45.68608,41.41657667,-157.99993,open ocean
Sato_2021,DRR256248,41.5,139.82,coastal
Hallstrom_2021,SRR12432958,41.58,-71.38,coastal
Hallstrom_2021,SRR12432960,41.58,-71.38,coastal
Hallstrom_2021,SRR12432965,41.58,-71.38,coastal
Hallstrom_2021,SRR12432969,41.58,-71.38,coastal
Hallstrom_2021,SRR12432973,41.58,-71.38,coastal
Hallstrom_2021,SRR12432977,41.58,-71.38,coastal
Hallstrom_2021,SRR12432981,41.58,-71.38,coastal
Hallstrom_2021,SRR12432985,41.58,-71.38,coastal
Hallstrom_2021,SRR12432986,41.58,-71.38,coastal
Hallstrom_2021,SRR12432990,41.58,-71.38,coastal
Hallstrom_2021,SRR12432994,41.58,-71.38,coastal
Hallstrom_2021,SRR12432999,41.58,-71.38,coastal
Hallstrom_2021,SRR12433003,41.58,-71.38,coastal
Hallstrom_2021,SRR12433006,41.58,-71.38,coastal
Hallstrom_2021,SRR12726926,41.58,-71.38,coastal
Hallstrom_2021,SRR12726930,41.58,-71.38,coastal
Hallstrom_2021,SRR12726932,41.58,-71.38,coastal
Hallstrom_2021,SRR12726936,41.58,-71.38,coastal
Hallstrom_2021,SRR12726941,41.58,-71.38,coastal
Hallstrom_2021,SRR12726945,41.58,-71.38,coastal
Hallstrom_2021,SRR12726948,41.58,-71.38,coastal
Hallstrom_2021,SRR12432959,41.63,-71.38,coastal
Hallstrom_2021,SRR12432961,41.63,-71.38,coastal
Hallstrom_2021,SRR12432966,41.63,-71.38,coastal
Hallstrom_2021,SRR12432970,41.63,-71.38,coastal
Hallstrom_2021,SRR12432974,41.63,-71.38,coastal
Hallstrom_2021,SRR12432978,41.63,-71.38,coastal
Hallstrom_2021,SRR12432982,41.63,-71.38,coastal
Hallstrom_2021,SRR12432987,41.63,-71.38,coastal
Hallstrom_2021,SRR12432991,41.63,-71.38,coastal
Hallstrom_2021,SRR12432995,41.63,-71.38,coastal
Hallstrom_2021,SRR12432997,41.63,-71.38,coastal
Hallstrom_2021,SRR12433000,41.63,-71.38,coastal
Hallstrom_2021,SRR12433004,41.63,-71.38,coastal
Hallstrom_2021,SRR12433007,41.63,-71.38,coastal
Hallstrom_2021,SRR12726927,41.63,-71.38,coastal
Hallstrom_2021,SRR12726933,41.63,-71.38,coastal
Hallstrom_2021,SRR12726937,41.63,-71.38,coastal
Hallstrom_2021,SRR12726939,41.63,-71.38,coastal
Hallstrom_2021,SRR12726942,41.63,-71.38,coastal
Hallstrom_2021,SRR12726946,41.63,-71.38,coastal
Hallstrom_2021,SRR12726949,41.63,-71.38,coastal
Hallstrom_2021,SRR12432956,41.67,-71.42,coastal
Hallstrom_2021,SRR12432962,41.67,-71.42,coastal
Hallstrom_2021,SRR12432964,41.67,-71.42,coastal
Hallstrom_2021,SRR12432967,41.67,-71.42,coastal
Hallstrom_2021,SRR12432971,41.67,-71.42,coastal
Hallstrom_2021,SRR12432976,41.67,-71.42,coastal
Hallstrom_2021,SRR12432979,41.67,-71.42,coastal
Hallstrom_2021,SRR12432983,41.67,-71.42,coastal
Hallstrom_2021,SRR12432988,41.67,-71.42,coastal
Hallstrom_2021,SRR12432992,41.67,-71.42,coastal
Hallstrom_2021,SRR12432996,41.67,-71.42,coastal
Hallstrom_2021,SRR12433001,41.67,-71.42,coastal
Hallstrom_2021,SRR12433005,41.67,-71.42,coastal
Hallstrom_2021,SRR12433008,41.67,-71.42,coastal
Hallstrom_2021,SRR12726924,41.67,-71.42,coastal
Hallstrom_2021,SRR12726928,41.67,-71.42,coastal
Hallstrom_2021,SRR12726931,41.67,-71.42,coastal
Hallstrom_2021,SRR12726934,41.67,-71.42,coastal
Hallstrom_2021,SRR12726938,41.67,-71.42,coastal
Hallstrom_2021,SRR12726943,41.67,-71.42,coastal
Hallstrom_2021,SRR12726947,41.67,-71.42,coastal
Hallstrom_2021,SRR12726950,41.67,-71.42,coastal
Mulholland_2018,SRR19399860,41.68,-65.7746,coastal
Hallstrom_2021,SRR12432957,41.74,-71.37,coastal
Hallstrom_2021,SRR12432963,41.74,-71.37,coastal
Hallstrom_2021,SRR12432968,41.74,-71.37,coastal
Hallstrom_2021,SRR12432972,41.74,-71.37,coastal
Hallstrom_2021,SRR12432975,41.74,-71.37,coastal
Hallstrom_2021,SRR12432980,41.74,-71.37,coastal
Hallstrom_2021,SRR12432984,41.74,-71.37,coastal
Hallstrom_2021,SRR12432989,41.74,-71.37,coastal
Hallstrom_2021,SRR12432993,41.74,-71.37,coastal
Hallstrom_2021,SRR12432998,41.74,-71.37,coastal
Hallstrom_2021,SRR12433002,41.74,-71.37,coastal
Hallstrom_2021,SRR12433009,41.74,-71.37,coastal
Hallstrom_2021,SRR12726925,41.74,-71.37,coastal
Hallstrom_2021,SRR12726929,41.74,-71.37,coastal
Hallstrom_2021,SRR12726935,41.74,-71.37,coastal
Hallstrom_2021,SRR12726940,41.74,-71.37,coastal
Hallstrom_2021,SRR12726944,41.74,-71.37,coastal
Hallstrom_2021,SRR12726951,41.74,-71.37,coastal
Tang_2020,SRR9675240,41.88,-64.94,coastal
Sato_2021,DRR256264,41.89,142.73,coastal
AK2HI,X71534,42.00826576,-157.9818285,open ocean
AK2HI,X71535,42.00826576,-157.9818285,open ocean
AK2HI,X71507,42.00974172,-157.98601,open ocean
AK2HI,X71542,42.00974172,-157.98601,open ocean
Mulholland_2018,SRR19399859,42.0191,-67.6672,coastal
Mulholland_2018,SRR19399869,42.0191,-67.6672,coastal
Sato_2021,DRR256263,42.17,141.25,coastal
Tang_2020,SRR9675241,42.26,-67.83,coastal
Sato_2021,DRR256249,42.51,139.7,coastal
Sato_2021,DRR256266,42.51,139.7,coastal
Sato_2021,DRR256267,42.51,139.7,coastal
Sato_2021,DRR256268,42.51,139.7,coastal
Sato_2021,DRR256269,42.51,139.7,coastal
Sato_2021,DRR256265,43,145.83,coastal
AK2HI,X71506,43.37317328,-157.9999059,open ocean
AK2HI,X71533,43.37317328,-157.9999059,open ocean
Sato_2021,DRR256250,43.5,140.33,coastal
Sato_2021,DRR256259,44.23,144.13,coastal
Sato_2021,DRR256251,44.5,141.5,coastal
Sato_2021,DRR256258,44.5,143.33,coastal
Sato_2021,DRR256260,44.5,144.33,coastal
Sato_2021,DRR256273,44.5,144.33,coastal
Sato_2021,DRR256274,44.5,144.33,coastal
Sato_2021,DRR256275,44.5,144.33,coastal
Sato_2021,DRR256262,44.63,145.37,coastal
Sato_2021,DRR256257,44.88,142.89,coastal
Sato_2021,DRR256261,45,144.75,coastal
Sato_2021,DRR256256,45.17,143.17,coastal
Sato_2021,DRR256255,45.32,142.68,coastal
Sato_2021,DRR256270,45.32,142.68,coastal
Sato_2021,DRR256271,45.32,142.68,coastal
Sato_2021,DRR256272,45.32,142.68,coastal
Sato_2021,DRR256252,45.5,141.42,coastal
Sato_2021,DRR256254,45.5,142.5,coastal
Sato_2021,DRR256253,45.54,142.08,coastal
AK2HI,X71522,45.99354259,-158.0221674,open ocean
AK2HI,X71521,46.05495014,-157.7727915,open ocean
AK2HI,X71505,46.81508121,-154.6480713,open ocean
AK2HI,X71541,46.81508121,-154.6480713,open ocean
AK2HI,X71531,47.96667872,-151.0987866,open ocean
AK2HI,X71532,47.96667872,-151.0987866,open ocean
AK2HI,X71530,49.06638642,-147.8174426,open ocean
AK2HI,X71540,49.06638642,-147.8174426,open ocean
AK2HI,X71504,49.94245731,-145.0059761,open ocean
AK2HI,X71520,49.94245731,-145.0059761,open ocean
AK2HI,X71529,49.94866764,-145.0086523,open ocean
AK2HI,X71538,49.98115206,-145.0088065,open ocean
AK2HI,X71539,49.98171986,-145.008833,open ocean
AK2HI,X71518,49.99270809,-145.0026642,open ocean
AK2HI,X71519,49.99270809,-145.0026642,open ocean
Shiozaki_2017,KH.14.3.St11day.cDNA,50,-170,open ocean
AK2HI,X71517,50.42323537,-145.2684849,open ocean
AK2HI,X71528,50.42323537,-145.2684849,open ocean
AK2HI,X71515,52.16945547,-145.9423167,open ocean
AK2HI,X71516,52.16945547,-145.9423167,open ocean
AK2HI,X71537,54.99759883,-147.2167471,open ocean
AK2HI,X71514,54.99972125,-147.2165644,open ocean
AK2HI,X71527,54.99972125,-147.2165644,open ocean
AK2HI,X71503,54.99993285,-147.2168063,open ocean
AK2HI,X71502,55.00038506,-147.2142977,open ocean
AK2HI,X71526,55.00038506,-147.2142977,open ocean
BentzonTilia_2015,SRR1178345,55.5075,10.86194444,coastal
BentzonTilia_2015,SRR1178346,55.5075,10.86194444,coastal
BentzonTilia_2015,SRR1178347,55.5075,10.86194444,coastal
BentzonTilia_2015,SRR1178348,55.5075,10.86194444,coastal
BentzonTilia_2015,SRR1178349,55.5075,10.86194444,coastal
BentzonTilia_2015,SRR1178351,55.5075,10.86194444,coastal
BentzonTilia_2015,SRR1178352,55.5075,10.86194444,coastal
BentzonTilia_2015,SRR1178353,55.5075,10.86194444,coastal
BentzonTilia_2015,SRR1178354,55.5075,10.86194444,coastal
BentzonTilia_2015,SRR1178355,55.5075,10.86194444,coastal
BentzonTilia_2015,SRR1178356,55.5075,10.86194444,coastal
BentzonTilia_2015,SRR1178357,55.5075,10.86194444,coastal
BentzonTilia_2015,SRR1178358,55.5075,10.86194444,coastal
BentzonTilia_2015,SRR1178360,55.5075,10.86194444,coastal
BentzonTilia_2015,SRR1178362,55.5075,10.86194444,coastal
BentzonTilia_2015,SRR1178365,55.5075,10.86194444,coastal
BentzonTilia_2015,SRR1178366,55.5075,10.86194444,coastal
BentzonTilia_2015,SRR1178367,55.5075,10.86194444,coastal
BentzonTilia_2015,SRR1178368,55.5075,10.86194444,coastal
BentzonTilia_2015,SRR1178370,55.5075,10.86194444,coastal
BentzonTilia_2015,SRR1178371,55.5075,10.86194444,coastal
BentzonTilia_2015,SRR1178372,55.5075,10.86194444,coastal
BentzonTilia_2015,SRR1178342,55.7,12.07944444,coastal
BentzonTilia_2015,SRR1178343,55.7,12.07944444,coastal
BentzonTilia_2015,SRR1178373,55.7,12.07944444,coastal
BentzonTilia_2015,SRR1178374,55.7,12.07944444,coastal
BentzonTilia_2015,SRR1178375,55.7,12.07944444,coastal
BentzonTilia_2015,SRR1178378,55.7,12.07944444,coastal
BentzonTilia_2015,SRR1178380,55.7,12.07944444,coastal
BentzonTilia_2015,SRR1178384,55.7,12.07944444,coastal
BentzonTilia_2015,SRR1178385,55.7,12.07944444,coastal
BentzonTilia_2015,SRR1178386,55.7,12.07944444,coastal
BentzonTilia_2015,SRR1178395,55.7,12.07944444,coastal
BentzonTilia_2015,SRR1178399,55.7,12.07944444,coastal
Shiozaki_2017,KH.14.3.St13day.cDNA,60,-170.7,coastal
Harding_2018,Harding137.63180_S137,64.748,-167.126,coastal
Harding_2018,Harding138.63181_S138,64.748,-167.126,coastal
Shiozaki_2018LNO,DRR090509,67,-168.45,coastal
Shiozaki_2018LNO,DRR090510,67,-168.45,coastal
Shiozaki_2018LNO,DRR090511,67,-168.45,coastal
Shiozaki_2018LNO,DRR090512,67,-168.45,coastal
Shiozaki_2018LNO,DRR090493,68,-168.45,coastal
Harding_2018,Harding192.65521_S192,70.976,-161.906,coastal
Harding_2018,Harding187.65481_S187,70.977,-161.91,coastal
Harding_2018,Harding188.65489_S188,70.977,-161.91,coastal
Harding_2018,Harding189.65490_S189,70.977,-161.91,coastal
Harding_2018,Harding215.66541_S215,70.977,-161.91,coastal
Shiozaki_2018LNO,DRR090494,71.21,-157.4,coastal
Shiozaki_2018LNO,DRR090495,71.21,-157.4,coastal
Shiozaki_2018LNO,DRR090496,71.21,-157.4,coastal
Shiozaki_2018LNO,DRR090497,71.21,-157.4,coastal
Harding_2018,Harding223.66672_S223,71.23,-160.553,coastal
Harding_2018,Harding224.66679_S224,71.23,-160.553,coastal
Harding_2018,Harding225.66680_S225,71.23,-160.553,coastal
Harding_2018,Harding193.65531_S193,71.237,-160.554,coastal
Harding_2018,Harding194.65532_S194,71.237,-160.554,coastal
Harding_2018,Harding195.65545_S195,71.237,-160.554,coastal
Harding_2018,Harding196.65546_S196,71.237,-160.554,coastal
Harding_2018,Harding220.66622_S220,71.373,-163.01,coastal
Harding_2018,Harding221.66630_S221,71.373,-163.01,coastal
Harding_2018,Harding222.66631_S222,71.373,-163.01,coastal
Harding_2018,Harding151.63234_S151,71.402,-152.038,coastal
Harding_2018,Harding152.63235_S152,71.402,-152.038,coastal
Harding_2018,Harding153.63242_S153,71.402,-152.038,coastal
Harding_2018,Harding154.63243_S154,71.402,-152.038,coastal
Shiozaki_2018LNO,DRR090504,71.5,-153.5,coastal
Shiozaki_2018LNO,DRR090505,71.5,-153.5,coastal
Shiozaki_2018LNO,DRR090506,71.5,-153.5,coastal
Shiozaki_2018LNO,DRR090507,71.5,-153.5,coastal
Harding_2018,Harding161.64202_S161,71.525,-151.97,coastal
Harding_2018,Harding163.64210_S163,71.525,-151.97,coastal
Harding_2018,Harding164.64211_S164,71.525,-151.97,coastal
Harding_2018,Harding165.64218_S165,71.525,-151.97,coastal
Harding_2018,Harding166.64219_S166,71.525,-151.97,coastal
Harding_2018,Harding190.65509_S190,71.619,-163.777,coastal
Harding_2018,Harding191.65510_S191,71.619,-163.777,coastal
Harding_2018,Harding216.66543_S216,71.619,-163.777,coastal
Harding_2018,Harding204.65582_S204,71.622,-158.111,coastal
Harding_2018,Harding205.65583_S205,71.622,-158.111,coastal
Harding_2018,Harding207.65591_S207,71.622,-158.111,coastal
Harding_2018,Harding139.63188_S139,71.66,-159.934,coastal
Harding_2018,Harding140.63189_S140,71.66,-159.934,coastal
Harding_2018,Harding141.63190_S141,71.66,-159.934,coastal
Harding_2018,Harding142.63191_S142,71.66,-159.934,coastal
Harding_2018,Harding144.63201_S144,71.66,-159.934,coastal
Harding_2018,Harding157.64171_S157,71.739,-155.276,coastal
Harding_2018,Harding158.64178_S158,71.739,-155.276,coastal
Harding_2018,Harding159.64179_S159,71.739,-155.276,coastal
Harding_2018,Harding167.64226_S167,71.823,-151.698,coastal
Harding_2018,Harding169.64236_S169,71.823,-151.698,coastal
Harding_2018,Harding170.64235_S170,71.823,-151.698,coastal
Harding_2018,Harding145.63210_S145,71.944,-156.696,coastal
Harding_2018,Harding147.63216_S147,71.944,-156.696,coastal
Harding_2018,Harding149.63220_S149,71.944,-156.696,coastal
Harding_2018,Harding150.63221_S150,71.944,-156.696,coastal
Harding_2018,Harding197.65547_S197,72.054,-162.442,coastal
Harding_2018,Harding198.65548_S198,72.054,-162.442,coastal
Harding_2018,Harding199.65556_S199,72.054,-162.442,coastal
Harding_2018,Harding211.65638_S211,72.056,-162.443,coastal
Harding_2018,Harding212.65639_S212,72.056,-162.443,coastal
Harding_2018,Harding213.65646_S213,72.056,-162.443,coastal
Harding_2018,Harding214.65647_S214,72.056,-162.443,coastal
Harding_2018,Harding218.66564_S218,72.056,-162.443,coastal
Harding_2018,Harding219.66566_S219,72.056,-162.443,coastal
Harding_2018,Harding226.66688_S226,72.057,-162.434,coastal
Harding_2018,Harding227.66696_S227,72.057,-162.434,coastal
Harding_2018,Harding228.66697_S228,72.057,-162.434,coastal
Harding_2018,Harding160.64186_S160,72.058,-154.66,coastal
Harding_2018,Harding208.65598_S208,72.158,-158.856,coastal
Harding_2018,Harding209.65606_S209,72.158,-158.856,coastal
Harding_2018,Harding210.65607_S210,72.158,-158.856,coastal
Harding_2018,Harding217.66560_S217,72.158,-158.856,coastal
Shiozaki_2018LNO,DRR090500,72.17,-155.59,coastal
Shiozaki_2018LNO,DRR090501,72.17,-155.59,coastal
Shiozaki_2018LNO,DRR090502,72.17,-155.59,coastal
Shiozaki_2018LNO,DRR090503,72.17,-155.59,coastal
Shiozaki_2018LNO,DRR090498,72.23,-155.23,coastal
Harding_2018,Harding181.65457_S181,72.267,-156.202,coastal
Harding_2018,Harding182.65458_S182,72.267,-156.202,coastal
Harding_2018,Harding183.65465_S183,72.267,-156.202,coastal
Harding_2018,Harding184.65466_S184,72.267,-156.202,coastal
Harding_2018,Harding185.65473_S185,72.267,-156.202,coastal
Harding_2018,Harding186.65474_S186,72.267,-156.202,coastal
Shiozaki_2018LNO,DRR090499,72.28,-155.23,coastal
Harding_2018,Harding176.64290_S176,72.574,-153.743,coastal
Harding_2018,Harding177.64298_S177,72.574,-153.743,coastal
Harding_2018,Harding178.64299_S178,72.574,-153.743,coastal
Harding_2018,Harding179.64306_S179,72.574,-153.743,coastal
Harding_2018,Harding180.64307_S180,72.574,-153.743,coastal
Harding_2018,Harding200.65566_S200,72.867,-161.276,open ocean
Harding_2018,Harding201.65567_S201,72.867,-161.276,open ocean
Harding_2018,Harding202.65574_S202,72.867,-161.276,open ocean
Harding_2018,Harding203.65575_S203,72.867,-161.276,open ocean
Harding_2018,Harding174.64282_S174,73.283,-152.702,open ocean
Harding_2018,Harding175.64283_S175,73.283,-152.702,open ocean
Harding_2018,Harding171.64243_S171,73.387,-150.3,open ocean
Harding_2018,Harding172.64259_S172,73.387,-150.3,open ocean
