SRR13240302	SRR13240303	SRR13240304	SRR13240305	SRR13240306	SRR13240307	SRR13240308	SRR13240309	SRR13240310	SRR13240311
ASV.12564	0	3	0	0	0	0	0	0	0	0
ASV.12565	0	3	0	0	0	0	0	0	0	0
ASV.12566	0	3	0	0	0	0	0	0	0	0
ASV.12569	0	3	0	0	0	0	0	0	0	0
ASV.12570	0	3	0	0	0	0	0	0	0	0
ASV.12571	0	3	0	0	0	0	0	0	0	0
ASV.12572	0	3	0	0	0	0	0	0	0	0
ASV.12573	0	3	0	0	0	0	0	0	0	0
ASV.12574	0	3	0	0	0	0	0	0	0	0
ASV.12575	0	3	0	0	0	0	0	0	0	0
ASV.12576	0	3	0	0	0	0	0	0	0	0
ASV.12577	0	3	0	0	0	0	0	0	0	0
ASV.12578	0	3	0	0	0	0	0	0	0	0
ASV.12579	0	3	0	0	0	0	0	0	0	0
ASV.12580	0	3	0	0	0	0	0	0	0	0
ASV.12581	0	3	0	0	0	0	0	0	0	0
ASV.12582	0	3	0	0	0	0	0	0	0	0
ASV.12583	0	3	0	0	0	0	0	0	0	0
ASV.12584	0	3	0	0	0	0	0	0	0	0
ASV.12585	0	3	0	0	0	0	0	0	0	0
ASV.12586	0	3	0	0	0	0	0	0	0	0
ASV.12587	0	3	0	0	0	0	0	0	0	0
ASV.12588	0	3	0	0	0	0	0	0	0	0
ASV.12589	0	3	0	0	0	0	0	0	0	0
ASV.12590	0	3	0	0	0	0	0	0	0	0
ASV.12591	0	3	0	0	0	0	0	0	0	0
ASV.12592	0	3	0	0	0	0	0	0	0	0
ASV.12593	0	3	0	0	0	0	0	0	0	0
ASV.12594	0	3	0	0	0	0	0	0	0	0
ASV.12595	0	3	0	0	0	0	0	0	0	0
ASV.12596	0	3	0	0	0	0	0	0	0	0
ASV.12597	0	3	0	0	0	0	0	0	0	0
ASV.12598	0	3	0	0	0	0	0	0	0	0
ASV.12599	0	3	0	0	0	0	0	0	0	0
ASV.12600	0	3	0	0	0	0	0	0	0	0
ASV.12601	0	3	0	0	0	0	0	0	0	0
ASV.12602	0	3	0	0	0	0	0	0	0	0
ASV.12603	0	3	0	0	0	0	0	0	0	0
ASV.12604	0	3	0	0	0	0	0	0	0	0
ASV.12605	0	3	0	0	0	0	0	0	0	0
ASV.12606	0	3	0	0	0	0	0	0	0	0
ASV.12607	0	3	0	0	0	0	0	0	0	0
ASV.12608	0	3	0	0	0	0	0	0	0	0
ASV.12609	0	3	0	0	0	0	0	0	0	0
ASV.12610	0	3	0	0	0	0	0	0	0	0
ASV.12611	0	3	0	0	0	0	0	0	0	0
ASV.12612	0	3	0	0	0	0	0	0	0	0
ASV.12613	0	3	0	0	0	0	0	0	0	0
ASV.12614	0	3	0	0	0	0	0	0	0	0
ASV.12615	0	3	0	0	0	0	0	0	0	0
ASV.12616	0	3	0	0	0	0	0	0	0	0
ASV.12617	0	3	0	0	0	0	0	0	0	0
ASV.12618	0	3	0	0	0	0	0	0	0	0
ASV.12619	0	3	0	0	0	0	0	0	0	0
ASV.12620	0	3	0	0	0	0	0	0	0	0
ASV.12621	0	3	0	0	0	0	0	0	0	0
ASV.12622	0	3	0	0	0	0	0	0	0	0
ASV.12623	0	3	0	0	0	0	0	0	0	0
ASV.12624	0	3	0	0	0	0	0	0	0	0
ASV.12625	0	3	0	0	0	0	0	0	0	0
ASV.12626	0	3	0	0	0	0	0	0	0	0
ASV.12627	0	3	0	0	0	0	0	0	0	0
ASV.12628	0	3	0	0	0	0	0	0	0	0
ASV.12629	0	3	0	0	0	0	0	0	0	0
ASV.12630	0	3	0	0	0	0	0	0	0	0
ASV.12631	0	3	0	0	0	0	0	0	0	0
ASV.12632	0	3	0	0	0	0	0	0	0	0
ASV.12633	0	3	0	0	0	0	0	0	0	0
ASV.12634	0	3	0	0	0	0	0	0	0	0
ASV.12635	0	3	0	0	0	0	0	0	0	0
ASV.12636	0	3	0	0	0	0	0	0	0	0
ASV.12637	0	3	0	0	0	0	0	0	0	0
ASV.12638	0	3	0	0	0	0	0	0	0	0
ASV.12639	0	3	0	0	0	0	0	0	0	0
ASV.12640	0	3	0	0	0	0	0	0	0	0
ASV.12641	0	3	0	0	0	0	0	0	0	0
ASV.12642	0	3	0	0	0	0	0	0	0	0
ASV.12643	0	3	0	0	0	0	0	0	0	0
ASV.12644	0	3	0	0	0	0	0	0	0	0
ASV.12645	0	3	0	0	0	0	0	0	0	0
ASV.12646	0	3	0	0	0	0	0	0	0	0
ASV.12647	0	3	0	0	0	0	0	0	0	0
ASV.12648	0	3	0	0	0	0	0	0	0	0
ASV.12649	0	3	0	0	0	0	0	0	0	0
ASV.12650	0	3	0	0	0	0	0	0	0	0
ASV.12651	0	3	0	0	0	0	0	0	0	0
ASV.12652	0	3	0	0	0	0	0	0	0	0
ASV.12653	0	3	0	0	0	0	0	0	0	0
ASV.12654	0	3	0	0	0	0	0	0	0	0
ASV.12655	0	3	0	0	0	0	0	0	0	0
ASV.12656	0	3	0	0	0	0	0	0	0	0
ASV.12657	0	3	0	0	0	0	0	0	0	0
ASV.12658	0	3	0	0	0	0	0	0	0	0
ASV.12659	0	3	0	0	0	0	0	0	0	0
ASV.12660	0	3	0	0	0	0	0	0	0	0
ASV.12661	0	3	0	0	0	0	0	0	0	0
ASV.12662	0	3	0	0	0	0	0	0	0	0
ASV.12663	0	3	0	0	0	0	0	0	0	0
ASV.12664	0	3	0	0	0	0	0	0	0	0
ASV.12665	0	3	0	0	0	0	0	0	0	0
ASV.12666	0	3	0	0	0	0	0	0	0	0
ASV.12667	0	3	0	0	0	0	0	0	0	0
ASV.12668	0	3	0	0	0	0	0	0	0	0
ASV.12669	0	3	0	0	0	0	0	0	0	0
ASV.12670	0	3	0	0	0	0	0	0	0	0
ASV.12671	0	3	0	0	0	0	0	0	0	0
ASV.12672	0	3	0	0	0	0	0	0	0	0
ASV.12673	0	3	0	0	0	0	0	0	0	0
ASV.12674	0	3	0	0	0	0	0	0	0	0
ASV.12675	0	3	0	0	0	0	0	0	0	0
ASV.12676	0	3	0	0	0	0	0	0	0	0
ASV.12677	0	3	0	0	0	0	0	0	0	0
ASV.12678	0	3	0	0	0	0	0	0	0	0
ASV.12679	0	3	0	0	0	0	0	0	0	0
ASV.12680	0	3	0	0	0	0	0	0	0	0
ASV.12681	0	3	0	0	0	0	0	0	0	0
ASV.12683	0	3	0	0	0	0	0	0	0	0
ASV.12684	0	3	0	0	0	0	0	0	0	0
ASV.12685	0	3	0	0	0	0	0	0	0	0
ASV.12686	0	3	0	0	0	0	0	0	0	0
ASV.12687	0	3	0	0	0	0	0	0	0	0
ASV.12688	0	3	0	0	0	0	0	0	0	0
ASV.12689	0	3	0	0	0	0	0	0	0	0
ASV.12690	0	3	0	0	0	0	0	0	0	0
ASV.12691	0	3	0	0	0	0	0	0	0	0
ASV.12692	0	3	0	0	0	0	0	0	0	0
ASV.12693	0	3	0	0	0	0	0	0	0	0
ASV.12694	0	3	0	0	0	0	0	0	0	0
ASV.12695	0	3	0	0	0	0	0	0	0	0
ASV.12696	0	3	0	0	0	0	0	0	0	0
ASV.12697	0	3	0	0	0	0	0	0	0	0
ASV.12698	0	3	0	0	0	0	0	0	0	0
ASV.12699	0	3	0	0	0	0	0	0	0	0
ASV.12700	0	3	0	0	0	0	0	0	0	0
ASV.12701	0	3	0	0	0	0	0	0	0	0
ASV.12702	0	3	0	0	0	0	0	0	0	0
ASV.12703	0	3	0	0	0	0	0	0	0	0
ASV.12704	0	3	0	0	0	0	0	0	0	0
ASV.12705	0	3	0	0	0	0	0	0	0	0
ASV.12706	0	3	0	0	0	0	0	0	0	0
ASV.12707	0	3	0	0	0	0	0	0	0	0
ASV.12708	0	3	0	0	0	0	0	0	0	0
ASV.12709	0	3	0	0	0	0	0	0	0	0
ASV.12710	0	3	0	0	0	0	0	0	0	0
ASV.12711	0	3	0	0	0	0	0	0	0	0
ASV.12712	0	3	0	0	0	0	0	0	0	0
ASV.12713	0	3	0	0	0	0	0	0	0	0
ASV.12714	0	3	0	0	0	0	0	0	0	0
ASV.12715	0	3	0	0	0	0	0	0	0	0
ASV.12716	0	3	0	0	0	0	0	0	0	0
ASV.12717	0	3	0	0	0	0	0	0	0	0
ASV.12718	0	3	0	0	0	0	0	0	0	0
ASV.12719	0	3	0	0	0	0	0	0	0	0
ASV.12720	0	3	0	0	0	0	0	0	0	0
ASV.12721	0	3	0	0	0	0	0	0	0	0
ASV.12722	0	3	0	0	0	0	0	0	0	0
ASV.12723	0	3	0	0	0	0	0	0	0	0
ASV.12724	0	3	0	0	0	0	0	0	0	0
ASV.12725	0	3	0	0	0	0	0	0	0	0
ASV.12726	0	3	0	0	0	0	0	0	0	0
ASV.12727	0	3	0	0	0	0	0	0	0	0
ASV.12728	0	3	0	0	0	0	0	0	0	0
ASV.12729	0	3	0	0	0	0	0	0	0	0
ASV.12730	0	3	0	0	0	0	0	0	0	0
ASV.12731	0	3	0	0	0	0	0	0	0	0
ASV.12732	0	3	0	0	0	0	0	0	0	0
ASV.12733	0	3	0	0	0	0	0	0	0	0
ASV.12734	0	3	0	0	0	0	0	0	0	0
ASV.12735	0	3	0	0	0	0	0	0	0	0
ASV.12736	0	3	0	0	0	0	0	0	0	0
ASV.12737	0	3	0	0	0	0	0	0	0	0
ASV.12738	0	3	0	0	0	0	0	0	0	0
ASV.12739	0	3	0	0	0	0	0	0	0	0
ASV.12740	0	3	0	0	0	0	0	0	0	0
ASV.12741	0	3	0	0	0	0	0	0	0	0
ASV.12742	0	3	0	0	0	0	0	0	0	0
ASV.12743	0	3	0	0	0	0	0	0	0	0
ASV.12744	0	3	0	0	0	0	0	0	0	0
ASV.12745	0	3	0	0	0	0	0	0	0	0
ASV.12746	0	3	0	0	0	0	0	0	0	0
ASV.12747	0	3	0	0	0	0	0	0	0	0
ASV.12748	0	3	0	0	0	0	0	0	0	0
ASV.12749	0	3	0	0	0	0	0	0	0	0
ASV.12750	0	3	0	0	0	0	0	0	0	0
ASV.12751	0	3	0	0	0	0	0	0	0	0
ASV.12752	0	3	0	0	0	0	0	0	0	0
ASV.12753	0	3	0	0	0	0	0	0	0	0
ASV.12754	0	3	0	0	0	0	0	0	0	0
ASV.12755	0	3	0	0	0	0	0	0	0	0
ASV.12756	0	3	0	0	0	0	0	0	0	0
ASV.12757	0	3	0	0	0	0	0	0	0	0
ASV.12758	0	3	0	0	0	0	0	0	0	0
ASV.12759	0	3	0	0	0	0	0	0	0	0
ASV.12760	0	3	0	0	0	0	0	0	0	0
ASV.12761	0	3	0	0	0	0	0	0	0	0
ASV.12762	0	3	0	0	0	0	0	0	0	0
ASV.12763	0	3	0	0	0	0	0	0	0	0
ASV.12764	0	3	0	0	0	0	0	0	0	0
ASV.12765	0	3	0	0	0	0	0	0	0	0
ASV.12766	0	3	0	0	0	0	0	0	0	0
ASV.12767	0	3	0	0	0	0	0	0	0	0
ASV.12768	0	3	0	0	0	0	0	0	0	0
ASV.12769	0	3	0	0	0	0	0	0	0	0
ASV.12770	0	3	0	0	0	0	0	0	0	0
ASV.12771	0	3	0	0	0	0	0	0	0	0
ASV.12772	0	3	0	0	0	0	0	0	0	0
ASV.12773	0	3	0	0	0	0	0	0	0	0
ASV.12774	0	3	0	0	0	0	0	0	0	0
ASV.12775	0	3	0	0	0	0	0	0	0	0
ASV.12776	0	3	0	0	0	0	0	0	0	0
ASV.12777	0	3	0	0	0	0	0	0	0	0
ASV.12778	0	3	0	0	0	0	0	0	0	0
ASV.12779	0	3	0	0	0	0	0	0	0	0
ASV.12780	0	3	0	0	0	0	0	0	0	0
ASV.12781	0	3	0	0	0	0	0	0	0	0
ASV.12782	0	3	0	0	0	0	0	0	0	0
ASV.12783	0	3	0	0	0	0	0	0	0	0
ASV.12784	0	3	0	0	0	0	0	0	0	0
ASV.12785	0	3	0	0	0	0	0	0	0	0
ASV.12786	0	3	0	0	0	0	0	0	0	0
ASV.12787	0	3	0	0	0	0	0	0	0	0
ASV.12788	0	3	0	0	0	0	0	0	0	0
ASV.12789	0	3	0	0	0	0	0	0	0	0
ASV.12790	0	3	0	0	0	0	0	0	0	0
ASV.12792	0	3	0	0	0	0	0	0	0	0
ASV.12793	0	3	0	0	0	0	0	0	0	0
ASV.12794	0	3	0	0	0	0	0	0	0	0
ASV.12795	0	3	0	0	0	0	0	0	0	0
ASV.12796	0	3	0	0	0	0	0	0	0	0
ASV.12797	0	3	0	0	0	0	0	0	0	0
ASV.12798	0	3	0	0	0	0	0	0	0	0
ASV.12799	0	3	0	0	0	0	0	0	0	0
ASV.12800	0	3	0	0	0	0	0	0	0	0
ASV.12801	0	3	0	0	0	0	0	0	0	0
ASV.12802	0	3	0	0	0	0	0	0	0	0
ASV.12803	0	3	0	0	0	0	0	0	0	0
ASV.12804	0	3	0	0	0	0	0	0	0	0
ASV.12805	0	3	0	0	0	0	0	0	0	0
ASV.12806	0	3	0	0	0	0	0	0	0	0
ASV.12807	0	3	0	0	0	0	0	0	0	0
ASV.12808	0	3	0	0	0	0	0	0	0	0
ASV.12809	0	3	0	0	0	0	0	0	0	0
ASV.12810	0	3	0	0	0	0	0	0	0	0
ASV.12811	0	3	0	0	0	0	0	0	0	0
ASV.12812	0	3	0	0	0	0	0	0	0	0
ASV.12813	0	3	0	0	0	0	0	0	0	0
ASV.12814	0	3	0	0	0	0	0	0	0	0
ASV.12815	0	3	0	0	0	0	0	0	0	0
ASV.12816	0	3	0	0	0	0	0	0	0	0
ASV.12817	0	3	0	0	0	0	0	0	0	0
ASV.12818	0	3	0	0	0	0	0	0	0	0
ASV.12819	0	3	0	0	0	0	0	0	0	0
ASV.12820	0	3	0	0	0	0	0	0	0	0
ASV.12821	0	3	0	0	0	0	0	0	0	0
ASV.12822	0	3	0	0	0	0	0	0	0	0
ASV.12823	0	3	0	0	0	0	0	0	0	0
ASV.12824	0	3	0	0	0	0	0	0	0	0
ASV.12825	0	3	0	0	0	0	0	0	0	0
ASV.12826	0	3	0	0	0	0	0	0	0	0
ASV.12827	0	3	0	0	0	0	0	0	0	0
ASV.12828	0	3	0	0	0	0	0	0	0	0
ASV.12829	0	3	0	0	0	0	0	0	0	0
ASV.12831	0	3	0	0	0	0	0	0	0	0
ASV.12832	0	3	0	0	0	0	0	0	0	0
ASV.12833	0	3	0	0	0	0	0	0	0	0
ASV.12834	0	3	0	0	0	0	0	0	0	0
ASV.12835	0	3	0	0	0	0	0	0	0	0
ASV.12836	0	3	0	0	0	0	0	0	0	0
ASV.12837	0	3	0	0	0	0	0	0	0	0
ASV.12838	0	3	0	0	0	0	0	0	0	0
ASV.12839	0	3	0	0	0	0	0	0	0	0
ASV.12840	0	3	0	0	0	0	0	0	0	0
ASV.12841	0	3	0	0	0	0	0	0	0	0
ASV.12842	0	3	0	0	0	0	0	0	0	0
ASV.12843	0	3	0	0	0	0	0	0	0	0
ASV.12844	0	3	0	0	0	0	0	0	0	0
ASV.12845	0	3	0	0	0	0	0	0	0	0
ASV.12846	0	3	0	0	0	0	0	0	0	0
ASV.12847	0	3	0	0	0	0	0	0	0	0
ASV.12848	0	3	0	0	0	0	0	0	0	0
ASV.12849	0	3	0	0	0	0	0	0	0	0
ASV.12850	0	3	0	0	0	0	0	0	0	0
ASV.12851	0	3	0	0	0	0	0	0	0	0
ASV.12852	0	3	0	0	0	0	0	0	0	0
ASV.12853	0	3	0	0	0	0	0	0	0	0
ASV.12854	0	3	0	0	0	0	0	0	0	0
ASV.12855	0	3	0	0	0	0	0	0	0	0
ASV.12856	0	3	0	0	0	0	0	0	0	0
ASV.12857	0	3	0	0	0	0	0	0	0	0
ASV.12858	0	3	0	0	0	0	0	0	0	0
ASV.12859	0	3	0	0	0	0	0	0	0	0
ASV.12860	0	3	0	0	0	0	0	0	0	0
ASV.12861	0	3	0	0	0	0	0	0	0	0
ASV.12862	0	3	0	0	0	0	0	0	0	0
ASV.12863	0	3	0	0	0	0	0	0	0	0
ASV.12864	0	3	0	0	0	0	0	0	0	0
ASV.12865	0	3	0	0	0	0	0	0	0	0
ASV.12866	0	3	0	0	0	0	0	0	0	0
ASV.12867	0	3	0	0	0	0	0	0	0	0
ASV.12868	0	3	0	0	0	0	0	0	0	0
ASV.12869	0	3	0	0	0	0	0	0	0	0
ASV.12870	0	3	0	0	0	0	0	0	0	0
ASV.12871	0	3	0	0	0	0	0	0	0	0
ASV.12872	0	3	0	0	0	0	0	0	0	0
ASV.12873	0	3	0	0	0	0	0	0	0	0
ASV.12874	0	3	0	0	0	0	0	0	0	0
ASV.12875	0	3	0	0	0	0	0	0	0	0
ASV.12876	0	3	0	0	0	0	0	0	0	0
ASV.12877	0	3	0	0	0	0	0	0	0	0
ASV.12879	0	3	0	0	0	0	0	0	0	0
ASV.12880	0	3	0	0	0	0	0	0	0	0
ASV.12881	0	3	0	0	0	0	0	0	0	0
ASV.12882	0	3	0	0	0	0	0	0	0	0
ASV.12883	0	3	0	0	0	0	0	0	0	0
ASV.12884	0	3	0	0	0	0	0	0	0	0
ASV.12885	0	3	0	0	0	0	0	0	0	0
ASV.12886	0	3	0	0	0	0	0	0	0	0
ASV.12887	0	3	0	0	0	0	0	0	0	0
ASV.12888	0	3	0	0	0	0	0	0	0	0
ASV.12889	0	3	0	0	0	0	0	0	0	0
ASV.12890	0	3	0	0	0	0	0	0	0	0
ASV.12892	0	3	0	0	0	0	0	0	0	0
ASV.12893	0	3	0	0	0	0	0	0	0	0
ASV.12894	0	3	0	0	0	0	0	0	0	0
ASV.12895	0	3	0	0	0	0	0	0	0	0
ASV.12896	0	3	0	0	0	0	0	0	0	0
ASV.12897	0	3	0	0	0	0	0	0	0	0
ASV.12898	0	3	0	0	0	0	0	0	0	0
ASV.12899	0	3	0	0	0	0	0	0	0	0
ASV.12900	0	3	0	0	0	0	0	0	0	0
ASV.12901	0	3	0	0	0	0	0	0	0	0
ASV.12903	0	3	0	0	0	0	0	0	0	0
ASV.12904	0	3	0	0	0	0	0	0	0	0
ASV.12905	0	3	0	0	0	0	0	0	0	0
ASV.12906	0	3	0	0	0	0	0	0	0	0
ASV.12907	0	3	0	0	0	0	0	0	0	0
ASV.12908	0	3	0	0	0	0	0	0	0	0
ASV.12909	0	3	0	0	0	0	0	0	0	0
ASV.12910	0	3	0	0	0	0	0	0	0	0
ASV.12911	0	3	0	0	0	0	0	0	0	0
ASV.12912	0	3	0	0	0	0	0	0	0	0
ASV.12913	0	0	3	0	0	0	0	0	0	0
ASV.12914	0	0	3	0	0	0	0	0	0	0
ASV.12915	0	0	3	0	0	0	0	0	0	0
ASV.12916	0	0	3	0	0	0	0	0	0	0
ASV.12917	0	0	3	0	0	0	0	0	0	0
ASV.12918	0	0	3	0	0	0	0	0	0	0
ASV.12919	0	0	3	0	0	0	0	0	0	0
ASV.12920	0	0	3	0	0	0	0	0	0	0
ASV.12921	0	0	3	0	0	0	0	0	0	0
ASV.12922	0	0	3	0	0	0	0	0	0	0
ASV.12923	0	0	3	0	0	0	0	0	0	0
ASV.12924	0	0	3	0	0	0	0	0	0	0
ASV.12925	0	0	3	0	0	0	0	0	0	0
ASV.12926	0	0	3	0	0	0	0	0	0	0
ASV.12927	0	0	3	0	0	0	0	0	0	0
ASV.12928	0	0	3	0	0	0	0	0	0	0
ASV.12929	0	0	3	0	0	0	0	0	0	0
ASV.12930	0	0	3	0	0	0	0	0	0	0
ASV.12931	0	0	3	0	0	0	0	0	0	0
ASV.12932	0	0	3	0	0	0	0	0	0	0
ASV.12933	0	0	3	0	0	0	0	0	0	0
ASV.12934	0	0	3	0	0	0	0	0	0	0
ASV.12935	0	0	3	0	0	0	0	0	0	0
ASV.12936	0	0	3	0	0	0	0	0	0	0
ASV.12937	0	0	3	0	0	0	0	0	0	0
ASV.12938	0	0	3	0	0	0	0	0	0	0
ASV.12939	0	0	3	0	0	0	0	0	0	0
ASV.12940	0	0	3	0	0	0	0	0	0	0
ASV.12941	0	0	3	0	0	0	0	0	0	0
ASV.12942	0	0	3	0	0	0	0	0	0	0
ASV.12943	0	0	3	0	0	0	0	0	0	0
ASV.12944	0	0	3	0	0	0	0	0	0	0
ASV.12945	0	0	3	0	0	0	0	0	0	0
ASV.12946	0	0	3	0	0	0	0	0	0	0
ASV.12947	0	0	3	0	0	0	0	0	0	0
ASV.12948	0	0	3	0	0	0	0	0	0	0
ASV.12949	0	0	3	0	0	0	0	0	0	0
ASV.12950	0	0	3	0	0	0	0	0	0	0
ASV.12951	0	0	3	0	0	0	0	0	0	0
ASV.12952	0	0	3	0	0	0	0	0	0	0
ASV.12953	0	0	3	0	0	0	0	0	0	0
ASV.12954	0	0	3	0	0	0	0	0	0	0
ASV.12955	0	0	3	0	0	0	0	0	0	0
ASV.12956	0	0	3	0	0	0	0	0	0	0
ASV.12957	0	0	3	0	0	0	0	0	0	0
ASV.12958	0	0	3	0	0	0	0	0	0	0
ASV.12959	0	0	3	0	0	0	0	0	0	0
ASV.12960	0	0	3	0	0	0	0	0	0	0
ASV.12961	0	0	3	0	0	0	0	0	0	0
ASV.12962	0	0	3	0	0	0	0	0	0	0
ASV.12963	0	0	3	0	0	0	0	0	0	0
ASV.12964	0	0	3	0	0	0	0	0	0	0
ASV.12965	0	0	3	0	0	0	0	0	0	0
ASV.12966	0	0	3	0	0	0	0	0	0	0
ASV.12967	0	0	3	0	0	0	0	0	0	0
ASV.12968	0	0	3	0	0	0	0	0	0	0
ASV.12969	0	0	3	0	0	0	0	0	0	0
ASV.12970	0	0	3	0	0	0	0	0	0	0
ASV.12971	0	0	3	0	0	0	0	0	0	0
ASV.12972	0	0	3	0	0	0	0	0	0	0
ASV.12973	0	0	3	0	0	0	0	0	0	0
ASV.12974	0	0	3	0	0	0	0	0	0	0
ASV.12975	0	0	3	0	0	0	0	0	0	0
ASV.12976	0	0	3	0	0	0	0	0	0	0
ASV.12977	0	0	3	0	0	0	0	0	0	0
ASV.12978	0	0	3	0	0	0	0	0	0	0
ASV.12979	0	0	3	0	0	0	0	0	0	0
ASV.12980	0	0	3	0	0	0	0	0	0	0
ASV.12981	0	0	3	0	0	0	0	0	0	0
ASV.12982	0	0	3	0	0	0	0	0	0	0
ASV.12983	0	0	3	0	0	0	0	0	0	0
ASV.12984	0	0	3	0	0	0	0	0	0	0
ASV.12985	0	0	3	0	0	0	0	0	0	0
ASV.12986	0	0	3	0	0	0	0	0	0	0
ASV.12987	0	0	3	0	0	0	0	0	0	0
ASV.12988	0	0	3	0	0	0	0	0	0	0
ASV.12989	0	0	3	0	0	0	0	0	0	0
ASV.12990	0	0	3	0	0	0	0	0	0	0
ASV.12991	0	0	3	0	0	0	0	0	0	0
ASV.12992	0	0	3	0	0	0	0	0	0	0
ASV.12993	0	0	3	0	0	0	0	0	0	0
ASV.12994	0	0	3	0	0	0	0	0	0	0
ASV.12995	0	0	3	0	0	0	0	0	0	0
ASV.12996	0	0	3	0	0	0	0	0	0	0
ASV.12997	0	0	3	0	0	0	0	0	0	0
ASV.12998	0	0	3	0	0	0	0	0	0	0
ASV.12999	0	0	3	0	0	0	0	0	0	0
ASV.13000	0	0	3	0	0	0	0	0	0	0
ASV.13001	0	0	3	0	0	0	0	0	0	0
ASV.13002	0	0	3	0	0	0	0	0	0	0
ASV.13003	0	0	3	0	0	0	0	0	0	0
ASV.13004	0	0	3	0	0	0	0	0	0	0
ASV.13005	0	0	3	0	0	0	0	0	0	0
ASV.13006	0	0	3	0	0	0	0	0	0	0
ASV.13007	0	0	3	0	0	0	0	0	0	0
ASV.13008	0	0	3	0	0	0	0	0	0	0
ASV.13009	0	0	3	0	0	0	0	0	0	0
ASV.13010	0	0	3	0	0	0	0	0	0	0
ASV.13011	0	0	3	0	0	0	0	0	0	0
ASV.13012	0	0	3	0	0	0	0	0	0	0
ASV.13013	0	0	3	0	0	0	0	0	0	0
ASV.13014	0	0	3	0	0	0	0	0	0	0
ASV.13015	0	0	3	0	0	0	0	0	0	0
ASV.13016	0	0	3	0	0	0	0	0	0	0
ASV.13017	0	0	3	0	0	0	0	0	0	0
ASV.13018	0	0	3	0	0	0	0	0	0	0
ASV.13019	0	0	3	0	0	0	0	0	0	0
ASV.13020	0	0	3	0	0	0	0	0	0	0
ASV.13021	0	0	3	0	0	0	0	0	0	0
ASV.13022	0	0	3	0	0	0	0	0	0	0
ASV.13023	0	0	3	0	0	0	0	0	0	0
ASV.13024	0	0	3	0	0	0	0	0	0	0
ASV.13025	0	0	3	0	0	0	0	0	0	0
ASV.13026	0	0	3	0	0	0	0	0	0	0
ASV.13027	0	0	3	0	0	0	0	0	0	0
ASV.13028	0	0	3	0	0	0	0	0	0	0
ASV.13029	0	0	3	0	0	0	0	0	0	0
ASV.13030	0	0	3	0	0	0	0	0	0	0
ASV.13031	0	0	3	0	0	0	0	0	0	0
ASV.13032	0	0	3	0	0	0	0	0	0	0
ASV.13033	0	0	3	0	0	0	0	0	0	0
ASV.13034	0	0	3	0	0	0	0	0	0	0
ASV.13035	0	0	3	0	0	0	0	0	0	0
ASV.13036	0	0	3	0	0	0	0	0	0	0
ASV.13037	0	0	3	0	0	0	0	0	0	0
ASV.13038	0	0	3	0	0	0	0	0	0	0
ASV.13039	0	0	3	0	0	0	0	0	0	0
ASV.13040	0	0	3	0	0	0	0	0	0	0
ASV.13041	0	0	3	0	0	0	0	0	0	0
ASV.13042	0	0	3	0	0	0	0	0	0	0
ASV.13043	0	0	3	0	0	0	0	0	0	0
ASV.13044	0	0	3	0	0	0	0	0	0	0
ASV.13045	0	0	3	0	0	0	0	0	0	0
ASV.13046	0	0	3	0	0	0	0	0	0	0
ASV.13047	0	0	3	0	0	0	0	0	0	0
ASV.13048	0	0	3	0	0	0	0	0	0	0
ASV.13049	0	0	3	0	0	0	0	0	0	0
ASV.13050	0	0	3	0	0	0	0	0	0	0
ASV.13051	0	0	3	0	0	0	0	0	0	0
ASV.13052	0	0	3	0	0	0	0	0	0	0
ASV.13053	0	0	3	0	0	0	0	0	0	0
ASV.13054	0	0	3	0	0	0	0	0	0	0
ASV.13055	0	0	3	0	0	0	0	0	0	0
ASV.13056	0	0	3	0	0	0	0	0	0	0
ASV.13057	0	0	3	0	0	0	0	0	0	0
ASV.13058	0	0	3	0	0	0	0	0	0	0
ASV.13059	0	0	3	0	0	0	0	0	0	0
ASV.13061	0	0	3	0	0	0	0	0	0	0
ASV.13062	0	0	3	0	0	0	0	0	0	0
ASV.13063	0	0	3	0	0	0	0	0	0	0
ASV.13064	0	0	3	0	0	0	0	0	0	0
ASV.13065	0	0	3	0	0	0	0	0	0	0
ASV.13066	0	0	3	0	0	0	0	0	0	0
ASV.13067	0	0	3	0	0	0	0	0	0	0
ASV.13068	0	0	3	0	0	0	0	0	0	0
ASV.13069	0	0	3	0	0	0	0	0	0	0
ASV.13070	0	0	3	0	0	0	0	0	0	0
ASV.13071	0	0	3	0	0	0	0	0	0	0
ASV.13072	0	0	3	0	0	0	0	0	0	0
ASV.13073	0	0	3	0	0	0	0	0	0	0
ASV.13074	0	0	3	0	0	0	0	0	0	0
ASV.13075	0	0	3	0	0	0	0	0	0	0
ASV.13076	0	0	3	0	0	0	0	0	0	0
ASV.13077	0	0	3	0	0	0	0	0	0	0
ASV.13078	0	0	3	0	0	0	0	0	0	0
ASV.13079	0	0	3	0	0	0	0	0	0	0
ASV.13080	0	0	3	0	0	0	0	0	0	0
ASV.13081	0	0	3	0	0	0	0	0	0	0
ASV.13082	0	0	3	0	0	0	0	0	0	0
ASV.13083	0	0	3	0	0	0	0	0	0	0
ASV.13084	0	0	3	0	0	0	0	0	0	0
ASV.13085	0	0	3	0	0	0	0	0	0	0
ASV.13086	0	0	3	0	0	0	0	0	0	0
ASV.13087	0	0	3	0	0	0	0	0	0	0
