SRR13240302	SRR13240303	SRR13240304	SRR13240305	SRR13240306	SRR13240307	SRR13240308	SRR13240309	SRR13240310	SRR13240311
ASV.6905	0	0	0	0	0	0	0	0	0	9
ASV.6906	0	0	0	0	0	0	0	0	0	9
ASV.6907	0	0	0	0	0	0	0	0	0	9
ASV.6908	0	0	0	0	0	0	0	0	0	9
ASV.6909	0	0	0	0	0	0	0	0	0	9
ASV.6910	0	0	0	0	0	0	0	0	0	9
ASV.6911	0	0	0	0	0	0	0	0	0	9
ASV.6912	0	0	0	0	0	0	0	0	0	9
ASV.6913	0	0	0	0	0	0	0	0	0	9
ASV.6914	0	0	0	0	0	0	0	0	0	9
ASV.6915	8	0	0	0	0	0	0	0	0	0
ASV.6916	8	0	0	0	0	0	0	0	0	0
ASV.6917	8	0	0	0	0	0	0	0	0	0
ASV.6918	8	0	0	0	0	0	0	0	0	0
ASV.6919	8	0	0	0	0	0	0	0	0	0
ASV.6920	8	0	0	0	0	0	0	0	0	0
ASV.6921	8	0	0	0	0	0	0	0	0	0
ASV.6922	8	0	0	0	0	0	0	0	0	0
ASV.6923	8	0	0	0	0	0	0	0	0	0
ASV.6924	8	0	0	0	0	0	0	0	0	0
ASV.6925	8	0	0	0	0	0	0	0	0	0
ASV.6926	8	0	0	0	0	0	0	0	0	0
ASV.6927	8	0	0	0	0	0	0	0	0	0
ASV.6928	8	0	0	0	0	0	0	0	0	0
ASV.6929	8	0	0	0	0	0	0	0	0	0
ASV.6930	8	0	0	0	0	0	0	0	0	0
ASV.6931	8	0	0	0	0	0	0	0	0	0
ASV.6932	8	0	0	0	0	0	0	0	0	0
ASV.6933	8	0	0	0	0	0	0	0	0	0
ASV.6934	8	0	0	0	0	0	0	0	0	0
ASV.6935	8	0	0	0	0	0	0	0	0	0
ASV.6937	5	0	0	0	0	0	0	0	0	3
ASV.6938	8	0	0	0	0	0	0	0	0	0
ASV.6939	8	0	0	0	0	0	0	0	0	0
ASV.6940	8	0	0	0	0	0	0	0	0	0
ASV.6941	8	0	0	0	0	0	0	0	0	0
ASV.6942	8	0	0	0	0	0	0	0	0	0
ASV.6943	8	0	0	0	0	0	0	0	0	0
ASV.6944	8	0	0	0	0	0	0	0	0	0
ASV.6945	8	0	0	0	0	0	0	0	0	0
ASV.6946	8	0	0	0	0	0	0	0	0	0
ASV.6947	8	0	0	0	0	0	0	0	0	0
ASV.6948	8	0	0	0	0	0	0	0	0	0
ASV.6949	8	0	0	0	0	0	0	0	0	0
ASV.6950	8	0	0	0	0	0	0	0	0	0
ASV.6951	8	0	0	0	0	0	0	0	0	0
ASV.6952	8	0	0	0	0	0	0	0	0	0
ASV.6953	8	0	0	0	0	0	0	0	0	0
ASV.6954	8	0	0	0	0	0	0	0	0	0
ASV.6955	8	0	0	0	0	0	0	0	0	0
ASV.6956	8	0	0	0	0	0	0	0	0	0
ASV.6957	8	0	0	0	0	0	0	0	0	0
ASV.6958	8	0	0	0	0	0	0	0	0	0
ASV.6959	8	0	0	0	0	0	0	0	0	0
ASV.6960	8	0	0	0	0	0	0	0	0	0
ASV.6961	8	0	0	0	0	0	0	0	0	0
ASV.6962	8	0	0	0	0	0	0	0	0	0
ASV.6963	8	0	0	0	0	0	0	0	0	0
ASV.6964	8	0	0	0	0	0	0	0	0	0
ASV.6965	8	0	0	0	0	0	0	0	0	0
ASV.6966	8	0	0	0	0	0	0	0	0	0
ASV.6967	8	0	0	0	0	0	0	0	0	0
ASV.6968	0	8	0	0	0	0	0	0	0	0
ASV.6969	0	8	0	0	0	0	0	0	0	0
ASV.6970	0	8	0	0	0	0	0	0	0	0
ASV.6971	0	8	0	0	0	0	0	0	0	0
ASV.6972	0	8	0	0	0	0	0	0	0	0
ASV.6973	0	8	0	0	0	0	0	0	0	0
ASV.6974	0	8	0	0	0	0	0	0	0	0
ASV.6975	0	8	0	0	0	0	0	0	0	0
ASV.6976	0	8	0	0	0	0	0	0	0	0
ASV.6977	0	8	0	0	0	0	0	0	0	0
ASV.6978	0	8	0	0	0	0	0	0	0	0
ASV.6979	0	8	0	0	0	0	0	0	0	0
ASV.6980	0	8	0	0	0	0	0	0	0	0
ASV.6981	0	8	0	0	0	0	0	0	0	0
ASV.6982	0	8	0	0	0	0	0	0	0	0
ASV.6983	0	8	0	0	0	0	0	0	0	0
ASV.6984	0	8	0	0	0	0	0	0	0	0
ASV.6985	0	8	0	0	0	0	0	0	0	0
ASV.6986	0	8	0	0	0	0	0	0	0	0
ASV.6987	0	8	0	0	0	0	0	0	0	0
ASV.6988	0	8	0	0	0	0	0	0	0	0
ASV.6989	0	8	0	0	0	0	0	0	0	0
ASV.6990	0	3	5	0	0	0	0	0	0	0
ASV.6991	0	8	0	0	0	0	0	0	0	0
ASV.6992	0	8	0	0	0	0	0	0	0	0
ASV.6993	0	8	0	0	0	0	0	0	0	0
ASV.6994	0	8	0	0	0	0	0	0	0	0
ASV.6995	0	8	0	0	0	0	0	0	0	0
ASV.6996	0	8	0	0	0	0	0	0	0	0
ASV.6997	0	8	0	0	0	0	0	0	0	0
ASV.6998	0	8	0	0	0	0	0	0	0	0
ASV.6999	0	8	0	0	0	0	0	0	0	0
ASV.7000	0	8	0	0	0	0	0	0	0	0
ASV.7001	0	8	0	0	0	0	0	0	0	0
ASV.7002	0	8	0	0	0	0	0	0	0	0
ASV.7003	0	8	0	0	0	0	0	0	0	0
ASV.7004	0	8	0	0	0	0	0	0	0	0
ASV.7005	0	8	0	0	0	0	0	0	0	0
ASV.7006	0	8	0	0	0	0	0	0	0	0
ASV.7007	0	8	0	0	0	0	0	0	0	0
ASV.7008	0	8	0	0	0	0	0	0	0	0
ASV.7009	0	8	0	0	0	0	0	0	0	0
ASV.7010	0	8	0	0	0	0	0	0	0	0
ASV.7011	0	8	0	0	0	0	0	0	0	0
ASV.7012	0	8	0	0	0	0	0	0	0	0
ASV.7013	0	8	0	0	0	0	0	0	0	0
ASV.7014	0	8	0	0	0	0	0	0	0	0
ASV.7015	0	8	0	0	0	0	0	0	0	0
ASV.7016	0	8	0	0	0	0	0	0	0	0
ASV.7017	0	8	0	0	0	0	0	0	0	0
ASV.7018	0	8	0	0	0	0	0	0	0	0
ASV.7019	0	8	0	0	0	0	0	0	0	0
ASV.7020	0	8	0	0	0	0	0	0	0	0
ASV.7021	0	8	0	0	0	0	0	0	0	0
ASV.7022	0	8	0	0	0	0	0	0	0	0
ASV.7023	0	8	0	0	0	0	0	0	0	0
ASV.7024	0	8	0	0	0	0	0	0	0	0
ASV.7025	0	8	0	0	0	0	0	0	0	0
ASV.7026	0	8	0	0	0	0	0	0	0	0
ASV.7027	0	8	0	0	0	0	0	0	0	0
ASV.7028	0	8	0	0	0	0	0	0	0	0
ASV.7029	0	8	0	0	0	0	0	0	0	0
ASV.7030	0	8	0	0	0	0	0	0	0	0
ASV.7031	0	8	0	0	0	0	0	0	0	0
ASV.7032	0	8	0	0	0	0	0	0	0	0
ASV.7033	0	8	0	0	0	0	0	0	0	0
ASV.7034	0	8	0	0	0	0	0	0	0	0
ASV.7035	0	8	0	0	0	0	0	0	0	0
ASV.7037	0	8	0	0	0	0	0	0	0	0
ASV.7038	0	8	0	0	0	0	0	0	0	0
ASV.7039	0	8	0	0	0	0	0	0	0	0
ASV.7040	0	8	0	0	0	0	0	0	0	0
ASV.7041	0	8	0	0	0	0	0	0	0	0
ASV.7042	0	8	0	0	0	0	0	0	0	0
ASV.7043	0	8	0	0	0	0	0	0	0	0
ASV.7044	0	8	0	0	0	0	0	0	0	0
ASV.7045	0	8	0	0	0	0	0	0	0	0
ASV.7046	0	8	0	0	0	0	0	0	0	0
ASV.7047	0	8	0	0	0	0	0	0	0	0
ASV.7048	0	8	0	0	0	0	0	0	0	0
ASV.7049	0	3	5	0	0	0	0	0	0	0
ASV.7050	0	8	0	0	0	0	0	0	0	0
ASV.7051	0	8	0	0	0	0	0	0	0	0
ASV.7052	0	8	0	0	0	0	0	0	0	0
ASV.7053	0	8	0	0	0	0	0	0	0	0
ASV.7054	0	8	0	0	0	0	0	0	0	0
ASV.7055	0	8	0	0	0	0	0	0	0	0
ASV.7056	0	8	0	0	0	0	0	0	0	0
ASV.7057	0	8	0	0	0	0	0	0	0	0
ASV.7058	0	8	0	0	0	0	0	0	0	0
ASV.7059	0	8	0	0	0	0	0	0	0	0
ASV.7060	0	8	0	0	0	0	0	0	0	0
ASV.7061	0	8	0	0	0	0	0	0	0	0
ASV.7062	0	8	0	0	0	0	0	0	0	0
ASV.7063	0	8	0	0	0	0	0	0	0	0
ASV.7064	0	8	0	0	0	0	0	0	0	0
ASV.7065	0	8	0	0	0	0	0	0	0	0
ASV.7066	0	8	0	0	0	0	0	0	0	0
ASV.7067	0	8	0	0	0	0	0	0	0	0
ASV.7069	0	8	0	0	0	0	0	0	0	0
ASV.7070	0	8	0	0	0	0	0	0	0	0
ASV.7071	0	8	0	0	0	0	0	0	0	0
ASV.7072	0	8	0	0	0	0	0	0	0	0
ASV.7073	0	8	0	0	0	0	0	0	0	0
ASV.7074	0	8	0	0	0	0	0	0	0	0
ASV.7075	0	8	0	0	0	0	0	0	0	0
ASV.7076	0	8	0	0	0	0	0	0	0	0
ASV.7077	0	8	0	0	0	0	0	0	0	0
ASV.7078	0	8	0	0	0	0	0	0	0	0
ASV.7079	0	3	5	0	0	0	0	0	0	0
ASV.7080	0	8	0	0	0	0	0	0	0	0
ASV.7081	0	8	0	0	0	0	0	0	0	0
ASV.7082	0	8	0	0	0	0	0	0	0	0
ASV.7083	0	8	0	0	0	0	0	0	0	0
ASV.7084	0	8	0	0	0	0	0	0	0	0
ASV.7085	0	8	0	0	0	0	0	0	0	0
ASV.7086	0	8	0	0	0	0	0	0	0	0
ASV.7087	0	8	0	0	0	0	0	0	0	0
ASV.7088	0	8	0	0	0	0	0	0	0	0
ASV.7089	0	8	0	0	0	0	0	0	0	0
ASV.7090	0	8	0	0	0	0	0	0	0	0
ASV.7091	0	8	0	0	0	0	0	0	0	0
ASV.7092	0	8	0	0	0	0	0	0	0	0
ASV.7093	0	8	0	0	0	0	0	0	0	0
ASV.7094	0	8	0	0	0	0	0	0	0	0
ASV.7095	0	8	0	0	0	0	0	0	0	0
ASV.7096	0	8	0	0	0	0	0	0	0	0
ASV.7097	0	8	0	0	0	0	0	0	0	0
ASV.7098	0	8	0	0	0	0	0	0	0	0
ASV.7099	0	8	0	0	0	0	0	0	0	0
ASV.7100	0	8	0	0	0	0	0	0	0	0
ASV.7101	0	8	0	0	0	0	0	0	0	0
ASV.7102	0	8	0	0	0	0	0	0	0	0
ASV.7103	0	8	0	0	0	0	0	0	0	0
ASV.7104	0	8	0	0	0	0	0	0	0	0
ASV.7105	0	8	0	0	0	0	0	0	0	0
ASV.7106	0	8	0	0	0	0	0	0	0	0
ASV.7107	0	8	0	0	0	0	0	0	0	0
ASV.7108	0	8	0	0	0	0	0	0	0	0
ASV.7109	0	8	0	0	0	0	0	0	0	0
ASV.7110	0	8	0	0	0	0	0	0	0	0
ASV.7111	0	8	0	0	0	0	0	0	0	0
ASV.7112	0	8	0	0	0	0	0	0	0	0
ASV.7113	0	8	0	0	0	0	0	0	0	0
ASV.7114	0	8	0	0	0	0	0	0	0	0
ASV.7115	0	8	0	0	0	0	0	0	0	0
ASV.7116	0	8	0	0	0	0	0	0	0	0
ASV.7117	0	8	0	0	0	0	0	0	0	0
ASV.7118	0	8	0	0	0	0	0	0	0	0
ASV.7119	0	8	0	0	0	0	0	0	0	0
ASV.7120	0	8	0	0	0	0	0	0	0	0
ASV.7121	0	8	0	0	0	0	0	0	0	0
ASV.7122	0	3	5	0	0	0	0	0	0	0
ASV.7123	0	8	0	0	0	0	0	0	0	0
ASV.7124	0	8	0	0	0	0	0	0	0	0
ASV.7125	0	8	0	0	0	0	0	0	0	0
ASV.7126	0	8	0	0	0	0	0	0	0	0
ASV.7127	0	8	0	0	0	0	0	0	0	0
ASV.7128	0	8	0	0	0	0	0	0	0	0
ASV.7129	0	8	0	0	0	0	0	0	0	0
ASV.7130	0	8	0	0	0	0	0	0	0	0
ASV.7131	0	8	0	0	0	0	0	0	0	0
ASV.7132	0	8	0	0	0	0	0	0	0	0
ASV.7133	0	8	0	0	0	0	0	0	0	0
ASV.7134	0	8	0	0	0	0	0	0	0	0
ASV.7135	0	8	0	0	0	0	0	0	0	0
ASV.7136	0	8	0	0	0	0	0	0	0	0
ASV.7137	0	8	0	0	0	0	0	0	0	0
ASV.7138	0	8	0	0	0	0	0	0	0	0
ASV.7139	0	8	0	0	0	0	0	0	0	0
ASV.7140	0	8	0	0	0	0	0	0	0	0
ASV.7141	0	8	0	0	0	0	0	0	0	0
ASV.7142	0	8	0	0	0	0	0	0	0	0
ASV.7143	0	8	0	0	0	0	0	0	0	0
ASV.7144	0	3	5	0	0	0	0	0	0	0
ASV.7145	0	8	0	0	0	0	0	0	0	0
ASV.7146	0	8	0	0	0	0	0	0	0	0
ASV.7147	0	8	0	0	0	0	0	0	0	0
ASV.7148	0	8	0	0	0	0	0	0	0	0
ASV.7149	0	8	0	0	0	0	0	0	0	0
ASV.7150	0	8	0	0	0	0	0	0	0	0
ASV.7151	0	8	0	0	0	0	0	0	0	0
ASV.7152	0	8	0	0	0	0	0	0	0	0
ASV.7153	0	8	0	0	0	0	0	0	0	0
ASV.7154	0	8	0	0	0	0	0	0	0	0
ASV.7155	0	8	0	0	0	0	0	0	0	0
ASV.7156	0	8	0	0	0	0	0	0	0	0
ASV.7157	0	8	0	0	0	0	0	0	0	0
ASV.7158	0	4	4	0	0	0	0	0	0	0
ASV.7159	0	8	0	0	0	0	0	0	0	0
ASV.7160	0	8	0	0	0	0	0	0	0	0
ASV.7161	0	8	0	0	0	0	0	0	0	0
ASV.7162	0	8	0	0	0	0	0	0	0	0
ASV.7163	0	8	0	0	0	0	0	0	0	0
ASV.7164	0	8	0	0	0	0	0	0	0	0
ASV.7165	0	2	6	0	0	0	0	0	0	0
ASV.7166	0	8	0	0	0	0	0	0	0	0
ASV.7167	0	8	0	0	0	0	0	0	0	0
ASV.7168	0	8	0	0	0	0	0	0	0	0
ASV.7169	0	8	0	0	0	0	0	0	0	0
ASV.7170	0	8	0	0	0	0	0	0	0	0
ASV.7171	0	8	0	0	0	0	0	0	0	0
ASV.7172	0	8	0	0	0	0	0	0	0	0
ASV.7173	0	8	0	0	0	0	0	0	0	0
ASV.7174	0	8	0	0	0	0	0	0	0	0
ASV.7175	0	8	0	0	0	0	0	0	0	0
ASV.7176	0	8	0	0	0	0	0	0	0	0
ASV.7177	0	8	0	0	0	0	0	0	0	0
ASV.7178	0	8	0	0	0	0	0	0	0	0
ASV.7179	0	8	0	0	0	0	0	0	0	0
ASV.7180	0	8	0	0	0	0	0	0	0	0
ASV.7181	0	8	0	0	0	0	0	0	0	0
ASV.7182	0	8	0	0	0	0	0	0	0	0
ASV.7183	0	8	0	0	0	0	0	0	0	0
ASV.7184	0	8	0	0	0	0	0	0	0	0
ASV.7185	0	8	0	0	0	0	0	0	0	0
ASV.7186	0	8	0	0	0	0	0	0	0	0
ASV.7187	0	8	0	0	0	0	0	0	0	0
ASV.7188	0	8	0	0	0	0	0	0	0	0
ASV.7189	0	8	0	0	0	0	0	0	0	0
ASV.7190	0	8	0	0	0	0	0	0	0	0
ASV.7191	0	8	0	0	0	0	0	0	0	0
ASV.7192	0	8	0	0	0	0	0	0	0	0
ASV.7193	0	8	0	0	0	0	0	0	0	0
ASV.7194	0	8	0	0	0	0	0	0	0	0
ASV.7195	0	8	0	0	0	0	0	0	0	0
ASV.7196	0	8	0	0	0	0	0	0	0	0
ASV.7197	0	8	0	0	0	0	0	0	0	0
ASV.7198	0	8	0	0	0	0	0	0	0	0
ASV.7199	0	8	0	0	0	0	0	0	0	0
ASV.7200	0	8	0	0	0	0	0	0	0	0
ASV.7201	0	8	0	0	0	0	0	0	0	0
ASV.7202	0	8	0	0	0	0	0	0	0	0
ASV.7203	0	8	0	0	0	0	0	0	0	0
ASV.7204	0	8	0	0	0	0	0	0	0	0
ASV.7205	0	8	0	0	0	0	0	0	0	0
ASV.7206	0	8	0	0	0	0	0	0	0	0
ASV.7207	0	8	0	0	0	0	0	0	0	0
ASV.7208	0	8	0	0	0	0	0	0	0	0
ASV.7209	0	8	0	0	0	0	0	0	0	0
ASV.7210	0	6	2	0	0	0	0	0	0	0
ASV.7211	0	8	0	0	0	0	0	0	0	0
ASV.7212	0	8	0	0	0	0	0	0	0	0
ASV.7213	0	8	0	0	0	0	0	0	0	0
ASV.7214	0	8	0	0	0	0	0	0	0	0
ASV.7215	0	8	0	0	0	0	0	0	0	0
ASV.7216	0	8	0	0	0	0	0	0	0	0
ASV.7217	0	8	0	0	0	0	0	0	0	0
ASV.7218	0	8	0	0	0	0	0	0	0	0
ASV.7219	0	8	0	0	0	0	0	0	0	0
ASV.7220	0	8	0	0	0	0	0	0	0	0
ASV.7221	0	0	8	0	0	0	0	0	0	0
ASV.7222	0	0	8	0	0	0	0	0	0	0
ASV.7223	0	0	8	0	0	0	0	0	0	0
ASV.7224	0	0	8	0	0	0	0	0	0	0
ASV.7225	0	0	8	0	0	0	0	0	0	0
ASV.7226	0	0	8	0	0	0	0	0	0	0
ASV.7227	0	0	8	0	0	0	0	0	0	0
ASV.7228	0	0	8	0	0	0	0	0	0	0
ASV.7229	0	0	8	0	0	0	0	0	0	0
ASV.7230	0	0	8	0	0	0	0	0	0	0
ASV.7231	0	0	8	0	0	0	0	0	0	0
ASV.7232	0	0	8	0	0	0	0	0	0	0
ASV.7233	0	0	8	0	0	0	0	0	0	0
ASV.7234	0	0	8	0	0	0	0	0	0	0
ASV.7235	0	0	8	0	0	0	0	0	0	0
ASV.7236	0	0	8	0	0	0	0	0	0	0
ASV.7237	0	0	8	0	0	0	0	0	0	0
ASV.7238	0	0	8	0	0	0	0	0	0	0
ASV.7239	0	0	8	0	0	0	0	0	0	0
ASV.7240	0	0	8	0	0	0	0	0	0	0
ASV.7241	0	0	8	0	0	0	0	0	0	0
ASV.7242	0	0	8	0	0	0	0	0	0	0
ASV.7243	0	0	8	0	0	0	0	0	0	0
ASV.7244	0	0	8	0	0	0	0	0	0	0
ASV.7245	0	0	8	0	0	0	0	0	0	0
ASV.7246	0	0	2	6	0	0	0	0	0	0
ASV.7247	0	0	8	0	0	0	0	0	0	0
ASV.7248	0	0	8	0	0	0	0	0	0	0
ASV.7249	0	0	8	0	0	0	0	0	0	0
ASV.7250	0	0	2	6	0	0	0	0	0	0
ASV.7251	0	0	8	0	0	0	0	0	0	0
ASV.7252	0	0	8	0	0	0	0	0	0	0
ASV.7253	0	0	8	0	0	0	0	0	0	0
ASV.7254	0	0	8	0	0	0	0	0	0	0
ASV.7255	0	0	8	0	0	0	0	0	0	0
ASV.7256	0	0	8	0	0	0	0	0	0	0
ASV.7257	0	0	8	0	0	0	0	0	0	0
ASV.7258	0	0	8	0	0	0	0	0	0	0
ASV.7259	0	0	8	0	0	0	0	0	0	0
ASV.7260	0	0	8	0	0	0	0	0	0	0
ASV.7261	0	0	8	0	0	0	0	0	0	0
ASV.7262	0	0	8	0	0	0	0	0	0	0
ASV.7263	0	0	8	0	0	0	0	0	0	0
ASV.7264	0	0	8	0	0	0	0	0	0	0
ASV.7265	0	0	8	0	0	0	0	0	0	0
ASV.7266	0	0	8	0	0	0	0	0	0	0
ASV.7267	0	0	8	0	0	0	0	0	0	0
ASV.7268	0	0	8	0	0	0	0	0	0	0
ASV.7269	0	0	8	0	0	0	0	0	0	0
ASV.7270	0	0	8	0	0	0	0	0	0	0
ASV.7271	0	0	8	0	0	0	0	0	0	0
ASV.7272	0	0	8	0	0	0	0	0	0	0
ASV.7273	0	0	8	0	0	0	0	0	0	0
ASV.7274	0	0	8	0	0	0	0	0	0	0
ASV.7275	0	0	3	0	0	0	0	0	0	5
ASV.7276	0	0	8	0	0	0	0	0	0	0
ASV.7277	0	0	8	0	0	0	0	0	0	0
ASV.7278	0	0	8	0	0	0	0	0	0	0
ASV.7279	0	0	8	0	0	0	0	0	0	0
ASV.7280	0	0	8	0	0	0	0	0	0	0
ASV.7281	0	0	8	0	0	0	0	0	0	0
ASV.7282	0	0	8	0	0	0	0	0	0	0
ASV.7283	0	0	8	0	0	0	0	0	0	0
ASV.7284	0	0	8	0	0	0	0	0	0	0
ASV.7285	0	0	8	0	0	0	0	0	0	0
ASV.7286	0	0	8	0	0	0	0	0	0	0
ASV.7287	0	0	8	0	0	0	0	0	0	0
ASV.7288	0	0	8	0	0	0	0	0	0	0
ASV.7289	0	0	8	0	0	0	0	0	0	0
ASV.7290	0	0	8	0	0	0	0	0	0	0
ASV.7291	0	0	8	0	0	0	0	0	0	0
ASV.7293	0	0	8	0	0	0	0	0	0	0
ASV.7294	0	0	8	0	0	0	0	0	0	0
ASV.7295	0	0	8	0	0	0	0	0	0	0
ASV.7296	0	0	8	0	0	0	0	0	0	0
ASV.7297	0	0	8	0	0	0	0	0	0	0
ASV.7298	0	0	8	0	0	0	0	0	0	0
ASV.7299	0	0	8	0	0	0	0	0	0	0
ASV.7300	0	0	8	0	0	0	0	0	0	0
ASV.7301	0	0	8	0	0	0	0	0	0	0
ASV.7302	0	0	8	0	0	0	0	0	0	0
ASV.7303	0	0	8	0	0	0	0	0	0	0
ASV.7304	0	0	8	0	0	0	0	0	0	0
ASV.7305	0	0	8	0	0	0	0	0	0	0
ASV.7306	0	0	8	0	0	0	0	0	0	0
ASV.7307	0	0	8	0	0	0	0	0	0	0
ASV.7308	0	0	8	0	0	0	0	0	0	0
ASV.7309	0	0	8	0	0	0	0	0	0	0
ASV.7310	0	0	8	0	0	0	0	0	0	0
ASV.7311	0	0	8	0	0	0	0	0	0	0
ASV.7312	0	0	8	0	0	0	0	0	0	0
ASV.7313	0	0	8	0	0	0	0	0	0	0
ASV.7314	0	0	4	4	0	0	0	0	0	0
ASV.7315	0	0	8	0	0	0	0	0	0	0
ASV.7316	0	0	8	0	0	0	0	0	0	0
ASV.7317	0	0	8	0	0	0	0	0	0	0
ASV.7318	0	0	8	0	0	0	0	0	0	0
ASV.7319	0	0	8	0	0	0	0	0	0	0
ASV.7320	0	0	8	0	0	0	0	0	0	0
ASV.7321	0	0	8	0	0	0	0	0	0	0
ASV.7322	0	0	8	0	0	0	0	0	0	0
ASV.7323	0	0	8	0	0	0	0	0	0	0
ASV.7324	0	0	8	0	0	0	0	0	0	0
ASV.7325	0	0	8	0	0	0	0	0	0	0
ASV.7326	0	0	4	4	0	0	0	0	0	0
ASV.7327	0	0	5	3	0	0	0	0	0	0
ASV.7328	0	0	8	0	0	0	0	0	0	0
ASV.7329	0	0	8	0	0	0	0	0	0	0
ASV.7330	0	0	8	0	0	0	0	0	0	0
ASV.7331	0	0	8	0	0	0	0	0	0	0
ASV.7332	0	0	8	0	0	0	0	0	0	0
ASV.7333	0	0	8	0	0	0	0	0	0	0
ASV.7334	0	0	8	0	0	0	0	0	0	0
ASV.7335	0	0	8	0	0	0	0	0	0	0
ASV.7336	0	0	8	0	0	0	0	0	0	0
ASV.7337	0	0	8	0	0	0	0	0	0	0
ASV.7338	0	0	8	0	0	0	0	0	0	0
ASV.7339	0	0	8	0	0	0	0	0	0	0
ASV.7340	0	0	8	0	0	0	0	0	0	0
ASV.7341	0	0	8	0	0	0	0	0	0	0
ASV.7342	0	0	8	0	0	0	0	0	0	0
ASV.7343	0	0	8	0	0	0	0	0	0	0
ASV.7344	0	0	8	0	0	0	0	0	0	0
ASV.7345	0	0	8	0	0	0	0	0	0	0
ASV.7346	0	0	8	0	0	0	0	0	0	0
ASV.7347	0	0	8	0	0	0	0	0	0	0
ASV.7348	0	0	8	0	0	0	0	0	0	0
ASV.7349	0	0	8	0	0	0	0	0	0	0
ASV.7350	0	0	8	0	0	0	0	0	0	0
ASV.7351	0	0	0	8	0	0	0	0	0	0
ASV.7352	0	0	0	8	0	0	0	0	0	0
ASV.7353	0	0	0	8	0	0	0	0	0	0
ASV.7354	0	0	0	8	0	0	0	0	0	0
ASV.7355	0	0	0	8	0	0	0	0	0	0
ASV.7356	0	0	0	8	0	0	0	0	0	0
ASV.7357	0	0	0	8	0	0	0	0	0	0
ASV.7358	0	0	0	8	0	0	0	0	0	0
ASV.7359	0	0	0	8	0	0	0	0	0	0
ASV.7360	0	0	0	8	0	0	0	0	0	0
ASV.7361	0	0	0	8	0	0	0	0	0	0
ASV.7362	0	0	0	8	0	0	0	0	0	0
ASV.7363	0	0	0	8	0	0	0	0	0	0
ASV.7365	0	0	0	8	0	0	0	0	0	0
ASV.7366	0	0	0	8	0	0	0	0	0	0
ASV.7367	0	0	0	8	0	0	0	0	0	0
ASV.7368	0	0	0	8	0	0	0	0	0	0
ASV.7369	0	0	0	8	0	0	0	0	0	0
ASV.7370	0	0	0	8	0	0	0	0	0	0
ASV.7371	0	0	0	8	0	0	0	0	0	0
ASV.7372	0	0	0	8	0	0	0	0	0	0
ASV.7373	0	0	0	8	0	0	0	0	0	0
ASV.7374	0	0	0	8	0	0	0	0	0	0
ASV.7375	0	0	0	8	0	0	0	0	0	0
ASV.7376	0	0	0	8	0	0	0	0	0	0
ASV.7377	0	0	0	8	0	0	0	0	0	0
ASV.7378	0	0	0	8	0	0	0	0	0	0
ASV.7379	0	0	0	8	0	0	0	0	0	0
ASV.7380	0	0	0	8	0	0	0	0	0	0
ASV.7381	0	0	0	8	0	0	0	0	0	0
ASV.7382	0	0	0	8	0	0	0	0	0	0
ASV.7383	0	0	0	8	0	0	0	0	0	0
ASV.7384	0	0	0	8	0	0	0	0	0	0
ASV.7385	0	0	0	8	0	0	0	0	0	0
ASV.7386	0	0	0	8	0	0	0	0	0	0
ASV.7387	0	0	0	8	0	0	0	0	0	0
ASV.7388	0	0	0	8	0	0	0	0	0	0
ASV.7389	0	0	0	8	0	0	0	0	0	0
ASV.7390	0	0	0	8	0	0	0	0	0	0
ASV.7391	0	0	0	8	0	0	0	0	0	0
ASV.7392	0	0	0	8	0	0	0	0	0	0
ASV.7393	0	0	0	8	0	0	0	0	0	0
ASV.7394	0	0	0	8	0	0	0	0	0	0
ASV.7395	0	0	0	8	0	0	0	0	0	0
ASV.7396	0	0	0	8	0	0	0	0	0	0
ASV.7397	0	0	0	8	0	0	0	0	0	0
ASV.7398	0	0	0	8	0	0	0	0	0	0
ASV.7399	0	0	0	8	0	0	0	0	0	0
ASV.7400	0	0	0	8	0	0	0	0	0	0
ASV.7401	0	0	0	8	0	0	0	0	0	0
ASV.7402	0	0	0	8	0	0	0	0	0	0
ASV.7403	0	0	0	8	0	0	0	0	0	0
ASV.7404	0	0	0	8	0	0	0	0	0	0
ASV.7405	0	0	0	8	0	0	0	0	0	0
ASV.7406	0	0	0	8	0	0	0	0	0	0
ASV.7407	0	0	0	8	0	0	0	0	0	0
ASV.7408	0	0	0	8	0	0	0	0	0	0
ASV.7409	0	0	0	8	0	0	0	0	0	0
ASV.7410	0	0	0	8	0	0	0	0	0	0
ASV.7411	0	0	0	8	0	0	0	0	0	0
ASV.7412	0	0	0	8	0	0	0	0	0	0
ASV.7413	0	0	0	8	0	0	0	0	0	0
ASV.7414	0	0	0	8	0	0	0	0	0	0
ASV.7415	0	0	0	8	0	0	0	0	0	0
ASV.7416	0	0	0	8	0	0	0	0	0	0
ASV.7417	0	0	0	8	0	0	0	0	0	0
ASV.7418	0	0	0	8	0	0	0	0	0	0
ASV.7419	0	0	0	8	0	0	0	0	0	0
ASV.7421	0	0	0	8	0	0	0	0	0	0
ASV.7422	0	0	0	8	0	0	0	0	0	0
ASV.7423	0	0	0	8	0	0	0	0	0	0
ASV.7424	0	0	0	8	0	0	0	0	0	0
ASV.7425	0	0	0	8	0	0	0	0	0	0
