ids1	ids2
AUID.11822	AUID.17256
AUID.11823	AUID.17272
AUID.11824	AUID.17283
AUID.11825	AUID.17292
AUID.11826	AUID.17297
AUID.11827	AUID.17300
AUID.11828	AUID.17310
AUID.11829	AUID.17313
AUID.11830	AUID.17318
AUID.11831	AUID.17329
AUID.11832	AUID.17338
AUID.11833	AUID.17348
AUID.11834	AUID.17359
AUID.11835	AUID.17370
AUID.11836	AUID.17381
AUID.11837	AUID.17390
AUID.11838	AUID.17400
AUID.11839	AUID.17409
AUID.11840	AUID.17430
AUID.11841	AUID.17438
AUID.11842	AUID.17447
AUID.11843	AUID.17458
AUID.11844	AUID.17469
AUID.11845	AUID.17478
AUID.11846	AUID.17498
AUID.11847	AUID.17509
AUID.11848	AUID.17519
AUID.11849	AUID.17527
AUID.11850	AUID.17537
AUID.11851	AUID.17547
AUID.11852	AUID.17557
AUID.11853	AUID.17567
AUID.11854	AUID.17578
AUID.11855	AUID.17589
AUID.11856	AUID.17600
AUID.11857	AUID.17611
AUID.11858	AUID.17629
AUID.11859	AUID.17640
AUID.11860	AUID.17650
AUID.11861	AUID.17659
AUID.11862	AUID.17663
AUID.11863	AUID.17673
AUID.11864	AUID.17681
AUID.11865	AUID.17693
AUID.11866	AUID.17708
AUID.11867	AUID.17721
AUID.11868	AUID.17724
AUID.11869	AUID.17731
AUID.11870	AUID.17740
AUID.11871	AUID.17759
AUID.11872	AUID.17777
AUID.11873	AUID.17779
AUID.11874	AUID.17784
AUID.11875	AUID.17797
AUID.11876	AUID.17800
AUID.11877	AUID.17805
AUID.11878	AUID.17811
AUID.11879	AUID.17821
AUID.11880	AUID.17841
AUID.11881	AUID.17852
AUID.11882	AUID.17861
AUID.11883	AUID.17870
AUID.11884	AUID.17881
AUID.11885	AUID.17890
AUID.11886	AUID.17899
AUID.11887	AUID.17910
AUID.11888	AUID.17930
AUID.11889	AUID.17941
AUID.11890	AUID.17951
AUID.11891	AUID.17961
AUID.11892	AUID.17979
AUID.11893	AUID.17986
AUID.11894	AUID.17996
AUID.11895	AUID.18006
AUID.11896	AUID.18016
AUID.11897	AUID.18035
AUID.11898	AUID.18046
AUID.11899	AUID.18055
AUID.11900	AUID.18064
AUID.11901	AUID.18072
AUID.11902	AUID.18083
AUID.11903	AUID.18093
AUID.11904	AUID.18142
AUID.11905	AUID.18163
AUID.11906	AUID.18170
AUID.11907	AUID.18177
AUID.11908	AUID.18191
AUID.11909	AUID.18196
AUID.11910	AUID.18212
AUID.11911	AUID.18215
AUID.11912	AUID.18226
AUID.11913	AUID.18233
AUID.11914	AUID.18238
AUID.11915	AUID.18248
AUID.11916	AUID.18257
AUID.11917	AUID.18265
AUID.11918	AUID.18276
AUID.11919	AUID.18280
AUID.11920	AUID.18284
AUID.11921	AUID.18293
AUID.11922	AUID.18298
AUID.11923	AUID.18304
AUID.11924	AUID.18306
AUID.11925	AUID.18321
AUID.11926	AUID.18331
AUID.11927	AUID.10195
AUID.11928	AUID.18349
AUID.11929	AUID.18360
AUID.11930	AUID.18370
AUID.11931	AUID.18379
AUID.11932	AUID.18386
AUID.11933	AUID.18396
AUID.11934	AUID.18405
AUID.11935	AUID.18416
AUID.11936	AUID.18427
AUID.11937	AUID.18438
AUID.11938	AUID.18449
AUID.11939	AUID.18460
AUID.11940	AUID.18471
AUID.11941	AUID.18482
AUID.11942	AUID.18501
AUID.11943	AUID.18510
AUID.11944	AUID.18520
AUID.11945	AUID.18528
AUID.11946	AUID.18538
AUID.11947	AUID.18548
AUID.11948	AUID.18558
AUID.11949	AUID.18568
AUID.11950	AUID.18581
AUID.11951	AUID.18590
AUID.11952	AUID.18599
AUID.11953	AUID.18609
AUID.11954	AUID.18620
AUID.11955	AUID.18630
AUID.11956	AUID.18639
AUID.11957	AUID.18649
AUID.11958	AUID.18666
AUID.11959	AUID.18678
AUID.11960	AUID.18688
AUID.11961	AUID.18698
AUID.11962	AUID.18706
AUID.11963	AUID.18710
AUID.11964	AUID.18716
AUID.11965	AUID.18724
AUID.11966	AUID.18729
AUID.11967	AUID.18738
AUID.11968	AUID.18742
AUID.11969	AUID.18752
AUID.11970	AUID.18758
AUID.11971	AUID.18759
AUID.11972	AUID.18764
AUID.11973	AUID.18767
AUID.11974	AUID.18772
AUID.11975	AUID.18778
AUID.11976	AUID.18784
AUID.11978	AUID.18804
AUID.11979	AUID.18821
AUID.11980	AUID.18822
AUID.11981	AUID.18837
AUID.11982	AUID.18844
AUID.11983	AUID.18846
AUID.11984	AUID.18848
AUID.11985	AUID.18854
AUID.11986	AUID.18863
AUID.11987	AUID.18875
AUID.11988	AUID.18882
AUID.11989	AUID.10196
AUID.11990	AUID.18907
AUID.11991	AUID.18916
AUID.11992	AUID.18924
AUID.11993	AUID.18933
AUID.11994	AUID.18943
AUID.11995	AUID.18954
AUID.11996	AUID.18966
AUID.11997	AUID.18977
AUID.11998	AUID.18987
AUID.11999	AUID.18998
AUID.12000	AUID.19009
AUID.12001	AUID.19018
AUID.12002	AUID.19026
AUID.12003	AUID.19037
AUID.12004	AUID.19047
AUID.12005	AUID.19056
AUID.12006	AUID.19066
AUID.12007	AUID.19075
AUID.12008	AUID.19085
AUID.12009	AUID.19095
AUID.12010	AUID.19104
AUID.12011	AUID.19114
AUID.12012	AUID.19124
AUID.12013	AUID.19134
AUID.12014	AUID.19143
AUID.12015	AUID.19153
AUID.12016	AUID.19164
AUID.12017	AUID.19172
AUID.12018	AUID.19182
AUID.12019	AUID.19212
AUID.12020	AUID.19230
AUID.12021	AUID.19240
AUID.12022	AUID.19248
AUID.12023	AUID.19260
AUID.12024	AUID.19271
AUID.12025	AUID.19279
AUID.12026	AUID.19286
AUID.12027	AUID.19297
AUID.12028	AUID.19303
AUID.12029	AUID.19309
AUID.12030	AUID.19317
AUID.12031	AUID.10197
AUID.12032	AUID.19329
AUID.12033	AUID.19338
AUID.12034	AUID.19345
AUID.12035	AUID.19347
AUID.12036	AUID.19351
AUID.12037	AUID.19359
AUID.12038	AUID.19364
AUID.12039	AUID.19368
AUID.12040	AUID.19373
AUID.12041	AUID.10198
AUID.12042	AUID.19379
AUID.12043	AUID.19389
AUID.12044	AUID.19400
AUID.12045	AUID.19409
AUID.12046	AUID.19416
AUID.12047	AUID.19425
AUID.12048	AUID.19435
AUID.12049	AUID.19445
AUID.12050	AUID.19451
AUID.12051	AUID.19454
AUID.12052	AUID.19458
AUID.12053	AUID.19467
AUID.12054	AUID.19474
AUID.12055	AUID.19482
AUID.12056	AUID.19483
AUID.12057	AUID.19486
AUID.12058	AUID.19492
AUID.12059	AUID.19503
AUID.12060	AUID.19514
AUID.12061	AUID.19520
AUID.12062	AUID.19537
AUID.12063	AUID.10199
AUID.12064	AUID.19557
AUID.12065	AUID.19566
AUID.12066	AUID.19575
AUID.12067	AUID.19594
AUID.12068	AUID.19603
AUID.12069	AUID.19612
AUID.12070	AUID.19641
AUID.12071	AUID.19652
AUID.12072	AUID.19670
AUID.12073	AUID.19680
AUID.12074	AUID.19691
AUID.12075	AUID.19701
AUID.12076	AUID.19711
AUID.12077	AUID.19722
AUID.12078	AUID.19731
AUID.12079	AUID.19742
AUID.12080	AUID.19752
AUID.12081	AUID.19760
AUID.12082	AUID.19770
AUID.12083	AUID.19779
AUID.12084	AUID.19808
AUID.12085	AUID.19816
AUID.12086	AUID.19827
AUID.12087	AUID.19836
AUID.12088	AUID.19845
AUID.12089	AUID.19853
AUID.12090	AUID.19863
AUID.12091	AUID.19872
AUID.12092	AUID.19882
AUID.12093	AUID.19892
AUID.12094	AUID.19901
AUID.12095	AUID.19911
AUID.12096	AUID.19919
AUID.12097	AUID.19928
AUID.12098	AUID.19938
AUID.12099	AUID.19949
AUID.12100	AUID.19970
AUID.12101	AUID.19979
AUID.12102	AUID.19989
AUID.12103	AUID.19996
AUID.12104	AUID.20005
AUID.12105	AUID.20011
AUID.12106	AUID.20019
AUID.12107	AUID.20024
AUID.12108	AUID.20032
AUID.12109	AUID.20042
AUID.12110	AUID.20045
AUID.12111	AUID.20055
AUID.12112	AUID.20064
AUID.12113	AUID.20067
AUID.12114	AUID.20072
AUID.12115	AUID.20076
AUID.12116	AUID.20085
AUID.12117	AUID.20087
AUID.12118	AUID.20088
AUID.12119	AUID.20094
AUID.12120	AUID.20101
AUID.12121	AUID.20108
AUID.12122	AUID.20117
AUID.12123	AUID.20127
AUID.12124	AUID.20144
AUID.12125	AUID.20150
AUID.12126	AUID.20154
AUID.12127	AUID.20158
AUID.12128	AUID.20167
AUID.12129	AUID.20175
AUID.12130	AUID.20177
AUID.12131	AUID.20180
AUID.12132	AUID.20181
AUID.12133	AUID.20190
AUID.12134	AUID.20198
AUID.12135	AUID.20215
AUID.12136	AUID.20219
AUID.12137	AUID.20228
AUID.12138	AUID.20239
AUID.12139	AUID.20258
AUID.12140	AUID.20268
AUID.12141	AUID.20279
AUID.12142	AUID.20290
AUID.12143	AUID.20299
AUID.12144	AUID.20309
AUID.12145	AUID.20318
AUID.12146	AUID.20329
AUID.12147	AUID.20340
AUID.12148	AUID.20351
AUID.12149	AUID.20362
AUID.12150	AUID.20371
AUID.12151	AUID.20383
AUID.12152	AUID.20403
AUID.12153	AUID.20411
AUID.12154	AUID.20418
AUID.12155	AUID.20438
AUID.12156	AUID.20464
AUID.12157	AUID.20474
AUID.12158	AUID.20482
AUID.12159	AUID.20491
AUID.12160	AUID.20501
AUID.12161	AUID.20511
AUID.12162	AUID.20521
AUID.12163	AUID.20531
AUID.12164	AUID.20539
AUID.12165	AUID.20549
AUID.12166	AUID.20568
AUID.12167	AUID.20578
AUID.12168	AUID.20586
AUID.12169	AUID.20597
AUID.12170	AUID.20607
AUID.12171	AUID.20618
AUID.12172	AUID.20628
AUID.12173	AUID.20638
AUID.12174	AUID.20649
AUID.12175	AUID.20659
AUID.12176	AUID.20670
AUID.12177	AUID.20681
AUID.12178	AUID.20692
AUID.12179	AUID.20702
AUID.12180	AUID.20711
AUID.12181	AUID.20720
AUID.12182	AUID.20726
AUID.12183	AUID.20730
AUID.12184	AUID.20739
AUID.12185	AUID.20746
AUID.12186	AUID.20753
AUID.12187	AUID.20763
AUID.12188	AUID.20770
AUID.12189	AUID.20776
AUID.12190	AUID.20786
AUID.12191	AUID.20793
AUID.12192	AUID.20799
AUID.12193	AUID.20806
AUID.12194	AUID.20812
AUID.12195	AUID.20814
AUID.12196	AUID.20816
AUID.12197	AUID.20819
AUID.12198	AUID.20830
AUID.12199	AUID.20834
AUID.12200	AUID.20841
AUID.12201	AUID.20842
AUID.12202	AUID.20845
AUID.12203	AUID.20853
AUID.12204	AUID.20860
AUID.12205	AUID.20870
AUID.12206	AUID.20881
AUID.12207	AUID.20891
AUID.12208	AUID.20899
AUID.12209	AUID.20909
AUID.12210	AUID.20918
AUID.12211	AUID.20925
AUID.12212	AUID.20931
AUID.12213	AUID.20941
AUID.12214	AUID.20949
AUID.12215	AUID.20954
AUID.12216	AUID.20956
AUID.12217	AUID.20968
AUID.12218	AUID.20975
AUID.12219	AUID.20990
AUID.12220	AUID.20995
AUID.12221	AUID.21004
AUID.12222	AUID.21014
AUID.12223	AUID.21023
AUID.12224	AUID.21033
AUID.12225	AUID.21044
AUID.12226	AUID.21062
AUID.12227	AUID.21073
AUID.12228	AUID.21110
AUID.12229	AUID.21120
AUID.12230	AUID.21131
AUID.12231	AUID.21141
AUID.12232	AUID.21160
AUID.12233	AUID.21171
AUID.12234	AUID.21190
AUID.12235	AUID.21208
AUID.12236	AUID.21218
AUID.12237	AUID.21229
AUID.12238	AUID.21247
AUID.12239	AUID.21258
AUID.12240	AUID.21268
AUID.12241	AUID.21278
AUID.12242	AUID.21286
AUID.12243	AUID.21297
AUID.12244	AUID.21334
AUID.12245	AUID.21345
AUID.12246	AUID.21356
AUID.12247	AUID.21373
AUID.12248	AUID.21383
AUID.12249	AUID.21393
AUID.12250	AUID.21404
AUID.12251	AUID.21415
AUID.12252	AUID.21425
AUID.12253	AUID.21435
AUID.12254	AUID.21455
AUID.12255	AUID.21465
AUID.12256	AUID.21486
AUID.12257	AUID.21496
AUID.12258	AUID.21506
AUID.12259	AUID.21517
AUID.12260	AUID.21528
AUID.12261	AUID.21539
AUID.12262	AUID.21550
AUID.12263	AUID.21568
AUID.12264	AUID.21579
AUID.12265	AUID.21607
AUID.12266	AUID.21616
AUID.12267	AUID.21624
AUID.12268	AUID.21637
AUID.12269	AUID.21644
AUID.12270	AUID.21650
AUID.12271	AUID.21658
AUID.12272	AUID.21667
AUID.12273	AUID.21682
AUID.12274	AUID.21690
AUID.12275	AUID.21695
AUID.12276	AUID.21698
AUID.12277	AUID.21700
AUID.12278	AUID.21702
AUID.12279	AUID.21707
AUID.12280	AUID.21713
AUID.12281	AUID.21724
AUID.12282	AUID.21726
AUID.12283	AUID.21730
AUID.12284	AUID.21735
AUID.12285	AUID.21742
AUID.12286	AUID.21751
AUID.12287	AUID.21762
AUID.12288	AUID.21772
AUID.12289	AUID.21781
AUID.12290	AUID.21790
AUID.12291	AUID.21801
AUID.12292	AUID.10201
AUID.12293	AUID.21809
AUID.12294	AUID.21812
AUID.12295	AUID.21819
AUID.12296	AUID.21823
AUID.12297	AUID.21829
AUID.12298	AUID.21838
AUID.12299	AUID.21849
AUID.12300	AUID.21852
AUID.12301	AUID.21855
AUID.12302	AUID.21857
AUID.12303	AUID.21859
AUID.12304	AUID.21861
AUID.12305	AUID.21866
AUID.12306	AUID.21875
AUID.12307	AUID.21882
AUID.12308	AUID.21891
AUID.12309	AUID.21902
AUID.12310	AUID.21909
AUID.12311	AUID.21919
AUID.12312	AUID.21940
AUID.12313	AUID.21959
AUID.12314	AUID.21969
AUID.12315	AUID.21979
AUID.12316	AUID.21990
AUID.12317	AUID.21999
AUID.12318	AUID.22017
AUID.12319	AUID.22038
AUID.12320	AUID.22049
AUID.12321	AUID.22057
AUID.12322	AUID.22066
AUID.12323	AUID.22075
AUID.12324	AUID.22085
AUID.12325	AUID.22107
AUID.12326	AUID.22115
AUID.12327	AUID.22131
AUID.12328	AUID.22140
AUID.12329	AUID.22150
AUID.12330	AUID.22166
AUID.12331	AUID.22176
AUID.12332	AUID.22187
AUID.12333	AUID.22197
AUID.12334	AUID.22214
AUID.12335	AUID.22223
AUID.12336	AUID.22234
AUID.12337	AUID.22242
AUID.12338	AUID.22262
AUID.12339	AUID.22271
AUID.12340	AUID.22283
AUID.12341	AUID.22293
AUID.12342	AUID.10203
AUID.12343	AUID.22311
AUID.12344	AUID.22321
AUID.12345	AUID.22330
AUID.12346	AUID.22338
AUID.12347	AUID.22348
AUID.12348	AUID.22359
AUID.12349	AUID.22370
AUID.12350	AUID.22379
AUID.12351	AUID.22405
AUID.12352	AUID.22416
AUID.12353	AUID.22426
AUID.12354	AUID.22436
AUID.12355	AUID.22454
AUID.12356	AUID.22465
AUID.12357	AUID.22476
AUID.12358	AUID.22486
AUID.12359	AUID.22497
AUID.12360	AUID.22508
AUID.12361	AUID.22518
AUID.12362	AUID.22529
AUID.12363	AUID.22540
AUID.12364	AUID.22546
AUID.12365	AUID.22555
AUID.12366	AUID.22562
AUID.12367	AUID.22570
AUID.12368	AUID.22587
AUID.12369	AUID.22606
AUID.12370	AUID.22616
AUID.12371	AUID.22618
AUID.12372	AUID.22622
AUID.12373	AUID.22630
AUID.12374	AUID.22640
AUID.12375	AUID.22645
AUID.12376	AUID.22651
AUID.12377	AUID.22654
AUID.12378	AUID.22662
AUID.12379	AUID.22677
AUID.12380	AUID.22688
AUID.12381	AUID.22704
AUID.12382	AUID.22711
AUID.12383	AUID.22714
AUID.12384	AUID.22717
AUID.12385	AUID.22721
AUID.12386	AUID.22727
AUID.12387	AUID.22732
AUID.12388	AUID.22743
AUID.12389	AUID.22748
AUID.12390	AUID.22751
AUID.12391	AUID.22754
AUID.12392	AUID.22757
AUID.12393	AUID.22761
AUID.12394	AUID.22766
AUID.12395	AUID.22783
AUID.12396	AUID.22795
AUID.12397	AUID.22803
AUID.12398	AUID.22813
AUID.12399	AUID.22823
AUID.12400	AUID.22833
AUID.12401	AUID.22844
AUID.12402	AUID.22855
AUID.12403	AUID.22865
AUID.12404	AUID.22874
AUID.12405	AUID.22884
AUID.12406	AUID.22891
AUID.12407	AUID.22901
AUID.12408	AUID.22910
AUID.12409	AUID.22919
AUID.12410	AUID.22929
AUID.12411	AUID.22940
AUID.12412	AUID.22950
AUID.12413	AUID.22970
AUID.12414	AUID.22981
AUID.12415	AUID.22991
AUID.12416	AUID.23000
AUID.12417	AUID.23010
AUID.12418	AUID.23020
AUID.12419	AUID.23037
AUID.12420	AUID.23046
AUID.12421	AUID.23053
AUID.12422	AUID.23069
AUID.12423	AUID.23078
AUID.12424	AUID.23096
AUID.12425	AUID.23106
AUID.12426	AUID.23115
AUID.12427	AUID.23125
AUID.12428	AUID.23146
AUID.12429	AUID.23155
AUID.12430	AUID.23166
AUID.12431	AUID.23178
AUID.12432	AUID.23187
AUID.12433	AUID.23195
AUID.12434	AUID.23215
AUID.12435	AUID.23226
AUID.12436	AUID.23235
AUID.12437	AUID.23246
AUID.12438	AUID.23257
AUID.12439	AUID.23275
AUID.12440	AUID.23284
AUID.12441	AUID.23295
AUID.12442	AUID.23331
AUID.12443	AUID.23351
AUID.12444	AUID.23362
AUID.12445	AUID.23372
AUID.12446	AUID.23383
AUID.12447	AUID.23391
AUID.12448	AUID.23402
AUID.12449	AUID.23412
AUID.12450	AUID.23422
AUID.12451	AUID.23452
AUID.12452	AUID.23463
AUID.12453	AUID.23473
AUID.12454	AUID.23491
AUID.12455	AUID.23501
AUID.12456	AUID.23512
AUID.12457	AUID.23523
AUID.12458	AUID.23534
AUID.12459	AUID.23543
AUID.12460	AUID.23549
AUID.12461	AUID.23551
AUID.12462	AUID.23562
AUID.12463	AUID.23570
AUID.12464	AUID.23574
AUID.12465	AUID.23583
AUID.12466	AUID.23592
AUID.12467	AUID.23598
AUID.12468	AUID.23605
AUID.12469	AUID.23615
AUID.12470	AUID.23623
AUID.12471	AUID.23625
AUID.12472	AUID.23638
AUID.12473	AUID.23646
AUID.12474	AUID.23653
AUID.12475	AUID.23658
AUID.12476	AUID.23664
AUID.12477	AUID.23669
AUID.12478	AUID.23674
AUID.12479	AUID.23683
AUID.12480	AUID.23691
AUID.12481	AUID.23692
AUID.12482	AUID.23694
AUID.12483	AUID.23702
AUID.12484	AUID.23705
AUID.12485	AUID.23715
AUID.12486	AUID.23725
AUID.12487	AUID.23734
AUID.12488	AUID.23744
AUID.12489	AUID.23755
AUID.12490	AUID.23758
AUID.12491	AUID.23759
AUID.12492	AUID.23764
AUID.12493	AUID.23770
AUID.12494	AUID.23783
AUID.12495	AUID.23789
AUID.12496	AUID.23790
AUID.12497	AUID.23793
AUID.12498	AUID.23794
AUID.12499	AUID.23795
AUID.12500	AUID.23798
AUID.12501	AUID.23804
AUID.12502	AUID.23815
AUID.12503	AUID.23825
AUID.12504	AUID.23834
AUID.12505	AUID.23845
AUID.12506	AUID.23852
AUID.12507	AUID.23860
AUID.12508	AUID.23869
AUID.12509	AUID.23880
AUID.12510	AUID.23888
AUID.12511	AUID.23899
AUID.12512	AUID.23920
AUID.12513	AUID.23927
AUID.12514	AUID.23938
AUID.12515	AUID.23957
AUID.12516	AUID.23967
AUID.12517	AUID.23975
AUID.12518	AUID.10206
AUID.12519	AUID.23999
AUID.12520	AUID.24019
AUID.12521	AUID.24030
AUID.12522	AUID.24040
AUID.12523	AUID.24049
AUID.12524	AUID.24057
AUID.12525	AUID.24067
AUID.12526	AUID.24088
AUID.12527	AUID.24096
AUID.12528	AUID.24106
AUID.12529	AUID.24129
AUID.12530	AUID.24139
AUID.12531	AUID.24149
AUID.12532	AUID.24158
AUID.12533	AUID.24167
AUID.12534	AUID.24177
AUID.12535	AUID.24185
AUID.12536	AUID.24195
AUID.12537	AUID.24202
AUID.12538	AUID.24213
AUID.12539	AUID.24223
AUID.12540	AUID.24233
AUID.12541	AUID.24243
AUID.12542	AUID.24254
AUID.12543	AUID.24262
AUID.12544	AUID.24282
AUID.12545	AUID.24300
AUID.12546	AUID.24312
AUID.12548	AUID.24332
AUID.12549	AUID.24343
AUID.12550	AUID.24352
AUID.12551	AUID.24363
AUID.12552	AUID.24373
AUID.12553	AUID.24381
AUID.12554	AUID.24391
AUID.12555	AUID.24401
AUID.12556	AUID.24413
AUID.12557	AUID.24433
AUID.12558	AUID.24444
AUID.12559	AUID.24455
AUID.12560	AUID.24466
AUID.12561	AUID.24486
AUID.12562	AUID.24497
AUID.12563	AUID.24508
AUID.12564	AUID.24527
AUID.12565	AUID.24537
AUID.12566	AUID.24547
AUID.12567	AUID.24556
AUID.12568	AUID.24566
AUID.12569	AUID.24586
AUID.12570	AUID.24597
AUID.12571	AUID.24626
AUID.12572	AUID.24642
AUID.12573	AUID.24652
AUID.12574	AUID.24662
AUID.12575	AUID.24672
AUID.12576	AUID.24677
AUID.12577	AUID.24687
AUID.12578	AUID.24695
AUID.12579	AUID.24709
AUID.12580	AUID.24717
AUID.12581	AUID.24726
AUID.12582	AUID.24735
AUID.12583	AUID.24755
AUID.12584	AUID.24762
AUID.12585	AUID.24773
AUID.12586	AUID.24782
AUID.12587	AUID.24790
AUID.12588	AUID.24799
AUID.12589	AUID.24803
AUID.12590	AUID.24805
AUID.12591	AUID.24806
AUID.12592	AUID.24814
AUID.12593	AUID.24823
AUID.12594	AUID.24829
AUID.12595	AUID.24833
AUID.12596	AUID.24836
AUID.12597	AUID.24840
AUID.12598	AUID.24845
AUID.12599	AUID.24849
AUID.12600	AUID.24852
AUID.12601	AUID.24853
AUID.12602	AUID.24864
AUID.12603	AUID.24885
AUID.12604	AUID.24894
AUID.12605	AUID.24904
AUID.12606	AUID.24914
AUID.12607	AUID.24920
AUID.12608	AUID.24921
AUID.12609	AUID.24923
AUID.12610	AUID.24924
AUID.12611	AUID.24925
AUID.12612	AUID.24931
AUID.12613	AUID.24937
AUID.12614	AUID.24941
AUID.12615	AUID.24948
AUID.12616	AUID.24956
AUID.12617	AUID.24961
AUID.12618	AUID.24970
AUID.12619	AUID.24972
AUID.12620	AUID.24975
AUID.12621	AUID.24977
AUID.12622	AUID.10207
AUID.12623	AUID.24984
AUID.12624	AUID.24991
AUID.12625	AUID.10208
AUID.12626	AUID.25006
AUID.12627	AUID.25017
AUID.12628	AUID.25028
AUID.12629	AUID.25037
AUID.12630	AUID.25043
AUID.12631	AUID.25069
AUID.12632	AUID.25078
AUID.12633	AUID.25088
AUID.12634	AUID.25097
AUID.12635	AUID.25107
AUID.12636	AUID.25117
AUID.12637	AUID.25126
AUID.12638	AUID.25145
AUID.12639	AUID.25166
AUID.12640	AUID.25175
AUID.12641	AUID.25183
AUID.12642	AUID.25203
AUID.12643	AUID.25214
AUID.12644	AUID.25225
AUID.12645	AUID.25236
AUID.12646	AUID.25247
AUID.12647	AUID.25254
AUID.12648	AUID.25263
AUID.12649	AUID.25273
AUID.12650	AUID.25283
AUID.12651	AUID.25292
AUID.12652	AUID.25301
AUID.12653	AUID.25310
AUID.12654	AUID.25321
AUID.12655	AUID.25330
AUID.12656	AUID.25338
AUID.12657	AUID.25345
AUID.12658	AUID.25379
AUID.12659	AUID.25390
AUID.12660	AUID.25400
AUID.12661	AUID.25409
AUID.12662	AUID.25419
AUID.12663	AUID.25429
AUID.12664	AUID.25437
AUID.12665	AUID.25447
AUID.12666	AUID.25458
AUID.12667	AUID.25467
AUID.12668	AUID.25475
AUID.12669	AUID.25486
AUID.12670	AUID.25495
AUID.12671	AUID.25504
AUID.12672	AUID.25515
AUID.12673	AUID.25525
AUID.12674	AUID.25534
AUID.12675	AUID.25544
AUID.12676	AUID.25553
AUID.12677	AUID.25563
AUID.12678	AUID.25572
AUID.12679	AUID.25581
AUID.12680	AUID.25599
AUID.12681	AUID.25619
AUID.12682	AUID.25629
AUID.12683	AUID.25640
AUID.12684	AUID.25650
AUID.12685	AUID.25660
AUID.12686	AUID.25671
AUID.12687	AUID.25682
AUID.12688	AUID.25702
AUID.12689	AUID.25713
AUID.12690	AUID.25724
AUID.12691	AUID.25743
AUID.12692	AUID.25762
AUID.12693	AUID.25773
AUID.12694	AUID.25782
AUID.12695	AUID.25793
AUID.12696	AUID.25802
AUID.12697	AUID.25822
AUID.12698	AUID.25842
AUID.12699	AUID.25852
AUID.12700	AUID.25859
AUID.12701	AUID.25869
AUID.12702	AUID.25879
AUID.12703	AUID.25890
AUID.12704	AUID.25901
AUID.12705	AUID.25912
AUID.12706	AUID.25922
AUID.12707	AUID.25932
AUID.12708	AUID.25942
AUID.12709	AUID.25951
AUID.12710	AUID.25956
AUID.12711	AUID.25963
AUID.12712	AUID.25973
AUID.12713	AUID.25981
AUID.12714	AUID.25990
AUID.12715	AUID.25998
AUID.12716	AUID.26005
AUID.12717	AUID.26013
AUID.12718	AUID.26022
AUID.12719	AUID.26031
AUID.12720	AUID.26038
AUID.12721	AUID.26047
AUID.12722	AUID.26053
AUID.12723	AUID.26061
AUID.12724	AUID.26069
AUID.12725	AUID.26073
AUID.12726	AUID.26090
AUID.12727	AUID.26094
AUID.12728	AUID.26095
AUID.12729	AUID.26099
AUID.12730	AUID.26100
AUID.12731	AUID.10209
AUID.12732	AUID.26115
AUID.12733	AUID.26120
AUID.12734	AUID.26124
AUID.12735	AUID.26131
AUID.12736	AUID.26132
AUID.12737	AUID.26134
AUID.12738	AUID.26138
AUID.12739	AUID.26139
AUID.12740	AUID.26145
AUID.12741	AUID.26151
AUID.12742	AUID.26158
AUID.12743	AUID.26166
AUID.12744	AUID.26182
AUID.12745	AUID.26197
AUID.12746	AUID.26205
AUID.12747	AUID.26218
AUID.12748	AUID.26219
AUID.12749	AUID.26222
AUID.12750	AUID.26226
AUID.12751	AUID.26227
AUID.12752	AUID.26230
AUID.12753	AUID.26235
AUID.12754	AUID.26240
AUID.12755	AUID.26246
AUID.12756	AUID.26260
AUID.12757	AUID.26268
AUID.12758	AUID.26273
AUID.12759	AUID.26275
AUID.12760	AUID.26278
AUID.12761	AUID.26281
AUID.12762	AUID.26282
AUID.12763	AUID.26284
AUID.12764	AUID.26290
AUID.12765	AUID.26305
AUID.12766	AUID.26316
AUID.12767	AUID.26323
AUID.12768	AUID.26334
AUID.12769	AUID.26342
AUID.12770	AUID.26351
AUID.12771	AUID.26354
AUID.12772	AUID.26363
AUID.12773	AUID.26371
AUID.12774	AUID.26380
AUID.12775	AUID.26390
AUID.12776	AUID.26406
AUID.12777	AUID.26417
AUID.12778	AUID.26428
AUID.12779	AUID.26437
AUID.12780	AUID.26448
AUID.12781	AUID.26457
AUID.12782	AUID.26467
AUID.12783	AUID.26476
AUID.12784	AUID.26486
AUID.12785	AUID.26494
AUID.12786	AUID.26504
AUID.12787	AUID.26521
AUID.12788	AUID.26530
AUID.12789	AUID.26550
AUID.12790	AUID.26561
AUID.12791	AUID.26572
AUID.12792	AUID.26583
AUID.12793	AUID.26593
AUID.12794	AUID.26603
AUID.12795	AUID.26613
AUID.12796	AUID.26623
AUID.12797	AUID.26633
AUID.12798	AUID.26644
AUID.12799	AUID.26661
AUID.12800	AUID.26669
AUID.12801	AUID.26686
AUID.12802	AUID.26697
AUID.12803	AUID.26705
AUID.12804	AUID.26715
AUID.12805	AUID.26724
AUID.12806	AUID.26744
AUID.12807	AUID.26754
AUID.12808	AUID.26763
AUID.12809	AUID.10210
AUID.12810	AUID.26781
AUID.12811	AUID.26790
AUID.12812	AUID.26800
AUID.12813	AUID.26809
AUID.12814	AUID.26819
AUID.12815	AUID.26828
AUID.12816	AUID.26839
AUID.12817	AUID.26850
AUID.12818	AUID.26858
AUID.12819	AUID.26868
AUID.12820	AUID.26878
AUID.12821	AUID.26888
AUID.12822	AUID.26899
