ids1	ids2
AUID.10823	AUID.42281
AUID.10824	AUID.42292
AUID.10825	AUID.42299
AUID.10826	AUID.42310
AUID.10827	AUID.42319
AUID.10828	AUID.42326
AUID.10829	AUID.42344
AUID.10830	AUID.42353
AUID.10831	AUID.42361
AUID.10832	AUID.42372
AUID.10833	AUID.42382
AUID.10834	AUID.10239
AUID.10835	AUID.42398
AUID.10836	AUID.42409
AUID.10837	AUID.42420
AUID.10838	AUID.42429
AUID.10839	AUID.42439
AUID.10840	AUID.42444
AUID.10841	AUID.42454
AUID.10842	AUID.42471
AUID.10843	AUID.42486
AUID.10844	AUID.42496
AUID.10845	AUID.42507
AUID.10846	AUID.10240
AUID.10847	AUID.42521
AUID.10848	AUID.42529
AUID.10849	AUID.42539
AUID.10850	AUID.42548
AUID.10851	AUID.42556
AUID.10852	AUID.42567
AUID.10853	AUID.42575
AUID.10854	AUID.42584
AUID.10855	AUID.42595
AUID.10856	AUID.42606
AUID.10857	AUID.10241
AUID.10858	AUID.42620
AUID.10859	AUID.42629
AUID.10860	AUID.42637
AUID.10861	AUID.42648
AUID.10862	AUID.42657
AUID.10863	AUID.42664
AUID.10864	AUID.42674
AUID.10865	AUID.42685
AUID.10866	AUID.42692
AUID.10867	AUID.42703
AUID.10868	AUID.42722
AUID.10869	AUID.42732
AUID.10870	AUID.42743
AUID.10871	AUID.42753
AUID.10872	AUID.42762
AUID.10873	AUID.42779
AUID.10874	AUID.42786
AUID.10875	AUID.42801
AUID.10876	AUID.42813
AUID.10877	AUID.42822
AUID.10878	AUID.10243
AUID.10879	AUID.42842
AUID.10880	AUID.42847
AUID.10881	AUID.42856
AUID.10882	AUID.42865
AUID.10883	AUID.42883
AUID.10884	AUID.42891
AUID.10885	AUID.42902
AUID.10886	AUID.42922
AUID.10887	AUID.42931
AUID.10888	AUID.42936
AUID.10889	AUID.42943
AUID.10890	AUID.42948
AUID.10891	AUID.42958
AUID.10892	AUID.42968
AUID.10893	AUID.42974
AUID.10894	AUID.42982
AUID.10895	AUID.43001
AUID.10896	AUID.43011
AUID.10897	AUID.43019
AUID.10898	AUID.43026
AUID.10899	AUID.43042
AUID.10900	AUID.43048
AUID.10901	AUID.43065
AUID.10902	AUID.43073
AUID.10903	AUID.43084
AUID.10904	AUID.43099
AUID.10905	AUID.43110
AUID.10906	AUID.43118
AUID.10907	AUID.43125
AUID.10908	AUID.43133
AUID.10909	AUID.43143
AUID.10910	AUID.43150
AUID.10911	AUID.43163
AUID.10912	AUID.43171
AUID.10913	AUID.43176
AUID.10914	AUID.43184
AUID.10915	AUID.43195
AUID.10916	AUID.43199
AUID.10917	AUID.43209
AUID.10918	AUID.43218
AUID.10919	AUID.43226
AUID.10920	AUID.43243
AUID.10921	AUID.43251
AUID.10922	AUID.43259
AUID.10923	AUID.43266
AUID.10924	AUID.43283
AUID.10925	AUID.43289
AUID.10926	AUID.43300
AUID.10927	AUID.43311
AUID.10928	AUID.43319
AUID.10929	AUID.43330
AUID.10930	AUID.43339
AUID.10931	AUID.43348
AUID.10932	AUID.43357
AUID.10933	AUID.43367
AUID.10934	AUID.43371
AUID.10935	AUID.43376
AUID.10936	AUID.43384
AUID.10937	AUID.43394
AUID.10938	AUID.43400
AUID.10939	AUID.43409
AUID.10940	AUID.43419
AUID.10941	AUID.43427
AUID.10942	AUID.43434
AUID.10943	AUID.43442
AUID.10944	AUID.43453
AUID.10945	AUID.43463
AUID.10946	AUID.43482
AUID.10947	AUID.43492
AUID.10948	AUID.43500
AUID.10949	AUID.43522
AUID.10950	AUID.43530
AUID.10951	AUID.43540
AUID.10952	AUID.43551
AUID.10953	AUID.43561
AUID.10954	AUID.43568
AUID.10955	AUID.43574
AUID.10956	AUID.43585
AUID.10957	AUID.43593
AUID.10958	AUID.43603
AUID.10959	AUID.43613
AUID.10960	AUID.43619
AUID.10961	AUID.43627
AUID.10962	AUID.43635
AUID.10963	AUID.43641
AUID.10964	AUID.43651
AUID.10965	AUID.43662
AUID.10966	AUID.43669
AUID.10967	AUID.43677
AUID.10968	AUID.43683
AUID.10969	AUID.43691
AUID.10970	AUID.43709
AUID.10971	AUID.43718
AUID.10972	AUID.43728
AUID.10973	AUID.43743
AUID.10974	AUID.43753
AUID.10975	AUID.43764
AUID.10976	AUID.43774
AUID.10977	AUID.43782
AUID.10978	AUID.43793
AUID.10979	AUID.43812
AUID.10980	AUID.43821
AUID.10981	AUID.43842
AUID.10982	AUID.43853
AUID.10983	AUID.43869
AUID.10984	AUID.43891
AUID.10985	AUID.10248
AUID.10986	AUID.43913
AUID.10987	AUID.43921
AUID.10988	AUID.43933
AUID.10989	AUID.43944
AUID.10990	AUID.43950
AUID.10991	AUID.43960
AUID.10992	AUID.43968
AUID.10993	AUID.43979
AUID.10994	AUID.43992
AUID.10995	AUID.44009
AUID.10996	AUID.44024
AUID.10997	AUID.44035
AUID.10998	AUID.44046
AUID.10999	AUID.44056
AUID.11000	AUID.44063
AUID.11001	AUID.44080
AUID.11002	AUID.44087
AUID.11003	AUID.44118
AUID.11004	AUID.44125
AUID.11005	AUID.44133
AUID.11006	AUID.10250
AUID.11007	AUID.44151
AUID.11008	AUID.44160
AUID.11009	AUID.44171
AUID.11010	AUID.44183
AUID.11011	AUID.44192
AUID.11012	AUID.44197
AUID.11013	AUID.44203
AUID.11014	AUID.44212
AUID.11015	AUID.44231
AUID.11016	AUID.44236
AUID.11017	AUID.44246
AUID.11018	AUID.44256
AUID.11019	AUID.44267
AUID.11020	AUID.44278
AUID.11021	AUID.44287
AUID.11022	AUID.44297
AUID.11023	AUID.44303
AUID.11024	AUID.44313
AUID.11025	AUID.44323
AUID.11026	AUID.44330
AUID.11027	AUID.44339
AUID.11028	AUID.44348
AUID.11029	AUID.44360
AUID.11030	AUID.44371
AUID.11031	AUID.44377
AUID.11032	AUID.44382
AUID.11033	AUID.44389
AUID.11034	AUID.44395
AUID.11035	AUID.44405
AUID.11036	AUID.44416
AUID.11037	AUID.44425
AUID.11038	AUID.44430
AUID.11039	AUID.44449
AUID.11040	AUID.44460
AUID.11041	AUID.44469
AUID.11042	AUID.44476
AUID.11043	AUID.44480
AUID.11044	AUID.44490
AUID.11045	AUID.44500
AUID.11046	AUID.44509
AUID.11047	AUID.44516
AUID.11048	AUID.44528
AUID.11049	AUID.44539
AUID.11050	AUID.44549
AUID.11051	AUID.44555
AUID.11052	AUID.44561
AUID.11053	AUID.44570
AUID.11054	AUID.44578
AUID.11055	AUID.44582
AUID.11056	AUID.44592
AUID.11057	AUID.44603
AUID.11058	AUID.44612
AUID.11059	AUID.44624
AUID.11060	AUID.44631
AUID.11061	AUID.44639
AUID.11062	AUID.44649
AUID.11063	AUID.44657
AUID.11064	AUID.44665
AUID.11065	AUID.44674
AUID.11066	AUID.44685
AUID.11067	AUID.44693
AUID.11068	AUID.44701
AUID.11069	AUID.44707
AUID.11070	AUID.44716
AUID.11071	AUID.44726
AUID.11072	AUID.44741
AUID.11073	AUID.44751
AUID.11074	AUID.10252
AUID.11075	AUID.44769
AUID.11076	AUID.44775
AUID.11077	AUID.44785
AUID.11078	AUID.44791
AUID.11079	AUID.44801
AUID.11080	AUID.44818
AUID.11081	AUID.44826
AUID.11082	AUID.44833
AUID.11083	AUID.44854
AUID.11084	AUID.10257
AUID.11085	AUID.10166
AUID.11086	AUID.10268
AUID.11087	AUID.10275
AUID.11088	AUID.10284
AUID.11089	AUID.10292
AUID.11090	AUID.10306
AUID.11091	AUID.10313
AUID.11092	AUID.10323
AUID.11093	AUID.10334
AUID.11094	AUID.10345
AUID.11095	AUID.10351
AUID.11096	AUID.10358
AUID.11097	AUID.10365
AUID.11098	AUID.10373
AUID.11099	AUID.10381
AUID.11100	AUID.10392
AUID.11101	AUID.10401
AUID.11102	AUID.10411
AUID.11103	AUID.10423
AUID.11104	AUID.10433
AUID.11105	AUID.10450
AUID.11106	AUID.10459
AUID.11107	AUID.10466
AUID.11108	AUID.10476
AUID.11109	AUID.10487
AUID.11110	AUID.10495
AUID.11111	AUID.10167
AUID.11112	AUID.10516
AUID.11113	AUID.10529
AUID.11114	AUID.10535
AUID.11115	AUID.10540
AUID.11116	AUID.10548
AUID.11117	AUID.10558
AUID.11118	AUID.10568
AUID.11119	AUID.10574
AUID.11120	AUID.10578
AUID.11121	AUID.10589
AUID.11122	AUID.10599
AUID.11123	AUID.10618
AUID.11124	AUID.10627
AUID.11125	AUID.10632
AUID.11126	AUID.10636
AUID.11127	AUID.10647
AUID.11128	AUID.10168
AUID.11129	AUID.10659
AUID.11130	AUID.10669
AUID.11131	AUID.10678
AUID.11132	AUID.10688
AUID.11133	AUID.10698
AUID.11134	AUID.10708
AUID.11135	AUID.10719
AUID.11136	AUID.10727
AUID.11137	AUID.10735
AUID.11138	AUID.10744
AUID.11139	AUID.10754
AUID.11140	AUID.10767
AUID.11141	AUID.10776
AUID.11142	AUID.10786
AUID.11143	AUID.10797
AUID.11144	AUID.10814
AUID.11145	AUID.10820
AUID.11146	AUID.10828
AUID.11147	AUID.10837
AUID.11148	AUID.10844
AUID.11149	AUID.10853
AUID.11150	AUID.10860
AUID.11151	AUID.10866
AUID.11152	AUID.10885
AUID.11153	AUID.10896
AUID.11154	AUID.10905
AUID.11155	AUID.10918
AUID.11156	AUID.10922
AUID.11157	AUID.10928
AUID.11158	AUID.10938
AUID.11159	AUID.10949
AUID.11160	AUID.10952
AUID.11161	AUID.10962
AUID.11162	AUID.10972
AUID.11163	AUID.10983
AUID.11164	AUID.10991
AUID.11165	AUID.10999
AUID.11166	AUID.11008
AUID.11167	AUID.11020
AUID.11168	AUID.11026
AUID.11169	AUID.11036
AUID.11170	AUID.11046
AUID.11171	AUID.11056
AUID.11172	AUID.11065
AUID.11173	AUID.11074
AUID.11174	AUID.11087
AUID.11175	AUID.11114
AUID.11176	AUID.11123
AUID.11177	AUID.11132
AUID.11178	AUID.11137
AUID.11179	AUID.11146
AUID.11180	AUID.11156
AUID.11181	AUID.11161
AUID.11182	AUID.11183
AUID.11183	AUID.11193
AUID.11184	AUID.11203
AUID.11185	AUID.11212
AUID.11186	AUID.11220
AUID.11187	AUID.11230
AUID.11188	AUID.11244
AUID.11189	AUID.10170
AUID.11190	AUID.11272
AUID.11191	AUID.11279
AUID.11192	AUID.11284
AUID.11193	AUID.11295
AUID.11194	AUID.11303
AUID.11195	AUID.11314
AUID.11196	AUID.11325
AUID.11197	AUID.11339
AUID.11198	AUID.11345
AUID.11199	AUID.11357
AUID.11200	AUID.11363
AUID.11201	AUID.10171
AUID.11202	AUID.11383
AUID.11203	AUID.11390
AUID.11204	AUID.11399
AUID.11205	AUID.11420
AUID.11206	AUID.11431
AUID.11207	AUID.11439
AUID.11208	AUID.11448
AUID.11209	AUID.11453
AUID.11210	AUID.11458
AUID.11211	AUID.11463
AUID.11212	AUID.11470
AUID.11213	AUID.11479
AUID.11214	AUID.11491
AUID.11215	AUID.11500
AUID.11216	AUID.11505
AUID.11217	AUID.11509
AUID.11218	AUID.11518
AUID.11219	AUID.11527
AUID.11220	AUID.11538
AUID.11221	AUID.11546
AUID.11222	AUID.11556
AUID.11223	AUID.11572
AUID.11224	AUID.11585
AUID.11225	AUID.11590
AUID.11226	AUID.11600
AUID.11227	AUID.11609
AUID.11228	AUID.11616
AUID.11229	AUID.11622
AUID.11230	AUID.11631
AUID.11231	AUID.11652
AUID.11232	AUID.11662
AUID.11233	AUID.11670
AUID.11234	AUID.11680
AUID.11235	AUID.11689
AUID.11236	AUID.11697
AUID.11237	AUID.11704
AUID.11238	AUID.11708
AUID.11239	AUID.11716
AUID.11240	AUID.11723
AUID.11241	AUID.11734
AUID.11242	AUID.11742
AUID.11243	AUID.11750
AUID.11244	AUID.11778
AUID.11245	AUID.11789
AUID.11246	AUID.11799
AUID.11247	AUID.11827
AUID.11248	AUID.11833
AUID.11249	AUID.11841
AUID.11250	AUID.11845
AUID.11251	AUID.11856
AUID.11252	AUID.11866
AUID.11253	AUID.11873
AUID.11254	AUID.11876
AUID.11255	AUID.11885
AUID.11256	AUID.10173
AUID.11257	AUID.11907
AUID.11258	AUID.11927
AUID.11259	AUID.11938
AUID.11260	AUID.11946
AUID.11261	AUID.11960
AUID.11262	AUID.11967
AUID.11263	AUID.11988
AUID.11264	AUID.11994
AUID.11265	AUID.11998
AUID.11266	AUID.12006
AUID.11267	AUID.12014
AUID.11268	AUID.12023
AUID.11269	AUID.12032
AUID.11270	AUID.12043
AUID.11271	AUID.12061
AUID.11272	AUID.12073
AUID.11273	AUID.12083
AUID.11274	AUID.12091
AUID.11275	AUID.12096
AUID.11276	AUID.12100
AUID.11277	AUID.12108
AUID.11278	AUID.12116
AUID.11279	AUID.12127
AUID.11280	AUID.12137
AUID.11281	AUID.12145
AUID.11282	AUID.12152
AUID.11283	AUID.12156
AUID.11284	AUID.12163
AUID.11285	AUID.12172
AUID.11286	AUID.12183
AUID.11287	AUID.12193
AUID.11288	AUID.12204
AUID.11289	AUID.12214
AUID.11290	AUID.12224
AUID.11291	AUID.12234
AUID.11292	AUID.12245
AUID.11293	AUID.12253
AUID.11294	AUID.12261
AUID.11295	AUID.12266
AUID.11296	AUID.12280
AUID.11297	AUID.12290
AUID.11298	AUID.12301
AUID.11299	AUID.12307
AUID.11300	AUID.12323
AUID.11301	AUID.12334
AUID.11302	AUID.12344
AUID.11303	AUID.12355
AUID.11304	AUID.12366
AUID.11305	AUID.12375
AUID.11306	AUID.12384
AUID.11307	AUID.12393
AUID.11308	AUID.12404
AUID.11309	AUID.12419
AUID.11310	AUID.12425
AUID.11311	AUID.12433
AUID.11312	AUID.12437
AUID.11313	AUID.12440
AUID.11314	AUID.12447
AUID.11315	AUID.12458
AUID.11316	AUID.12467
AUID.11317	AUID.12478
AUID.11318	AUID.12496
AUID.11319	AUID.12505
AUID.11320	AUID.12516
AUID.11321	AUID.12527
AUID.11322	AUID.12537
AUID.11323	AUID.12546
AUID.11324	AUID.12557
AUID.11325	AUID.12567
AUID.11326	AUID.12577
AUID.11327	AUID.12595
AUID.11328	AUID.12602
AUID.11329	AUID.12610
AUID.11330	AUID.12616
AUID.11331	AUID.12626
AUID.11332	AUID.12637
AUID.11333	AUID.12648
AUID.11334	AUID.12659
AUID.11335	AUID.12670
AUID.11336	AUID.12681
AUID.11337	AUID.12690
AUID.11338	AUID.12697
AUID.11339	AUID.12708
AUID.11340	AUID.12717
AUID.11341	AUID.12728
AUID.11342	AUID.12734
AUID.11343	AUID.12740
AUID.11344	AUID.12746
AUID.11345	AUID.12757
AUID.11346	AUID.12765
AUID.11347	AUID.12774
AUID.11348	AUID.12794
AUID.11349	AUID.12799
AUID.11350	AUID.12806
AUID.11351	AUID.12810
AUID.11352	AUID.12821
AUID.11353	AUID.12830
AUID.11354	AUID.12841
AUID.11355	AUID.12849
AUID.11356	AUID.12867
AUID.11357	AUID.12878
AUID.11358	AUID.12898
AUID.11359	AUID.12908
AUID.11360	AUID.12928
AUID.11361	AUID.12935
AUID.11362	AUID.12940
AUID.11363	AUID.12952
AUID.11364	AUID.12963
AUID.11365	AUID.12981
AUID.11366	AUID.12992
AUID.11367	AUID.12997
AUID.11368	AUID.13006
AUID.11369	AUID.13010
AUID.11370	AUID.13016
AUID.11371	AUID.13025
AUID.11372	AUID.13034
AUID.11373	AUID.13045
AUID.11374	AUID.13056
AUID.11375	AUID.13077
AUID.11376	AUID.13087
AUID.11377	AUID.10176
AUID.11378	AUID.13107
AUID.11379	AUID.13115
AUID.11380	AUID.13121
AUID.11381	AUID.13126
AUID.11382	AUID.13130
AUID.11383	AUID.13136
AUID.11384	AUID.13147
AUID.11385	AUID.13156
AUID.11386	AUID.13162
AUID.11387	AUID.13169
AUID.11388	AUID.13174
AUID.11389	AUID.13184
AUID.11390	AUID.10177
AUID.11391	AUID.13201
AUID.11392	AUID.13218
AUID.11393	AUID.13227
AUID.11394	AUID.13238
AUID.11395	AUID.13248
AUID.11396	AUID.13264
AUID.11397	AUID.13272
AUID.11398	AUID.13275
AUID.11399	AUID.13285
AUID.11400	AUID.13292
AUID.11401	AUID.13300
AUID.11402	AUID.13304
AUID.11403	AUID.13313
AUID.11404	AUID.13328
AUID.11405	AUID.13338
AUID.11406	AUID.13348
AUID.11407	AUID.13358
AUID.11408	AUID.13364
AUID.11409	AUID.13372
AUID.11410	AUID.13380
AUID.11411	AUID.13399
AUID.11412	AUID.13407
AUID.11413	AUID.13427
AUID.11414	AUID.13438
AUID.11415	AUID.13448
AUID.11416	AUID.13459
AUID.11417	AUID.13469
AUID.11418	AUID.13479
AUID.11419	AUID.13490
AUID.11420	AUID.13499
AUID.11421	AUID.13508
AUID.11422	AUID.13513
AUID.11423	AUID.13520
AUID.11424	AUID.13530
AUID.11425	AUID.13548
AUID.11426	AUID.13556
AUID.11427	AUID.13564
AUID.11428	AUID.13572
AUID.11429	AUID.13583
AUID.11430	AUID.13592
AUID.11431	AUID.13598
AUID.11432	AUID.13599
AUID.11433	AUID.13611
AUID.11434	AUID.13620
AUID.11435	AUID.13631
AUID.11436	AUID.13641
AUID.11437	AUID.13653
AUID.11438	AUID.13664
AUID.11439	AUID.13674
AUID.11440	AUID.13685
AUID.11441	AUID.10179
AUID.11442	AUID.13702
AUID.11443	AUID.13710
AUID.11444	AUID.13726
AUID.11445	AUID.13737
AUID.11446	AUID.13748
AUID.11447	AUID.13755
AUID.11448	AUID.13761
AUID.11449	AUID.13770
AUID.11450	AUID.13778
AUID.11451	AUID.13790
AUID.11452	AUID.13808
AUID.11453	AUID.13818
AUID.11454	AUID.13825
AUID.11455	AUID.13830
AUID.11456	AUID.13840
AUID.11457	AUID.13842
AUID.11458	AUID.13859
AUID.11459	AUID.13870
AUID.11460	AUID.13879
AUID.11461	AUID.13889
AUID.11462	AUID.13911
AUID.11463	AUID.13921
AUID.11464	AUID.13932
AUID.11465	AUID.13942
AUID.11466	AUID.13952
AUID.11467	AUID.13962
AUID.11468	AUID.13967
AUID.11469	AUID.13970
AUID.11470	AUID.10181
AUID.11471	AUID.13988
AUID.11472	AUID.13995
AUID.11473	AUID.14003
AUID.11474	AUID.14014
AUID.11475	AUID.14024
AUID.11476	AUID.14035
AUID.11477	AUID.14043
AUID.11478	AUID.14054
AUID.11479	AUID.14057
AUID.11480	AUID.14060
AUID.11481	AUID.14071
AUID.11482	AUID.14081
AUID.11483	AUID.14090
AUID.11484	AUID.14101
AUID.11485	AUID.14120
AUID.11486	AUID.14140
AUID.11487	AUID.14149
AUID.11488	AUID.14158
AUID.11489	AUID.14167
AUID.11490	AUID.14177
AUID.11491	AUID.14187
AUID.11492	AUID.14192
AUID.11493	AUID.14201
AUID.11494	AUID.14207
AUID.11495	AUID.14214
AUID.11496	AUID.14221
AUID.11497	AUID.14226
AUID.11498	AUID.14231
AUID.11499	AUID.14242
AUID.11500	AUID.14252
AUID.11501	AUID.14263
AUID.11502	AUID.14268
AUID.11503	AUID.14277
AUID.11504	AUID.14282
AUID.11505	AUID.14286
AUID.11506	AUID.14295
AUID.11507	AUID.14306
AUID.11508	AUID.14314
AUID.11509	AUID.14324
AUID.11510	AUID.14335
AUID.11511	AUID.14344
AUID.11512	AUID.14355
AUID.11513	AUID.14364
AUID.11514	AUID.14374
AUID.11515	AUID.14384
AUID.11516	AUID.14394
AUID.11517	AUID.14404
AUID.11518	AUID.14414
AUID.11519	AUID.14426
AUID.11520	AUID.14435
AUID.11521	AUID.14444
AUID.11522	AUID.14450
AUID.11523	AUID.14455
AUID.11524	AUID.14462
AUID.11525	AUID.14469
AUID.11526	AUID.14474
AUID.11527	AUID.14484
AUID.11528	AUID.14489
AUID.11529	AUID.14500
AUID.11530	AUID.14510
AUID.11531	AUID.14521
AUID.11532	AUID.14529
AUID.11533	AUID.14534
AUID.11534	AUID.14540
AUID.11535	AUID.14551
AUID.11536	AUID.14560
AUID.11537	AUID.14571
AUID.11538	AUID.14583
AUID.11539	AUID.14593
AUID.11540	AUID.14603
AUID.11541	AUID.14613
AUID.11542	AUID.14624
AUID.11543	AUID.14635
AUID.11544	AUID.14645
AUID.11545	AUID.14656
AUID.11546	AUID.14665
AUID.11547	AUID.14675
AUID.11548	AUID.10182
AUID.11549	AUID.14695
AUID.11550	AUID.14703
AUID.11551	AUID.14713
AUID.11552	AUID.14724
AUID.11553	AUID.14727
AUID.11554	AUID.14743
AUID.11555	AUID.14747
AUID.11556	AUID.14754
AUID.11557	AUID.14759
AUID.11558	AUID.14766
AUID.11559	AUID.14786
AUID.11560	AUID.14798
AUID.11561	AUID.14803
AUID.11562	AUID.14809
AUID.11563	AUID.14816
AUID.11564	AUID.14828
AUID.11565	AUID.14835
AUID.11566	AUID.14845
AUID.11567	AUID.14856
AUID.11568	AUID.14862
AUID.11569	AUID.14872
AUID.11570	AUID.14882
AUID.11571	AUID.10183
AUID.11572	AUID.14912
AUID.11573	AUID.14924
AUID.11574	AUID.14932
AUID.11575	AUID.14943
AUID.11576	AUID.14952
AUID.11577	AUID.14960
AUID.11578	AUID.14969
AUID.11579	AUID.14978
AUID.11580	AUID.14989
AUID.11581	AUID.15034
AUID.11582	AUID.15041
AUID.11583	AUID.15045
AUID.11584	AUID.15057
AUID.11585	AUID.15068
AUID.11586	AUID.15073
AUID.11587	AUID.15083
AUID.11588	AUID.15093
AUID.11589	AUID.15109
AUID.11590	AUID.15115
AUID.11591	AUID.15123
AUID.11592	AUID.15127
AUID.11593	AUID.15139
AUID.11594	AUID.15148
AUID.11595	AUID.15157
AUID.11596	AUID.15167
AUID.11597	AUID.15177
AUID.11598	AUID.15187
AUID.11599	AUID.15197
AUID.11600	AUID.15208
AUID.11601	AUID.15217
AUID.11602	AUID.10185
AUID.11603	AUID.15236
AUID.11604	AUID.15245
AUID.11605	AUID.15256
AUID.11606	AUID.15267
AUID.11607	AUID.15287
AUID.11608	AUID.15297
AUID.11609	AUID.15307
AUID.11610	AUID.15318
AUID.11611	AUID.15329
AUID.11612	AUID.15340
AUID.11613	AUID.15351
AUID.11614	AUID.15357
AUID.11615	AUID.15367
AUID.11616	AUID.15374
AUID.11617	AUID.15380
AUID.11618	AUID.15383
AUID.11619	AUID.15390
AUID.11620	AUID.15393
AUID.11621	AUID.15412
AUID.11622	AUID.15419
AUID.11623	AUID.15430
AUID.11624	AUID.15439
AUID.11625	AUID.15449
AUID.11626	AUID.15458
AUID.11627	AUID.15462
AUID.11628	AUID.10186
AUID.11629	AUID.15472
AUID.11630	AUID.15475
AUID.11631	AUID.15483
AUID.11632	AUID.15493
AUID.11633	AUID.15503
AUID.11634	AUID.15510
AUID.11635	AUID.15519
AUID.11636	AUID.15530
AUID.11637	AUID.15541
AUID.11638	AUID.15550
AUID.11639	AUID.15569
AUID.11640	AUID.15579
AUID.11641	AUID.15590
AUID.11642	AUID.15609
AUID.11643	AUID.15617
AUID.11644	AUID.15647
AUID.11645	AUID.10187
AUID.11646	AUID.15658
AUID.11647	AUID.15664
AUID.11648	AUID.15670
AUID.11649	AUID.15685
AUID.11650	AUID.15689
AUID.11651	AUID.15696
AUID.11652	AUID.15702
AUID.11653	AUID.15704
AUID.11654	AUID.15712
AUID.11655	AUID.15723
AUID.11656	AUID.15733
AUID.11657	AUID.15743
AUID.11658	AUID.15754
AUID.11659	AUID.15759
AUID.11660	AUID.15765
AUID.11661	AUID.15772
AUID.11662	AUID.15781
AUID.11663	AUID.15791
AUID.11664	AUID.15801
AUID.11665	AUID.15811
AUID.11666	AUID.15823
AUID.11667	AUID.15833
AUID.11668	AUID.15844
AUID.11669	AUID.15855
AUID.11670	AUID.15866
AUID.11671	AUID.15877
AUID.11672	AUID.15887
AUID.11673	AUID.15895
AUID.11674	AUID.15902
AUID.11675	AUID.15911
AUID.11676	AUID.15921
AUID.11677	AUID.15930
AUID.11678	AUID.15941
AUID.11679	AUID.15951
AUID.11680	AUID.15962
AUID.11681	AUID.15971
AUID.11682	AUID.15979
AUID.11683	AUID.15989
AUID.11684	AUID.15999
AUID.11685	AUID.16004
AUID.11686	AUID.16009
AUID.11687	AUID.16016
AUID.11688	AUID.16024
AUID.11689	AUID.16030
AUID.11690	AUID.16039
AUID.11691	AUID.16045
AUID.11692	AUID.16050
AUID.11693	AUID.16061
AUID.11694	AUID.16065
AUID.11695	AUID.16071
AUID.11696	AUID.16079
AUID.11697	AUID.16089
AUID.11698	AUID.16100
AUID.11699	AUID.16106
AUID.11700	AUID.16112
AUID.11701	AUID.16122
AUID.11702	AUID.16129
AUID.11703	AUID.16137
AUID.11704	AUID.16147
AUID.11705	AUID.16175
AUID.11706	AUID.16191
AUID.11707	AUID.16200
AUID.11708	AUID.16211
AUID.11709	AUID.16222
AUID.11710	AUID.10188
AUID.11711	AUID.16240
AUID.11712	AUID.16251
AUID.11713	AUID.10189
AUID.11714	AUID.10190
AUID.11715	AUID.16290
AUID.11716	AUID.16301
AUID.11717	AUID.16312
AUID.11718	AUID.16332
AUID.11719	AUID.16343
AUID.11720	AUID.16351
AUID.11721	AUID.16360
AUID.11722	AUID.16369
AUID.11723	AUID.16375
AUID.11724	AUID.16380
AUID.11725	AUID.16388
AUID.11726	AUID.16392
AUID.11727	AUID.16400
AUID.11728	AUID.16406
AUID.11729	AUID.16410
AUID.11730	AUID.16417
AUID.11731	AUID.16428
AUID.11732	AUID.16438
AUID.11733	AUID.16449
AUID.11734	AUID.16454
AUID.11735	AUID.16460
AUID.11736	AUID.16469
AUID.11737	AUID.16478
AUID.11738	AUID.10192
AUID.11739	AUID.16480
AUID.11740	AUID.16485
AUID.11741	AUID.16495
AUID.11742	AUID.16511
AUID.11743	AUID.16520
AUID.11744	AUID.16530
AUID.11745	AUID.16540
AUID.11746	AUID.16550
AUID.11747	AUID.16559
AUID.11748	AUID.16570
AUID.11749	AUID.16579
AUID.11750	AUID.16596
AUID.11751	AUID.16605
AUID.11752	AUID.16616
AUID.11753	AUID.16626
AUID.11754	AUID.16633
AUID.11755	AUID.16645
AUID.11756	AUID.16665
AUID.11757	AUID.16676
AUID.11758	AUID.16686
AUID.11759	AUID.16695
AUID.11760	AUID.16704
AUID.11761	AUID.16715
AUID.11762	AUID.16726
AUID.11763	AUID.16736
AUID.11764	AUID.16743
AUID.11765	AUID.16748
AUID.11766	AUID.16756
AUID.11767	AUID.16763
AUID.11768	AUID.16775
AUID.11769	AUID.16782
AUID.11770	AUID.16791
AUID.11771	AUID.16796
AUID.11772	AUID.16806
AUID.11773	AUID.16810
AUID.11774	AUID.16816
AUID.11775	AUID.16823
AUID.11776	AUID.16833
AUID.11777	AUID.16844
AUID.11778	AUID.16854
AUID.11779	AUID.16865
AUID.11780	AUID.16870
AUID.11781	AUID.16877
AUID.11782	AUID.16887
AUID.11783	AUID.16896
AUID.11784	AUID.16898
AUID.11785	AUID.16901
AUID.11786	AUID.16909
AUID.11787	AUID.16919
AUID.11788	AUID.16929
AUID.11789	AUID.16939
AUID.11790	AUID.16949
AUID.11791	AUID.16959
AUID.11792	AUID.16988
AUID.11793	AUID.16999
AUID.11794	AUID.17010
AUID.11795	AUID.17021
AUID.11796	AUID.17032
AUID.11797	AUID.17041
AUID.11798	AUID.17051
AUID.11799	AUID.17056
AUID.11800	AUID.17066
AUID.11801	AUID.17083
AUID.11802	AUID.17092
AUID.11803	AUID.17102
AUID.11804	AUID.17112
AUID.11805	AUID.17123
AUID.11806	AUID.17132
AUID.11807	AUID.17143
AUID.11808	AUID.17152
AUID.11809	AUID.17164
AUID.11810	AUID.17172
AUID.11811	AUID.17183
AUID.11812	AUID.17203
AUID.11813	AUID.17211
AUID.11814	AUID.17216
AUID.11815	AUID.17219
AUID.11816	AUID.17225
AUID.11817	AUID.17230
AUID.11818	AUID.17233
AUID.11819	AUID.17239
AUID.11820	AUID.17245
AUID.11821	AUID.17248
