AUID_updt	AUID_OLD
AUID.27578	AUID.10463
AUID.11345	AUID.11198
AUID.33271	AUID.13549
AUID.28001	AUID.12948
AUID.60665	AUID.59446
AUID.59167	AUID.57068
AUID.61746	AUID.59469
AUID.124471	AUID.98524
AUID.43933	AUID.10988
AUID.28949	AUID.13034
AUID.15176	AUID.22713
AUID.42647	AUID.10235
AUID.40597	AUID.10685
AUID.42548	AUID.10850
AUID.30847	AUID.13231
AUID.38218	AUID.14274
AUID.28328	AUID.10474
AUID.40240	AUID.14660
AUID.28499	AUID.12996
AUID.13964	AUID.21642
AUID.18360	AUID.11929
AUID.41831	AUID.10778
AUID.17911	AUID.25132
AUID.43326	AUID.16982
AUID.41753	AUID.15576
AUID.26259	AUID.10449
AUID.15664	AUID.11647
AUID.22874	AUID.12404
AUID.31289	AUID.13318
AUID.43641	AUID.10963
AUID.30754	AUID.13220
AUID.27527	AUID.12877
AUID.35835	AUID.13939
AUID.41836	AUID.15650
AUID.22562	AUID.12366
AUID.44288	AUID.17842
AUID.14801	AUID.22377
AUID.24074	AUID.30591
AUID.8479	AUID.5396
AUID.42626	AUID.16356
AUID.911	AUID.914
AUID.13002	AUID.20787
AUID.11078	AUID.19079
AUID.12103	AUID.19990
AUID.18859	AUID.25971
AUID.13169	AUID.11387
AUID.35894	AUID.13948
AUID.61552	AUID.59450
AUID.44824	AUID.18321
AUID.43584	AUID.10246
AUID.41718	AUID.15544
AUID.41345	AUID.15267
AUID.40125	AUID.10659
AUID.40356	AUID.14717
AUID.24185	AUID.12535
AUID.13508	AUID.11421
AUID.43163	AUID.10911
AUID.12745	AUID.10291
AUID.10230	AUID.14879
AUID.27584	AUID.12886
AUID.11723	AUID.11240
AUID.15148	AUID.11594
AUID.90990	AUID.86478
AUID.35473	AUID.13831
AUID.38831	AUID.10170
AUID.42470	AUID.10233
AUID.11464	AUID.19423
AUID.10207	AUID.12622
AUID.12567	AUID.11325
AUID.40765	AUID.14967
AUID.14191	AUID.21843
AUID.24672	AUID.12575
AUID.22556	AUID.29252
AUID.12835	AUID.20635
AUID.27725	AUID.12910
AUID.43781	AUID.17384
AUID.10853	AUID.11149
AUID.11065	AUID.11172
AUID.61573	AUID.59658
AUID.97402	AUID.96972
AUID.15458	AUID.11626
AUID.44782	AUID.18283
AUID.18072	AUID.11901
AUID.14408	AUID.22032
AUID.44507	AUID.18036
AUID.23864	AUID.30400
AUID.22486	AUID.12358
AUID.39168	AUID.14518
AUID.10963	AUID.18977
AUID.37923	AUID.14180
AUID.29219	AUID.13066
AUID.13405	AUID.21143
AUID.41825	AUID.15640
AUID.42913	AUID.16614
AUID.34924	AUID.13741
AUID.11135	AUID.19130
AUID.11700	AUID.19632
AUID.57823	AUID.56899
AUID.18468	AUID.25631
AUID.41380	AUID.15277
AUID.42680	AUID.16404
AUID.91000	AUID.86264
AUID.26849	AUID.10456
AUID.15930	AUID.11677
AUID.12149	AUID.20031
AUID.27738	AUID.12912
AUID.13755	AUID.11447
AUID.39757	AUID.14591
AUID.18874	AUID.10362
AUID.42446	AUID.16194
AUID.13763	AUID.21461
AUID.10253	AUID.18275
AUID.37006	AUID.14073
AUID.43282	AUID.16943
AUID.13697	AUID.21403
AUID.14211	AUID.21860
AUID.14924	AUID.11573
AUID.27552	AUID.12880
AUID.11239	AUID.19223
AUID.3351	AUID.2535
AUID.41987	AUID.15787
AUID.10345	AUID.11094
AUID.16907	AUID.24243
AUID.43068	AUID.16754
AUID.42928	AUID.16628
AUID.42061	AUID.15853
AUID.43530	AUID.10950
AUID.13171	AUID.20935
AUID.41774	AUID.15594
AUID.17663	AUID.11862
AUID.40550	AUID.14824
AUID.44518	AUID.18045
AUID.3451	AUID.2542
AUID.276	AUID.40
AUID.49641	AUID.45052
AUID.172772	AUID.172680
AUID.10668	AUID.18716
AUID.12248	AUID.20117
AUID.12873	AUID.20670
AUID.13664	AUID.11438
AUID.13498	AUID.10300
AUID.34692	AUID.10203
AUID.13528	AUID.21253
AUID.31027	AUID.13254
AUID.10702	AUID.18747
AUID.44530	AUID.18055
AUID.14205	AUID.21855
AUID.14116	AUID.21776
AUID.28777	AUID.13019
AUID.42479	AUID.16224
AUID.42122	AUID.10805
AUID.29679	AUID.13132
AUID.35259	AUID.10567
AUID.41562	AUID.15406
AUID.15801	AUID.11664
AUID.42378	AUID.16134
AUID.44339	AUID.11027
AUID.29686	AUID.13133
AUID.23764	AUID.12492
AUID.44135	AUID.17706
AUID.20845	AUID.12202
AUID.41441	AUID.15297
AUID.33678	AUID.13628
AUID.40316	AUID.14692
AUID.10636	AUID.11126
AUID.3032	AUID.2638
AUID.38582	AUID.14425
AUID.10630	AUID.18683
AUID.43035	AUID.16724
AUID.10589	AUID.11121
AUID.11230	AUID.11187
AUID.41248	AUID.15239
AUID.88791	AUID.87393
AUID.26096	AUID.32386
AUID.56161	AUID.55739
AUID.43689	AUID.17300
AUID.18856	AUID.25968
AUID.40952	AUID.10713
AUID.41678	AUID.15510
AUID.13988	AUID.11471
AUID.15035	AUID.22588
AUID.29573	AUID.13122
AUID.11425	AUID.19390
AUID.13390	AUID.21130
AUID.43594	AUID.17217
AUID.44854	AUID.11083
AUID.30565	AUID.13204
AUID.41933	AUID.15737
AUID.40510	AUID.14803
AUID.12749	AUID.20559
AUID.44600	AUID.18117
AUID.38279	AUID.14298
AUID.14014	AUID.11474
AUID.44835	AUID.18330
AUID.35132	AUID.13767
AUID.25127	AUID.31519
AUID.172245	AUID.172096
AUID.172297	AUID.172100
AUID.17578	AUID.11854
AUID.13752	AUID.21452
AUID.11672	AUID.19607
AUID.35421	AUID.13811
AUID.37920	AUID.10612
AUID.89482	AUID.86359
AUID.10299	AUID.18390
AUID.13995	AUID.11472
AUID.13285	AUID.11399
AUID.44293	AUID.17847
AUID.38989	AUID.14491
AUID.61329	AUID.59447
AUID.18306	AUID.11924
AUID.43148	AUID.16825
AUID.11948	AUID.19853
AUID.12108	AUID.11277
AUID.36029	AUID.13968
AUID.656	AUID.79
AUID.10201	AUID.12292
AUID.43482	AUID.10946
AUID.1032	AUID.1025
AUID.41574	AUID.15416
AUID.1015	AUID.1008
AUID.11132	AUID.11177
AUID.42146	AUID.15929
AUID.38512	AUID.14414
AUID.25912	AUID.12705
AUID.18284	AUID.11920
AUID.27583	AUID.12885
AUID.19486	AUID.12057
AUID.15824	AUID.23285
AUID.13643	AUID.21354
AUID.22465	AUID.12356
AUID.3548	AUID.2550
AUID.41563	AUID.10750
AUID.10683	AUID.18729
AUID.40964	AUID.15109
AUID.31277	AUID.13316
AUID.42083	AUID.15872
AUID.44544	AUID.18068
AUID.16805	AUID.10339
AUID.43903	AUID.17497
AUID.17947	AUID.25166
AUID.23659	AUID.30230
AUID.20299	AUID.12143
AUID.26613	AUID.12795
AUID.25126	AUID.12637
AUID.39322	AUID.10650
AUID.526	AUID.68
AUID.11774	AUID.19698
AUID.1035	AUID.964
AUID.11734	AUID.11241
AUID.20045	AUID.12110
AUID.13398	AUID.10299
AUID.28441	AUID.12991
AUID.10333	AUID.10262
AUID.41607	AUID.10754
AUID.23927	AUID.12513
AUID.10219	AUID.13589
AUID.17881	AUID.11884
AUID.16296	AUID.23706
AUID.20586	AUID.12168
AUID.42209	AUID.15985
AUID.10183	AUID.11571
AUID.25329	AUID.10437
AUID.36545	AUID.14034
AUID.11893	AUID.19804
AUID.41481	AUID.10741
AUID.34037	AUID.13663
AUID.43005	AUID.16697
AUID.21247	AUID.12238
AUID.961	AUID.937
AUID.998	AUID.992
AUID.42854	AUID.16561
AUID.137697	AUID.130023
AUID.136243	AUID.130015
AUID.134313	AUID.130010
AUID.17030	AUID.24355
AUID.4681	AUID.3902
AUID.97001	AUID.96966
AUID.11503	AUID.19457
AUID.855	AUID.855
AUID.11175	AUID.19165
AUID.22140	AUID.12328
AUID.42562	AUID.16298
AUID.13202	AUID.20963
AUID.31201	AUID.13293
AUID.11581	AUID.19526
AUID.19641	AUID.12070
AUID.11827	AUID.11247
AUID.16901	AUID.11785
AUID.31253	AUID.13305
AUID.44136	AUID.17707
AUID.44062	AUID.17640
AUID.37934	AUID.14184
AUID.42922	AUID.10886
AUID.13424	AUID.21161
AUID.12610	AUID.11329
AUID.44769	AUID.11075
AUID.42095	AUID.10803
AUID.93246	AUID.86642
AUID.149345	AUID.144710
AUID.167688	AUID.144644
AUID.12244	AUID.10285
AUID.42731	AUID.16451
AUID.39382	AUID.14549
AUID.41691	AUID.15520
AUID.28907	AUID.10480
AUID.18336	AUID.25512
AUID.42492	AUID.16236
AUID.11048	AUID.19052
AUID.20168	AUID.27124
AUID.89297	AUID.86349
AUID.16224	AUID.23638
AUID.17303	AUID.24593
AUID.35001	AUID.13748
AUID.15914	AUID.23366
AUID.43355	AUID.17007
AUID.13204	AUID.20965
AUID.38091	AUID.14238
AUID.91987	AUID.86558
AUID.11964	AUID.19868
AUID.44531	AUID.18056
AUID.11573	AUID.19518
AUID.42884	AUID.16588
AUID.23951	AUID.30479
AUID.44625	AUID.18138
AUID.43660	AUID.17276
AUID.16575	AUID.23952
AUID.44246	AUID.11017
AUID.23422	AUID.12450
AUID.43727	AUID.17336
AUID.41445	AUID.15301
AUID.38097	AUID.14239
AUID.20834	AUID.12199
AUID.42315	AUID.16077
AUID.41287	AUID.15247
AUID.44170	AUID.17739
AUID.14915	AUID.22479
AUID.86721	AUID.86889
AUID.38022	AUID.14209
AUID.17852	AUID.11881
AUID.25447	AUID.12665
AUID.39983	AUID.14622
AUID.38532	AUID.14418
AUID.44577	AUID.18097
AUID.43217	AUID.16884
AUID.44784	AUID.18285
AUID.89347	AUID.87919
AUID.38202	AUID.14264
AUID.16241	AUID.23653
AUID.44348	AUID.11028
AUID.16949	AUID.11790
AUID.12387	AUID.20241
AUID.44290	AUID.17844
AUID.14973	AUID.22530
AUID.15485	AUID.22985
AUID.42968	AUID.10892
AUID.43292	AUID.16951
AUID.41684	AUID.15515
AUID.19483	AUID.12056
AUID.44003	AUID.17588
AUID.27439	AUID.12867
AUID.34693	AUID.10561
AUID.14875	AUID.22441
AUID.44761	AUID.18259
AUID.12780	AUID.20587
AUID.12018	AUID.19915
AUID.13840	AUID.11456
AUID.42934	AUID.16633
AUID.35763	AUID.13927
AUID.16806	AUID.11772
AUID.42649	AUID.16375
AUID.89535	AUID.86361
AUID.17874	AUID.25100
AUID.31259	AUID.13308
AUID.96944	AUID.96768
AUID.43124	AUID.16804
AUID.16665	AUID.11756
AUID.25244	AUID.31627
AUID.25951	AUID.12709
AUID.23412	AUID.12449
AUID.43154	AUID.16830
AUID.13837	AUID.21527
AUID.10627	AUID.11124
AUID.11927	AUID.11258
AUID.28206	AUID.12968
AUID.21875	AUID.12306
AUID.18837	AUID.11981
AUID.43433	AUID.17074
AUID.95686	AUID.86811
AUID.37859	AUID.14165
AUID.15149	AUID.22688
AUID.12702	AUID.20520
AUID.10939	AUID.18956
AUID.172699	AUID.172144
AUID.18998	AUID.11999
AUID.39730	AUID.14588
AUID.31009	AUID.13250
AUID.19275	AUID.26344
AUID.12428	AUID.20277
AUID.18290	AUID.25473
AUID.211	AUID.33
AUID.33866	AUID.13644
AUID.37726	AUID.14145
AUID.31183	AUID.13288
AUID.11137	AUID.11178
AUID.20101	AUID.12120
AUID.31126	AUID.13278
AUID.12806	AUID.11350
AUID.20881	AUID.12206
AUID.44591	AUID.18109
AUID.14882	AUID.11570
AUID.43335	AUID.16989
AUID.41118	AUID.15177
AUID.17313	AUID.11829
AUID.38280	AUID.14299
AUID.10528	AUID.18594
AUID.14524	AUID.22131
AUID.13254	AUID.21010
AUID.89187	AUID.87770
AUID.14680	AUID.22270
AUID.34477	AUID.13702
AUID.17146	AUID.24458
AUID.40853	AUID.15038
AUID.42305	AUID.16068
AUID.17527	AUID.11849
AUID.29703	AUID.13135
AUID.35442	AUID.13819
AUID.36304	AUID.14000
AUID.38037	AUID.14219
AUID.18764	AUID.11972
AUID.87577	AUID.86960
AUID.11625	AUID.19565
AUID.31245	AUID.13301
AUID.42355	AUID.16113
AUID.32903	AUID.13479
AUID.19742	AUID.12079
AUID.43504	AUID.17137
AUID.42119	AUID.15906
AUID.42785	AUID.16499
AUID.18548	AUID.11947
AUID.23037	AUID.12419
AUID.22865	AUID.12403
AUID.20127	AUID.12123
AUID.19701	AUID.12075
AUID.36164	AUID.13983
AUID.38210	AUID.14269
AUID.28424	AUID.10475
AUID.37812	AUID.14158
AUID.15482	AUID.22983
AUID.17875	AUID.25101
AUID.8	AUID.96
AUID.10093	AUID.9552
AUID.5510	AUID.5184
AUID.172341	AUID.172087
AUID.39256	AUID.14534
AUID.127811	AUID.98207
AUID.11407	AUID.19374
AUID.12367	AUID.20223
AUID.42424	AUID.16175
AUID.15397	AUID.22908
AUID.18191	AUID.11908
AUID.33493	AUID.13607
AUID.42505	AUID.16248
AUID.15054	AUID.22605
AUID.34448	AUID.13699
AUID.13830	AUID.11455
AUID.43287	AUID.16947
AUID.19338	AUID.12033
AUID.11957	AUID.19862
AUID.145713	AUID.144683
AUID.42992	AUID.10239
AUID.16970	AUID.10341
AUID.42702	AUID.16424
AUID.88600	AUID.87214
AUID.14070	AUID.10307
AUID.41603	AUID.15443
AUID.34203	AUID.13676
AUID.42727	AUID.16447
AUID.15049	AUID.22600
AUID.11920	AUID.19828
AUID.14525	AUID.22132
AUID.14094	AUID.21755
AUID.27744	AUID.12913
AUID.44012	AUID.17596
AUID.41436	AUID.15292
AUID.18064	AUID.11900
AUID.44563	AUID.18084
AUID.43307	AUID.16965
AUID.41522	AUID.15369
AUID.3646	AUID.2562
AUID.96496	AUID.96417
AUID.3445	AUID.2541
AUID.96458	AUID.96415
AUID.3429	AUID.2726
AUID.172788	AUID.172694
AUID.9907	AUID.9383
AUID.606	AUID.74
AUID.91876	AUID.86267
AUID.3109	AUID.2533
AUID.129360	AUID.98924
AUID.2569	AUID.2593
AUID.3718	AUID.2568
AUID.3840	AUID.2584
AUID.22813	AUID.12398
AUID.11557	AUID.19504
AUID.42565	AUID.16301
AUID.42323	AUID.16084
AUID.56099	AUID.55684
AUID.56947	AUID.56833
AUID.17477	AUID.10346
AUID.22754	AUID.12391
AUID.20065	AUID.27039
AUID.23691	AUID.12480
AUID.16351	AUID.11720
AUID.29845	AUID.13146
AUID.44543	AUID.18067
AUID.16103	AUID.23529
AUID.35606	AUID.13863
AUID.15056	AUID.22607
AUID.29714	AUID.10196
AUID.30526	AUID.13201
AUID.27288	AUID.12853
AUID.41636	AUID.10757
AUID.10213	AUID.10509
AUID.13513	AUID.11422
AUID.44365	AUID.17910
AUID.35261	AUID.13784
AUID.20931	AUID.12212
AUID.10229	AUID.14860
AUID.31143	AUID.13281
AUID.35895	AUID.13949
AUID.21579	AUID.12264
AUID.25793	AUID.12695
AUID.9964	AUID.9335
AUID.17387	AUID.24667
AUID.30909	AUID.13238
AUID.41746	AUID.15569
AUID.30671	AUID.13213
AUID.3685	AUID.2565
AUID.3708	AUID.2526
AUID.62912	AUID.61869
AUID.80577	AUID.61824
AUID.10316	AUID.18405
AUID.29173	AUID.35093
AUID.19452	AUID.26494
AUID.22416	AUID.12352
AUID.44628	AUID.18141
AUID.43834	AUID.17433
AUID.32828	AUID.13468
AUID.20007	AUID.26989
AUID.24940	AUID.31357
AUID.12301	AUID.11298
AUID.88889	AUID.87487
AUID.11375	AUID.19345
AUID.10444	AUID.18518
AUID.28546	AUID.13000
AUID.33773	AUID.13637
AUID.28119	AUID.12959
AUID.89087	AUID.87675
AUID.11587	AUID.19531
AUID.13014	AUID.20797
AUID.41890	AUID.15698
AUID.42359	AUID.16117
AUID.16220	AUID.23635
AUID.11713	AUID.19643
AUID.16754	AUID.24113
AUID.17677	AUID.24927
AUID.37398	AUID.14107
AUID.33497	AUID.10547
AUID.38448	AUID.14379
AUID.43905	AUID.17499
AUID.40755	AUID.14961
AUID.172217	AUID.172093
AUID.14583	AUID.11538
AUID.23195	AUID.12433
AUID.44635	AUID.18147
AUID.89288	AUID.87864
AUID.89622	AUID.88180
AUID.10875	AUID.18900
AUID.89054	AUID.87643
AUID.89281	AUID.87858
AUID.40726	AUID.14939
AUID.38570	AUID.14424
AUID.41581	AUID.10752
AUID.1006	AUID.963
AUID.19451	AUID.12050
AUID.10896	AUID.11153
AUID.10222	AUID.13723
AUID.27863	AUID.12935
AUID.40965	AUID.15110
AUID.99399	AUID.98228
AUID.96797	AUID.96838
AUID.44468	AUID.18001
AUID.43651	AUID.10964
AUID.41921	AUID.15726
AUID.123601	AUID.98179
AUID.14435	AUID.11520
AUID.16251	AUID.11712
AUID.13685	AUID.11440
AUID.12011	AUID.19909
AUID.90518	AUID.86438
AUID.88471	AUID.87096
AUID.89736	AUID.86376
AUID.90441	AUID.86429
AUID.12280	AUID.11296
AUID.91155	AUID.86493
AUID.15312	AUID.22835
AUID.14966	AUID.22524
AUID.24167	AUID.12533
AUID.43162	AUID.10241
AUID.16886	AUID.10340
AUID.12734	AUID.11342
AUID.16083	AUID.23511
AUID.91009	AUID.86479
AUID.41137	AUID.15192
AUID.5972	AUID.6645
AUID.5698	AUID.6390
AUID.97416	AUID.96973
AUID.169261	AUID.144655
AUID.10553	AUID.18615
AUID.36047	AUID.13970
AUID.31883	AUID.13376
AUID.10313	AUID.11091
AUID.10188	AUID.11710
AUID.44390	AUID.17931
AUID.38481	AUID.10635
AUID.43131	AUID.16810
AUID.40348	AUID.14713
AUID.17509	AUID.11847
AUID.44611	AUID.10258
AUID.41108	AUID.10722
AUID.12476	AUID.20320
AUID.11468	AUID.19427
AUID.35898	AUID.13951
AUID.16470	AUID.23859
AUID.12204	AUID.11288
AUID.38458	AUID.10211
AUID.176054	AUID.175666
AUID.42223	AUID.15996
AUID.172797	AUID.172702
AUID.172782	AUID.172689
AUID.18772	AUID.11974
AUID.88693	AUID.87302
AUID.12419	AUID.11309
AUID.43593	AUID.10957
AUID.13237	AUID.10297
AUID.172303	AUID.172101
AUID.44086	AUID.17662
AUID.55650	AUID.56431
AUID.11469	AUID.19428
AUID.44631	AUID.11060
AUID.96799	AUID.96840
AUID.11820	AUID.10280
AUID.20853	AUID.12203
AUID.19790	AUID.26796
AUID.55552	AUID.55586
AUID.96858	AUID.96752
AUID.56708	AUID.55500
AUID.57880	AUID.56783
AUID.55687	AUID.55599
AUID.41875	AUID.15684
AUID.23666	AUID.30236
AUID.13315	AUID.21062
AUID.26858	AUID.12818
AUID.16898	AUID.11784
AUID.16312	AUID.11717
AUID.42533	AUID.16273
AUID.43453	AUID.10944
AUID.41983	AUID.15783
AUID.40157	AUID.14639
AUID.15758	AUID.23228
AUID.91163	AUID.86494
AUID.92158	AUID.86569
AUID.43571	AUID.17198
AUID.29237	AUID.13069
AUID.17912	AUID.25133
AUID.22538	AUID.29237
AUID.44791	AUID.11078
AUID.12705	AUID.20523
AUID.11491	AUID.11214
AUID.44304	AUID.17856
AUID.17942	AUID.25161
AUID.62046	AUID.62554
AUID.42419	AUID.16171
AUID.35556	AUID.13845
AUID.89928	AUID.88463
AUID.13377	AUID.21118
AUID.14868	AUID.22435
AUID.42665	AUID.16390
AUID.44212	AUID.11014
AUID.30860	AUID.13233
AUID.29391	AUID.13098
AUID.17807	AUID.25039
AUID.15219	AUID.22751
AUID.96624	AUID.96524
AUID.97435	AUID.96958
AUID.42421	AUID.16172
AUID.113612	AUID.98325
AUID.40635	AUID.10216
AUID.3496	AUID.2789
AUID.12023	AUID.11268
AUID.16382	AUID.23784
AUID.21143	AUID.27984
AUID.41910	AUID.15716
AUID.27358	AUID.12859
AUID.44294	AUID.17848
AUID.13879	AUID.11460
AUID.41471	AUID.15324
AUID.14220	AUID.21868
AUID.11408	AUID.19375
AUID.40681	AUID.14906
AUID.30958	AUID.10506
AUID.36075	AUID.10587
AUID.14226	AUID.11497
AUID.40368	AUID.14726
AUID.21623	AUID.28424
AUID.12612	AUID.20440
AUID.12936	AUID.20728
AUID.14471	AUID.22085
AUID.35264	AUID.13785
AUID.169743	AUID.144659
AUID.161584	AUID.144804
AUID.166812	AUID.144636
AUID.31248	AUID.10513
AUID.15406	AUID.22917
AUID.44074	AUID.17651
AUID.26910	AUID.12823
AUID.88688	AUID.87297
AUID.983	AUID.977
AUID.95256	AUID.86780
AUID.18828	AUID.25945
AUID.43304	AUID.16962
AUID.56813	AUID.56823
AUID.118935	AUID.98365
AUID.59203	AUID.56798
AUID.56308	AUID.55874
AUID.61569	AUID.59452
AUID.61815	AUID.59475
AUID.29693	AUID.13134
AUID.44382	AUID.11032
AUID.29526	AUID.10490
AUID.22607	AUID.29298
AUID.26217	AUID.10448
AUID.21990	AUID.12316
AUID.15167	AUID.11596
AUID.11164	AUID.19155
AUID.10985	AUID.18997
AUID.16385	AUID.23787
AUID.35174	AUID.13772
AUID.41163	AUID.15210
AUID.43817	AUID.17417
AUID.89207	AUID.87788
AUID.10883	AUID.18908
AUID.17348	AUID.11833
AUID.22727	AUID.12386
AUID.29936	AUID.35750
AUID.12527	AUID.11321
AUID.40463	AUID.14785
AUID.42755	AUID.16471
AUID.14759	AUID.11557
AUID.25254	AUID.12647
AUID.35686	AUID.13885
AUID.14499	AUID.10312
AUID.10922	AUID.11156
AUID.44087	AUID.11002
AUID.13361	AUID.21104
AUID.41871	AUID.15681
AUID.24124	AUID.10424
AUID.44774	AUID.10260
AUID.42420	AUID.10837
AUID.36649	AUID.14042
AUID.136453	AUID.130016
AUID.14193	AUID.21844
AUID.11781	AUID.19704
AUID.34359	AUID.13690
AUID.12605	AUID.20434
AUID.43516	AUID.17149
AUID.13451	AUID.21185
AUID.41755	AUID.15577
AUID.93560	AUID.86666
AUID.43746	AUID.17353
AUID.81430	AUID.61809
AUID.85001	AUID.61854
AUID.79775	AUID.61822
AUID.81996	AUID.61836
AUID.14605	AUID.22202
AUID.16773	AUID.24130
AUID.44228	AUID.17790
AUID.24778	AUID.31226
AUID.33904	AUID.10552
AUID.11387	AUID.19356
AUID.159641	AUID.144789
AUID.44075	AUID.17652
AUID.933	AUID.865
AUID.11053	AUID.19057
AUID.43788	AUID.17390
AUID.31371	AUID.13326
AUID.30763	AUID.10503
AUID.18907	AUID.11990
AUID.978	AUID.972
AUID.28828	AUID.13024
AUID.60556	AUID.59554
AUID.56233	AUID.55805
AUID.43125	AUID.10907
AUID.24774	AUID.31222
AUID.29651	AUID.13130
AUID.172292	AUID.172233
AUID.34915	AUID.13740
AUID.43258	AUID.16921
AUID.18482	AUID.11941
AUID.43875	AUID.17470
AUID.159372	AUID.144787
AUID.161068	AUID.144801
AUID.155878	AUID.144759
AUID.154057	AUID.144617
AUID.166905	AUID.144936
AUID.171882	AUID.144672
AUID.155161	AUID.144754
AUID.156132	AUID.144760
AUID.14809	AUID.11562
AUID.154971	AUID.144621
AUID.42974	AUID.10893
AUID.163029	AUID.144817
AUID.43327	AUID.16983
AUID.38882	AUID.14475
AUID.789	AUID.89
AUID.90210	AUID.86413
AUID.93892	AUID.86689
AUID.515	AUID.67
AUID.37850	AUID.14164
AUID.41557	AUID.15401
AUID.12670	AUID.11335
AUID.11355	AUID.19327
AUID.25486	AUID.12669
AUID.34790	AUID.10562
AUID.13209	AUID.20970
AUID.160795	AUID.144800
AUID.162578	AUID.144813
AUID.151698	AUID.144730
AUID.145344	AUID.144680
AUID.168389	AUID.144650
AUID.105	AUID.2
AUID.172604	AUID.172090
AUID.364	AUID.5
AUID.113	AUID.21
AUID.167995	AUID.145021
AUID.155352	AUID.144756
AUID.157744	AUID.144773
AUID.24391	AUID.12554
AUID.39362	AUID.14547
AUID.20159	AUID.27116
AUID.40868	AUID.15050
AUID.31379	AUID.10516
AUID.10208	AUID.12625
AUID.28310	AUID.12979
AUID.23789	AUID.12495
AUID.33296	AUID.13562
AUID.29101	AUID.13051
AUID.12829	AUID.20630
AUID.162672	AUID.144814
AUID.26461	AUID.32694
AUID.42569	AUID.16304
AUID.13112	AUID.20886
AUID.44137	AUID.17708
AUID.42192	AUID.10813
AUID.12073	AUID.11272
AUID.41256	AUID.15240
AUID.88488	AUID.87112
AUID.88485	AUID.87109
AUID.11405	AUID.19372
AUID.35122	AUID.10565
AUID.66022	AUID.61893
AUID.28127	AUID.12960
AUID.25544	AUID.12675
AUID.42310	AUID.10826
AUID.22803	AUID.12397
AUID.43166	AUID.16839
AUID.43774	AUID.10976
AUID.12810	AUID.11351
AUID.43509	AUID.17142
AUID.59144	AUID.56791
AUID.23472	AUID.10415
AUID.38767	AUID.14460
AUID.21033	AUID.12224
AUID.28518	AUID.10476
AUID.93418	AUID.86657
AUID.26370	AUID.10451
AUID.12434	AUID.20282
AUID.38366	AUID.14323
AUID.44653	AUID.18163
AUID.13469	AUID.11417
AUID.43755	AUID.17360
AUID.42703	AUID.10867
AUID.33119	AUID.13515
AUID.13808	AUID.11452
AUID.91128	AUID.86490
AUID.41499	AUID.15349
AUID.33158	AUID.13526
AUID.38996	AUID.14493
AUID.88834	AUID.87433
AUID.20464	AUID.12156
AUID.42008	AUID.10793
AUID.56438	AUID.55545
AUID.56124	AUID.55706
AUID.43193	AUID.16863
AUID.43300	AUID.10926
AUID.18751	AUID.10360
AUID.96790	AUID.96832
AUID.123811	AUID.98181
AUID.19163	AUID.10365
AUID.14923	AUID.10317
AUID.14242	AUID.11499
AUID.14056	AUID.21723
AUID.40306	AUID.14686
AUID.20607	AUID.12170
AUID.10217	AUID.13384
AUID.36829	AUID.10597
AUID.31465	AUID.13336
AUID.56788	AUID.56312
AUID.56727	AUID.56246
AUID.56524	AUID.56067
AUID.64398	AUID.61878
AUID.59324	AUID.56810
AUID.188	AUID.254
AUID.13364	AUID.11408
AUID.23794	AUID.12498
AUID.40305	AUID.14685
AUID.12544	AUID.20380
AUID.44120	AUID.17693
AUID.42735	AUID.16454
AUID.12072	AUID.10283
AUID.99830	AUID.98230
AUID.35189	AUID.13774
AUID.40611	AUID.14852
AUID.56870	AUID.56827
AUID.10834	AUID.18865
AUID.42616	AUID.16347
AUID.14839	AUID.22409
AUID.11134	AUID.19129
AUID.41615	AUID.15454
AUID.40322	AUID.14697
AUID.17724	AUID.11868
AUID.31073	AUID.13261
AUID.59152	AUID.57054
AUID.28612	AUID.10477
AUID.18378	AUID.10357
AUID.10358	AUID.11096
AUID.59228	AUID.56801
AUID.10836	AUID.10268
AUID.96982	AUID.96803
AUID.61557	AUID.59451
AUID.59142	AUID.57046
AUID.123186	AUID.98414
AUID.59236	AUID.57128
AUID.56603	AUID.55563
AUID.38439	AUID.14373
AUID.38745	AUID.14457
AUID.30368	AUID.13188
AUID.88411	AUID.87039
AUID.15590	AUID.11641
AUID.94431	AUID.86720
AUID.40401	AUID.14749
AUID.42237	AUID.16008
AUID.27608	AUID.12891
AUID.16736	AUID.11763
AUID.25660	AUID.12685
AUID.14754	AUID.11556
AUID.97249	AUID.96969
AUID.10788	AUID.18823
AUID.16465	AUID.23855
AUID.22884	AUID.12405
AUID.39093	AUID.10645
AUID.16417	AUID.11730
AUID.36563	AUID.14036
AUID.13207	AUID.20968
AUID.56095	AUID.55680
AUID.28137	AUID.12961
AUID.12850	AUID.20648
AUID.12098	AUID.19986
AUID.19325	AUID.26388
AUID.89868	AUID.86384
AUID.40579	AUID.14833
AUID.42142	AUID.10807
AUID.23687	AUID.30253
AUID.40662	AUID.14892
AUID.22370	AUID.12349
AUID.33302	AUID.13563
AUID.36781	AUID.14055
AUID.18385	AUID.25556
AUID.29300	AUID.35201
AUID.11388	AUID.19357
AUID.42502	AUID.16245
AUID.27478	AUID.12871
AUID.27216	AUID.12847
AUID.11760	AUID.19684
AUID.41770	AUID.15591
AUID.17466	AUID.24739
AUID.13227	AUID.11393
AUID.24719	AUID.31173
AUID.14860	AUID.22428
AUID.20144	AUID.12124
