AUID_updt	AUID_OLD
AUID.11227	AUID.19212
AUID.42062	AUID.15854
AUID.26521	AUID.12787
AUID.13678	AUID.21385
AUID.12658	AUID.10290
AUID.23299	AUID.29909
AUID.31892	AUID.13377
AUID.36522	AUID.14032
AUID.14869	AUID.22436
AUID.11350	AUID.19322
AUID.13161	AUID.20927
AUID.12162	AUID.20041
AUID.18829	AUID.25946
AUID.20724	AUID.27622
AUID.86	AUID.166
AUID.14758	AUID.22338
AUID.35651	AUID.13877
AUID.26097	AUID.32387
AUID.13274	AUID.21028
AUID.13965	AUID.21643
AUID.16053	AUID.23486
AUID.29027	AUID.13043
AUID.42218	AUID.15992
AUID.10893	AUID.18917
AUID.13580	AUID.21298
AUID.44347	AUID.17895
AUID.35642	AUID.13873
AUID.184	AUID.252
AUID.42713	AUID.16434
AUID.42225	AUID.15998
AUID.26282	AUID.12762
AUID.38462	AUID.14390
AUID.10632	AUID.11125
AUID.10288	AUID.18380
AUID.12368	AUID.20224
AUID.31326	AUID.36952
AUID.14799	AUID.22375
AUID.19047	AUID.12004
AUID.44773	AUID.18276
AUID.32823	AUID.13467
AUID.41156	AUID.15204
AUID.43001	AUID.10895
AUID.35810	AUID.13935
AUID.123750	AUID.98464
AUID.14149	AUID.11487
AUID.42650	AUID.16376
AUID.172768	AUID.172676
AUID.38166	AUID.14257
AUID.29090	AUID.13049
AUID.32644	AUID.13447
AUID.37971	AUID.14194
AUID.42235	AUID.10818
AUID.31184	AUID.13289
AUID.17779	AUID.11873
AUID.10172	AUID.19543
AUID.25102	AUID.31497
AUID.36006	AUID.13965
AUID.16112	AUID.11700
AUID.10715	AUID.18759
AUID.43829	AUID.17428
AUID.122054	AUID.101032
AUID.96721	AUID.96528
AUID.10698	AUID.11133
AUID.41140	AUID.15193
AUID.29463	AUID.13107
AUID.42896	AUID.16599
AUID.89375	AUID.86260
AUID.267	AUID.39
AUID.44539	AUID.11049
AUID.25117	AUID.12636
AUID.44740	AUID.18240
AUID.16364	AUID.23769
AUID.16765	AUID.24122
AUID.12788	AUID.20595
AUID.35725	AUID.13901
AUID.43661	AUID.17277
AUID.38447	AUID.14378
AUID.41494	AUID.15345
AUID.29427	AUID.13103
AUID.15393	AUID.11620
AUID.30964	AUID.13244
AUID.27642	AUID.12899
AUID.11254	AUID.10273
AUID.172400	AUID.172111
AUID.10831	AUID.18862
AUID.10821	AUID.18853
AUID.41487	AUID.15339
AUID.22622	AUID.12372
AUID.16770	AUID.24127
AUID.10832	AUID.18863
AUID.12799	AUID.11349
AUID.19212	AUID.12019
AUID.40617	AUID.14857
AUID.43669	AUID.10966
AUID.24067	AUID.12525
AUID.44416	AUID.11036
AUID.12437	AUID.11312
AUID.15389	AUID.22902
AUID.43238	AUID.16903
AUID.39279	AUID.14538
AUID.43345	AUID.16998
AUID.19137	AUID.26219
AUID.13083	AUID.20859
AUID.11019	AUID.19027
AUID.41644	AUID.10758
AUID.15548	AUID.23041
AUID.13806	AUID.21501
AUID.38780	AUID.14462
AUID.172276	AUID.172218
AUID.26661	AUID.12799
AUID.11128	AUID.19124
AUID.34485	AUID.13703
AUID.16507	AUID.23891
AUID.43589	AUID.17213
AUID.10465	AUID.18537
AUID.29004	AUID.13041
AUID.12740	AUID.11343
AUID.41788	AUID.15606
AUID.39647	AUID.14579
AUID.42409	AUID.10836
AUID.11715	AUID.19645
AUID.13373	AUID.21114
AUID.44532	AUID.18057
AUID.41528	AUID.15374
AUID.16528	AUID.23910
AUID.44270	AUID.17826
AUID.37030	AUID.14076
AUID.88401	AUID.87030
AUID.123628	AUID.101719
AUID.38754	AUID.14458
AUID.33382	AUID.13583
AUID.24687	AUID.12577
AUID.43966	AUID.17553
AUID.33378	AUID.13581
AUID.12068	AUID.19961
AUID.13623	AUID.21335
AUID.35715	AUID.13892
AUID.41452	AUID.15308
AUID.27195	AUID.12845
AUID.23783	AUID.12494
AUID.40242	AUID.14662
AUID.24845	AUID.12598
AUID.93345	AUID.86652
AUID.44068	AUID.17645
AUID.35714	AUID.13891
AUID.14675	AUID.11547
AUID.13583	AUID.11429
AUID.28216	AUID.12969
AUID.19368	AUID.12039
AUID.14818	AUID.22391
AUID.12268	AUID.20134
AUID.35991	AUID.13963
AUID.22115	AUID.12326
AUID.37276	AUID.14098
AUID.18954	AUID.11995
AUID.40816	AUID.10702
AUID.43024	AUID.16714
AUID.13883	AUID.21568
AUID.43212	AUID.16879
AUID.94420	AUID.86719
AUID.44633	AUID.18145
AUID.28451	AUID.12992
AUID.40728	AUID.10695
AUID.25292	AUID.12651
AUID.14766	AUID.11558
AUID.31077	AUID.13264
AUID.38454	AUID.14384
AUID.40071	AUID.14629
AUID.33362	AUID.13571
AUID.41124	AUID.15182
AUID.13781	AUID.21477
AUID.20511	AUID.12161
AUID.43613	AUID.10959
AUID.10256	AUID.10261
AUID.40124	AUID.10214
AUID.43722	AUID.17331
AUID.42049	AUID.15841
AUID.43182	AUID.16853
AUID.18196	AUID.11909
AUID.44090	AUID.17665
AUID.93513	AUID.86664
AUID.93228	AUID.86640
AUID.11284	AUID.11192
AUID.12355	AUID.11303
AUID.43277	AUID.16938
AUID.43470	AUID.17107
AUID.42341	AUID.16101
AUID.42545	AUID.16284
AUID.11212	AUID.11185
AUID.30227	AUID.13178
AUID.35892	AUID.13947
AUID.44453	AUID.17987
AUID.38406	AUID.14352
AUID.40856	AUID.15040
AUID.17172	AUID.11810
AUID.865	AUID.873
AUID.37600	AUID.14129
AUID.19095	AUID.12009
AUID.31334	AUID.13322
AUID.41641	AUID.15477
AUID.15852	AUID.23311
AUID.43467	AUID.17104
AUID.17893	AUID.25116
AUID.21345	AUID.12245
AUID.10776	AUID.11141
AUID.15665	AUID.23148
AUID.88537	AUID.87157
AUID.172411	AUID.172112
AUID.10441	AUID.18515
AUID.26669	AUID.12800
AUID.43680	AUID.17292
AUID.40461	AUID.14783
AUID.12892	AUID.20688
AUID.17673	AUID.11863
AUID.36773	AUID.14054
AUID.17469	AUID.11844
AUID.38620	AUID.14432
AUID.28374	AUID.34378
AUID.15492	AUID.10324
AUID.35249	AUID.13781
AUID.89695	AUID.88248
AUID.172324	AUID.172260
AUID.44462	AUID.17995
AUID.32044	AUID.13390
AUID.44335	AUID.17884
AUID.42383	AUID.16137
AUID.19989	AUID.12102
AUID.42005	AUID.15803
AUID.42776	AUID.16491
AUID.33921	AUID.13650
AUID.12821	AUID.11352
AUID.16594	AUID.23970
AUID.28056	AUID.12954
AUID.11845	AUID.11250
AUID.34967	AUID.13745
AUID.16283	AUID.23694
AUID.187	AUID.253
AUID.11905	AUID.19814
AUID.10752	AUID.18792
AUID.28329	AUID.12981
AUID.15475	AUID.11630
AUID.31744	AUID.10520
AUID.89515	AUID.88078
AUID.24497	AUID.12562
AUID.40251	AUID.14666
AUID.41488	AUID.15340
AUID.17492	AUID.24762
AUID.38344	AUID.14320
AUID.44330	AUID.11026
AUID.25301	AUID.12652
AUID.33826	AUID.10551
AUID.30455	AUID.13195
AUID.11600	AUID.11226
AUID.35638	AUID.13871
AUID.35069	AUID.10564
AUID.35434	AUID.13814
AUID.37910	AUID.14171
AUID.23788	AUID.10420
AUID.42931	AUID.10887
AUID.40976	AUID.10715
AUID.44460	AUID.11040
AUID.44151	AUID.11007
AUID.44244	AUID.17804
AUID.38789	AUID.14463
AUID.42160	AUID.10809
AUID.26572	AUID.12791
AUID.14500	AUID.11529
AUID.12751	AUID.20561
AUID.40080	AUID.14631
AUID.43305	AUID.16963
AUID.23035	AUID.29671
AUID.16131	AUID.23553
AUID.12422	AUID.20272
AUID.23274	AUID.10413
AUID.43239	AUID.16904
AUID.13380	AUID.11410
AUID.40620	AUID.14861
AUID.12309	AUID.20171
AUID.65503	AUID.62826
AUID.13407	AUID.11412
AUID.23226	AUID.12435
AUID.33503	AUID.13609
AUID.38451	AUID.14381
AUID.24586	AUID.12569
AUID.34514	AUID.13705
AUID.35597	AUID.13855
AUID.42556	AUID.10851
AUID.43209	AUID.10917
AUID.41508	AUID.15356
AUID.35451	AUID.13821
AUID.19537	AUID.12062
AUID.13598	AUID.11431
AUID.15971	AUID.11681
AUID.41547	AUID.15392
AUID.41005	AUID.10717
AUID.12648	AUID.11333
AUID.35168	AUID.13771
AUID.33931	AUID.13651
AUID.44770	AUID.18272
AUID.29384	AUID.10488
AUID.35180	AUID.10566
AUID.31901	AUID.10522
AUID.23351	AUID.12443
AUID.10656	AUID.18706
AUID.20957	AUID.27816
AUID.21919	AUID.12311
AUID.11383	AUID.11202
AUID.17799	AUID.10350
AUID.26753	AUID.10455
AUID.10191	AUID.23760
AUID.10227	AUID.10656
AUID.44692	AUID.10259
AUID.27428	AUID.12866
AUID.41164	AUID.15211
AUID.11271	AUID.19253
AUID.36498	AUID.14027
AUID.41100	AUID.15169
AUID.19596	AUID.26620
AUID.16002	AUID.23444
AUID.11131	AUID.19127
AUID.37311	AUID.14100
AUID.41988	AUID.15788
AUID.44096	AUID.17670
AUID.25954	AUID.32266
AUID.44405	AUID.11035
AUID.38635	AUID.14439
AUID.40886	AUID.15066
AUID.13748	AUID.11446
AUID.10306	AUID.11090
AUID.27724	AUID.12909
AUID.22555	AUID.12365
AUID.29787	AUID.13141
AUID.19388	AUID.10368
AUID.42648	AUID.10861
AUID.40626	AUID.10687
AUID.40362	AUID.10670
AUID.42629	AUID.10859
AUID.89085	AUID.87673
AUID.43442	AUID.10943
AUID.29471	AUID.13108
AUID.44191	AUID.17757
AUID.42287	AUID.16053
AUID.31446	AUID.13334
AUID.13119	AUID.20892
AUID.28300	AUID.12978
AUID.21666	AUID.10394
AUID.12746	AUID.11344
AUID.23634	AUID.10417
AUID.33825	AUID.10202
AUID.11102	AUID.19100
AUID.26290	AUID.12764
AUID.27757	AUID.33842
AUID.38011	AUID.14202
AUID.10184	AUID.10320
AUID.13076	AUID.10295
AUID.21667	AUID.12272
AUID.26659	AUID.10192
AUID.41794	AUID.15612
AUID.41516	AUID.15363
AUID.44325	AUID.17875
AUID.41134	AUID.15191
AUID.20990	AUID.12219
AUID.43590	AUID.17214
AUID.43640	AUID.17258
AUID.10755	AUID.18793
AUID.12478	AUID.11317
AUID.1005	AUID.999
AUID.14786	AUID.11559
AUID.18460	AUID.11939
AUID.20899	AUID.12208
AUID.44555	AUID.11051
AUID.43967	AUID.17554
AUID.43792	AUID.17394
AUID.20968	AUID.12217
AUID.29371	AUID.13092
AUID.28088	AUID.12956
AUID.17681	AUID.11864
AUID.43789	AUID.17391
AUID.44095	AUID.17669
AUID.15374	AUID.11616
AUID.41511	AUID.15359
AUID.14857	AUID.22425
AUID.12569	AUID.20402
AUID.10240	AUID.10846
AUID.10197	AUID.12031
AUID.16742	AUID.10338
AUID.23371	AUID.10414
AUID.44707	AUID.11069
AUID.40676	AUID.14903
AUID.11585	AUID.11224
AUID.23501	AUID.12455
AUID.33618	AUID.13622
AUID.23078	AUID.12423
AUID.44547	AUID.18071
AUID.35591	AUID.13851
AUID.29308	AUID.13080
AUID.35739	AUID.13908
AUID.40387	AUID.10672
AUID.32761	AUID.13459
AUID.18924	AUID.11992
AUID.31252	AUID.13304
AUID.89859	AUID.86383
AUID.15754	AUID.11658
AUID.35454	AUID.13823
AUID.29501	AUID.13114
AUID.34045	AUID.10554
AUID.10182	AUID.11548
AUID.20133	AUID.10377
AUID.10885	AUID.11152
AUID.10179	AUID.11441
AUID.43551	AUID.10952
AUID.41491	AUID.15342
AUID.43161	AUID.10172
AUID.27946	AUID.12944
AUID.33278	AUID.10541
AUID.13499	AUID.11420
AUID.16129	AUID.11702
AUID.41893	AUID.15701
AUID.41482	AUID.15334
AUID.42784	AUID.16498
AUID.16795	AUID.24149
AUID.16239	AUID.10333
AUID.32224	AUID.13408
AUID.35625	AUID.13869
AUID.33295	AUID.10542
AUID.40932	AUID.10712
AUID.35734	AUID.10580
AUID.40751	AUID.14958
AUID.33182	AUID.10539
AUID.41456	AUID.10738
AUID.41465	AUID.10739
AUID.42802	AUID.16514
AUID.43540	AUID.10951
AUID.29983	AUID.10495
AUID.13316	AUID.21063
AUID.10360	AUID.18443
AUID.40699	AUID.14917
AUID.19120	AUID.26204
AUID.43506	AUID.17139
AUID.42455	AUID.16202
AUID.10522	AUID.18588
AUID.15144	AUID.22684
AUID.13594	AUID.21310
AUID.17791	AUID.25027
AUID.14862	AUID.11568
AUID.90344	AUID.86422
AUID.22566	AUID.29260
AUID.26136	AUID.32417
AUID.17910	AUID.11887
AUID.12183	AUID.11286
AUID.80	AUID.161
AUID.40956	AUID.15103
AUID.44694	AUID.18198
AUID.10917	AUID.10269
AUID.14741	AUID.22325
AUID.40825	AUID.15015
AUID.44371	AUID.11030
AUID.31006	AUID.13249
AUID.44552	AUID.18075
AUID.10411	AUID.11102
AUID.43132	AUID.16811
AUID.10557	AUID.18619
AUID.43970	AUID.17556
AUID.37564	AUID.10605
AUID.11694	AUID.19627
AUID.13264	AUID.11396
AUID.22919	AUID.12409
AUID.23664	AUID.12476
AUID.22017	AUID.12318
AUID.42089	AUID.15878
AUID.18501	AUID.11942
AUID.42602	AUID.16334
AUID.15263	AUID.22790
AUID.10497	AUID.18565
AUID.41292	AUID.15248
AUID.34398	AUID.13694
AUID.40897	AUID.15071
AUID.36399	AUID.14013
AUID.40903	AUID.15075
AUID.16388	AUID.11725
AUID.14731	AUID.22315
AUID.28989	AUID.10481
AUID.14828	AUID.11564
AUID.42036	AUID.10796
AUID.43093	AUID.16776
AUID.10322	AUID.18411
AUID.43321	AUID.16977
AUID.31902	AUID.13378
AUID.16260	AUID.23671
AUID.23112	AUID.29740
AUID.33366	AUID.13575
AUID.24803	AUID.12589
AUID.12382	AUID.20237
AUID.15469	AUID.22972
AUID.48688	AUID.44972
AUID.26922	AUID.33106
AUID.33982	AUID.13656
AUID.41927	AUID.15732
AUID.40092	AUID.14634
AUID.42375	AUID.16131
AUID.22196	AUID.28926
AUID.43377	AUID.17025
AUID.42155	AUID.15937
AUID.35824	AUID.10584
AUID.42006	AUID.15804
AUID.91714	AUID.86537
AUID.17153	AUID.24464
AUID.44326	AUID.17876
AUID.10423	AUID.11103
AUID.10445	AUID.18519
AUID.3690	AUID.2566
AUID.3632	AUID.2561
AUID.61583	AUID.59453
AUID.97485	AUID.96981
AUID.38100	AUID.10619
AUID.97899	AUID.96964
AUID.43228	AUID.16893
AUID.11224	AUID.19209
AUID.26100	AUID.12730
AUID.22891	AUID.12406
AUID.21855	AUID.12301
AUID.20793	AUID.12191
AUID.35081	AUID.13758
AUID.14788	AUID.22365
AUID.24948	AUID.12615
AUID.11280	AUID.19260
AUID.42404	AUID.16157
AUID.24626	AUID.12571
AUID.91803	AUID.86544
AUID.40652	AUID.14885
AUID.10754	AUID.11139
AUID.89947	AUID.86391
AUID.41745	AUID.10769
AUID.42320	AUID.16081
AUID.43543	AUID.17173
AUID.24914	AUID.12606
AUID.12224	AUID.11290
AUID.17996	AUID.11894
AUID.12430	AUID.20279
AUID.35675	AUID.13882
AUID.20004	AUID.10375
AUID.34029	AUID.13662
AUID.9331	AUID.9389
AUID.2614	AUID.3227
AUID.109756	AUID.99968
AUID.15673	AUID.23154
AUID.3615	AUID.2892
AUID.9875	AUID.9376
AUID.10134	AUID.10126
AUID.2990	AUID.2633
AUID.10133	AUID.10125
AUID.10160	AUID.10111
AUID.288	AUID.342
AUID.10158	AUID.10110
AUID.942	AUID.947
AUID.88413	AUID.87041
AUID.20179	AUID.27133
AUID.44296	AUID.17850
AUID.95675	AUID.86810
AUID.19918	AUID.10374
AUID.96893	AUID.96760
AUID.96861	AUID.96753
AUID.96892	AUID.96735
AUID.42742	AUID.10236
AUID.59242	AUID.57133
AUID.41523	AUID.10746
AUID.17979	AUID.11892
AUID.40502	AUID.14798
AUID.43318	AUID.16975
AUID.96816	AUID.96745
AUID.43222	AUID.16888
AUID.24828	AUID.10431
AUID.11943	AUID.19849
AUID.44741	AUID.11072
AUID.42515	AUID.16257
AUID.19760	AUID.12081
AUID.11130	AUID.19126
AUID.11710	AUID.19640
AUID.14478	AUID.22091
AUID.44057	AUID.17635
AUID.10251	AUID.18011
AUID.61711	AUID.59465
AUID.41532	AUID.10747
AUID.59150	AUID.57053
AUID.41295	AUID.10732
AUID.39492	AUID.14561
AUID.40424	AUID.14764
AUID.36247	AUID.10589
AUID.15017	AUID.10318
AUID.10192	AUID.11738
AUID.35395	AUID.10204
AUID.26466	AUID.10452
AUID.16885	AUID.10181
AUID.22561	AUID.10404
AUID.29413	AUID.13101
AUID.11036	AUID.11169
AUID.13059	AUID.20837
AUID.996	AUID.990
AUID.1041	AUID.1033
AUID.90908	AUID.86472
AUID.41031	AUID.10718
AUID.38119	AUID.14247
AUID.20190	AUID.12133
AUID.21726	AUID.12282
AUID.14060	AUID.11480
AUID.39468	AUID.10651
AUID.43043	AUID.16731
AUID.40405	AUID.10674
AUID.44801	AUID.11079
AUID.15920	AUID.10329
AUID.10381	AUID.11099
AUID.12083	AUID.11273
AUID.40866	AUID.10707
AUID.32654	AUID.13448
AUID.10167	AUID.11111
AUID.33121	AUID.10537
AUID.43618	AUID.17239
AUID.42025	AUID.10795
AUID.42891	AUID.10884
AUID.17380	AUID.10345
AUID.11652	AUID.11231
AUID.19347	AUID.12035
AUID.16854	AUID.11778
AUID.23053	AUID.12421
AUID.42439	AUID.10839
AUID.15680	AUID.23161
AUID.26305	AUID.12765
AUID.12156	AUID.11283
AUID.29359	AUID.10487
AUID.28245	AUID.10473
AUID.11828	AUID.19747
AUID.20076	AUID.12115
AUID.16796	AUID.11771
AUID.10166	AUID.11085
AUID.11390	AUID.11203
AUID.30825	AUID.10504
AUID.10618	AUID.11123
AUID.32349	AUID.13420
AUID.40048	AUID.14626
AUID.41899	AUID.15706
AUID.40057	AUID.14627
AUID.189	AUID.255
AUID.59425	AUID.56819
AUID.19898	AUID.26893
AUID.12825	AUID.20626
AUID.12398	AUID.20251
AUID.12757	AUID.11345
AUID.12602	AUID.11328
AUID.89719	AUID.86374
AUID.12977	AUID.20766
AUID.44321	AUID.17872
AUID.20438	AUID.12155
AUID.10837	AUID.11147
AUID.10713	AUID.18757
AUID.42954	AUID.16652
AUID.10234	AUID.15391
AUID.24282	AUID.12544
AUID.36248	AUID.13993
AUID.10232	AUID.15222
AUID.41689	AUID.10763
AUID.28012	AUID.12949
AUID.10214	AUID.13275
AUID.10224	AUID.13862
AUID.37173	AUID.10601
AUID.15083	AUID.11587
AUID.26560	AUID.10453
AUID.63415	AUID.62662
AUID.42088	AUID.15877
AUID.10325	AUID.18413
AUID.96968	AUID.96790
AUID.56468	AUID.56016
AUID.44389	AUID.11033
AUID.40830	AUID.15019
AUID.10233	AUID.10737
AUID.40987	AUID.10716
AUID.10248	AUID.10985
AUID.83226	AUID.62300
AUID.19492	AUID.12058
AUID.43821	AUID.10980
AUID.124149	AUID.98498
AUID.41960	AUID.15762
AUID.20521	AUID.12162
AUID.38546	AUID.14420
AUID.20382	AUID.10380
AUID.14140	AUID.11486
AUID.17409	AUID.11839
AUID.42620	AUID.10858
AUID.44171	AUID.11009
AUID.21278	AUID.12241
AUID.126544	AUID.98199
AUID.43249	AUID.16913
AUID.16686	AUID.11758
AUID.32358	AUID.10527
AUID.28244	AUID.10194
AUID.43677	AUID.10967
AUID.42121	AUID.10229
AUID.87081	AUID.86917
AUID.17784	AUID.11874
AUID.43095	AUID.16778
AUID.43260	AUID.16922
AUID.43932	AUID.10250
AUID.26951	AUID.10457
AUID.43430	AUID.17071
AUID.19498	AUID.26531
AUID.26182	AUID.12744
AUID.10735	AUID.11137
AUID.25640	AUID.12683
AUID.44266	AUID.10254
AUID.17318	AUID.11830
AUID.19482	AUID.12055
AUID.33385	AUID.13585
AUID.891	AUID.896
AUID.10200	AUID.10396
AUID.10235	AUID.10223
AUID.44833	AUID.11082
AUID.10175	AUID.10293
AUID.10189	AUID.11713
AUID.22675	AUID.10187
AUID.43574	AUID.10955
AUID.43150	AUID.10910
AUID.10199	AUID.12063
AUID.23561	AUID.10416
AUID.25437	AUID.12664
AUID.11397	AUID.19365
AUID.43628	AUID.17247
AUID.35074	AUID.13756
AUID.30775	AUID.13222
AUID.21790	AUID.12290
AUID.20941	AUID.12213
AUID.15669	AUID.10326
AUID.32822	AUID.10532
AUID.10181	AUID.11470
AUID.10204	AUID.10403
AUID.10216	AUID.10199
AUID.42035	AUID.10228
AUID.11292	AUID.19271
AUID.15589	AUID.10325
AUID.41159	AUID.10726
AUID.27796	AUID.10468
AUID.90750	AUID.86458
AUID.43434	AUID.10942
AUID.43524	AUID.17156
AUID.10190	AUID.11714
AUID.43090	AUID.16773
AUID.38609	AUID.10637
AUID.13636	AUID.21347
AUID.33703	AUID.13631
AUID.36165	AUID.13984
AUID.33837	AUID.13641
AUID.19901	AUID.12094
AUID.11661	AUID.19598
AUID.41922	AUID.15727
AUID.34513	AUID.10559
AUID.15287	AUID.11607
AUID.24332	AUID.12548
AUID.40804	AUID.10701
AUID.18349	AUID.11928
AUID.38028	AUID.14213
AUID.44422	AUID.17960
AUID.32541	AUID.13437
AUID.10905	AUID.11154
AUID.25911	AUID.10443
AUID.10255	AUID.10174
AUID.11085	AUID.10175
AUID.20278	AUID.10379
AUID.27954	AUID.10470
AUID.23669	AUID.12477
AUID.11020	AUID.11167
AUID.41125	AUID.10723
AUID.21404	AUID.12250
AUID.29073	AUID.13047
AUID.44015	AUID.10173
AUID.15685	AUID.11649
AUID.15418	AUID.10323
AUID.21857	AUID.12302
AUID.38285	AUID.10210
AUID.29313	AUID.10486
AUID.21901	AUID.10398
AUID.37733	AUID.14146
AUID.29013	AUID.13042
AUID.11824	AUID.19744
AUID.14050	AUID.21718
AUID.15370	AUID.22886
AUID.11011	AUID.19019
AUID.18718	AUID.25852
AUID.16118	AUID.23542
AUID.11578	AUID.19523
AUID.37973	AUID.14195
AUID.40598	AUID.14845
AUID.30879	AUID.13235
AUID.42945	AUID.16643
AUID.42326	AUID.10828
AUID.11193	AUID.11183
AUID.21882	AUID.12307
AUID.41501	AUID.15351
AUID.23425	AUID.30025
AUID.12609	AUID.20438
AUID.30359	AUID.10499
AUID.59055	AUID.56789
AUID.59232	AUID.56802
AUID.11716	AUID.11239
AUID.42291	AUID.10231
AUID.37257	AUID.10602
AUID.42521	AUID.10847
AUID.15658	AUID.11646
AUID.31359	AUID.13323
AUID.29956	AUID.13155
AUID.17986	AUID.11893
AUID.23975	AUID.12517
AUID.29293	AUID.13074
AUID.25553	AUID.12676
AUID.15617	AUID.11643
AUID.40343	AUID.14709
AUID.41032	AUID.15141
AUID.41919	AUID.15724
AUID.11223	AUID.19208
AUID.149920	AUID.144715
AUID.22910	AUID.12408
AUID.10521	AUID.18587
AUID.11392	AUID.19360
AUID.24566	AUID.12568
AUID.34246	AUID.13679
AUID.23959	AUID.30486
AUID.42798	AUID.16511
AUID.21277	AUID.28108
AUID.19797	AUID.26803
AUID.44509	AUID.11046
AUID.88823	AUID.86325
AUID.16022	AUID.23460
AUID.10452	AUID.18525
AUID.33022	AUID.13496
AUID.21925	AUID.28677
AUID.27516	AUID.12875
AUID.10476	AUID.11108
AUID.42908	AUID.16610
AUID.38228	AUID.14280
AUID.13932	AUID.11464
AUID.44395	AUID.11034
AUID.24310	AUID.10189
AUID.44781	AUID.18282
AUID.11797	AUID.19719
AUID.17256	AUID.11822
AUID.14192	AUID.11492
AUID.44126	AUID.17698
AUID.124750	AUID.98188
AUID.88481	AUID.86299
AUID.12575	AUID.20407
AUID.59405	AUID.56817
AUID.16939	AUID.11789
AUID.41147	AUID.10220
AUID.15123	AUID.11591
AUID.22223	AUID.12335
AUID.16070	AUID.10331
AUID.43107	AUID.16789
AUID.44613	AUID.18127
AUID.42314	AUID.16076
AUID.16726	AUID.11762
AUID.37805	AUID.14157
AUID.27623	AUID.12896
AUID.17985	AUID.10352
AUID.38127	AUID.14251
AUID.44093	AUID.17667
AUID.13875	AUID.21561
AUID.35719	AUID.13896
AUID.37613	AUID.10606
AUID.19474	AUID.12054
AUID.15866	AUID.11670
AUID.40210	AUID.14645
AUID.7678	AUID.5115
AUID.11657	AUID.19594
AUID.42872	AUID.16577
AUID.43171	AUID.10912
AUID.35712	AUID.10578
AUID.10949	AUID.11159
AUID.21959	AUID.12313
AUID.44480	AUID.11043
AUID.28629	AUID.13008
AUID.41148	AUID.10725
AUID.36460	AUID.10592
AUID.37005	AUID.10599
AUID.11873	AUID.11253
AUID.18388	AUID.25558
AUID.20290	AUID.12142
AUID.35877	AUID.13944
AUID.31522	AUID.13342
AUID.10953	AUID.18968
AUID.16393	AUID.23793
AUID.164	AUID.234
AUID.14588	AUID.22187
AUID.25053	AUID.31452
AUID.18561	AUID.25714
AUID.12469	AUID.20313
AUID.41842	AUID.15656
AUID.18756	AUID.25884
AUID.24840	AUID.12597
AUID.44654	AUID.18164
AUID.42708	AUID.16429
AUID.56891	AUID.56829
AUID.42612	AUID.16343
AUID.96934	AUID.96949
AUID.3136	AUID.2646
AUID.9659	AUID.9366
AUID.9555	AUID.9355
AUID.10144	AUID.10106
AUID.10143	AUID.10105
AUID.20	AUID.107
AUID.9332	AUID.9402
AUID.92298	AUID.86578
AUID.10150	AUID.10108
AUID.3712	AUID.2981
AUID.10135	AUID.10127
AUID.2	AUID.10
AUID.4537	AUID.4064
AUID.10146	AUID.10107
AUID.413	AUID.55
AUID.10040	AUID.9341
AUID.9425	AUID.9347
AUID.3790	AUID.2577
AUID.9986	AUID.9339
AUID.10132	AUID.10124
AUID.3757	AUID.2573
AUID.3168	AUID.2649
AUID.3291	AUID.2669
AUID.3482	AUID.2775
AUID.42481	AUID.16226
AUID.2926	AUID.3504
AUID.3866	AUID.3116
AUID.89231	AUID.87810
AUID.25246	AUID.31629
AUID.23336	AUID.29945
AUID.19822	AUID.26826
AUID.162142	AUID.144808
AUID.88162	AUID.86292
AUID.133275	AUID.130009
AUID.91743	AUID.86538
AUID.43084	AUID.10903
AUID.40588	AUID.10684
AUID.37919	AUID.14177
AUID.14513	AUID.22121
AUID.11008	AUID.11166
AUID.29442	AUID.13105
AUID.4607	AUID.3901
AUID.4630	AUID.3911
AUID.9214	AUID.5147
AUID.2911	AUID.2627
AUID.951	AUID.934
AUID.139073	AUID.130033
AUID.887	AUID.860
AUID.17120	AUID.24435
AUID.31831	AUID.10521
AUID.29380	AUID.13095
AUID.44206	AUID.17769
AUID.43855	AUID.17451
AUID.8935	AUID.5126
AUID.33162	AUID.13528
AUID.18649	AUID.11957
AUID.88487	AUID.87111
AUID.11351	AUID.19323
AUID.20039	AUID.27017
AUID.4682	AUID.3913
AUID.26868	AUID.12819
AUID.38839	AUID.14469
AUID.19702	AUID.26717
AUID.14470	AUID.22084
AUID.38070	AUID.14229
AUID.43380	AUID.17028
AUID.89962	AUID.86392
AUID.43753	AUID.10974
AUID.39912	AUID.10657
AUID.42542	AUID.16281
AUID.89798	AUID.86379
AUID.43175	AUID.16847
AUID.34390	AUID.13693
AUID.27814	AUID.12929
AUID.29452	AUID.13106
AUID.12252	AUID.20121
AUID.38868	AUID.14473
AUID.33277	AUID.13553
AUID.13113	AUID.20887
AUID.10775	AUID.18812
AUID.39227	AUID.14528
AUID.44765	AUID.18263
AUID.34741	AUID.13727
AUID.51435	AUID.44897
AUID.10267	AUID.18362
AUID.13465	AUID.21198
AUID.42267	AUID.16035
AUID.43728	AUID.10972
AUID.18006	AUID.11895
AUID.82162	AUID.62217
AUID.43384	AUID.10936
AUID.23473	AUID.12453
AUID.42745	AUID.16462
AUID.30485	AUID.13197
AUID.24833	AUID.12595
AUID.41485	AUID.15337
AUID.22571	AUID.29264
AUID.11551	AUID.19499
AUID.34194	AUID.13675
AUID.106566	AUID.98276
AUID.10467	AUID.18538
